Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,Blue Home,Cash Discount,Cigna,First Health,Humana,Humana Medicare Advantage,MedCost PPO,MedCost Ultra,Tricare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Caldwell UNC Health Care","HC PT NEG PRESS WOUND TX, > 50 CM","97606","$684.00","$100.00","$547.20","$424.08","$302.28","$342.82","$255.13","$410.40","$100.00","$485.64","$547.20","$308.21","$414.50","$273.60","$251.90","$114.00","$297.83","$302.28"
"Caldwell UNC Health Care","HC PT CANALITH REPOSITIONING PROC","95992","$336.00","$31.90","$268.80","$208.32","$38.28","$168.40","$125.33","$201.60","$100.00","$238.56","$268.80","$39.03","$203.62","$134.40","$31.90","$114.00","$37.72","$38.28"
"Caldwell UNC Health Care","HC PT ORTH/PROSTH MNGMT/TRAIN UE,LE,TRUNK,SUBQ 15MINS","97763","$125.00","$43.72","$114.00","$77.50","$52.46","$62.65","$46.63","$75.00","$100.00","$88.75","$100.00","$53.49","$75.75","$50.00","$43.72","$114.00","$51.69","$52.46"
"Caldwell UNC Health Care","HC PT EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97161","$74.00","$27.60","$75.48","$45.88","$74.00","$37.09","$27.60","$44.40","$74.00","$52.54","$59.20","$74.00","$44.84","$29.60","$51.80","$74.00","$74.37","$75.48"
"Caldwell UNC Health Care","HC PT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97162","$99.00","$36.93","$99.00","$61.38","$85.97","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$87.65","$59.99","$39.60","$69.30","$99.00","$84.70","$85.97"
"Caldwell UNC Health Care","HC PT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97163","$124.00","$46.25","$114.00","$76.88","$85.97","$62.15","$46.25","$74.40","$100.00","$88.04","$99.20","$87.65","$75.14","$49.60","$71.64","$114.00","$84.70","$85.97"
"Caldwell UNC Health Care","HC PT RE-EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97164","$74.00","$27.60","$74.00","$45.88","$58.92","$37.09","$27.60","$44.40","$74.00","$52.54","$59.20","$60.07","$44.84","$29.60","$49.10","$74.00","$58.05","$58.92"
"Caldwell UNC Health Care","HC OT PARAFFIN BATH","97018","$46.00","$4.92","$46.00","$28.52","$5.91","$23.06","$17.16","$27.60","$46.00","$32.66","$36.80","$6.02","$27.88","$18.40","$4.92","$46.00","$5.82","$5.91"
"Caldwell UNC Health Care","HC OT WHIRLPOOL","97022","$99.00","$14.86","$99.00","$61.38","$17.83","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$18.18","$59.99","$39.60","$14.86","$99.00","$17.57","$17.83"
"Caldwell UNC Health Care","HC OT IONTOPHORESIS 15MIN","97033","$105.00","$17.34","$105.00","$65.10","$20.81","$52.63","$39.17","$63.00","$100.00","$74.55","$84.00","$21.22","$63.63","$42.00","$17.34","$105.00","$20.50","$20.81"
"Caldwell UNC Health Care","HC OT ULTRASOUND 15MIN","97035","$99.00","$12.10","$99.00","$61.38","$14.51","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$14.80","$59.99","$39.60","$12.10","$99.00","$14.30","$14.51"
"Caldwell UNC Health Care","HC OT COGNITIVE SKILL DEVELOPMENT 15MIN","97129","$31.00","$7.53","$31.00","$19.22","$7.53","$15.54","$11.56","$18.60","$31.00","$22.01","$24.80","$0.00","$18.79","$12.40","$0.00","$31.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC OT SELFCARE/HOME MGMT TRAINING 15 MIN","97535","$99.00","$28.53","$99.00","$61.38","$34.24","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$34.91","$59.99","$39.60","$28.53","$99.00","$33.74","$34.24"
"Caldwell UNC Health Care","HC OT HOT OR COLD PACK APPLICATION","97010","$123.00","$29.89","$114.00","$76.26","$29.89","$61.65","$45.88","$73.80","$100.00","$87.33","$98.40","$0.00","$74.54","$49.20","$0.00","$114.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC OT THERAPEUTIC EXERCISE 15MIN","97110","$99.00","$25.68","$99.00","$61.38","$30.81","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$31.42","$59.99","$39.60","$25.68","$99.00","$30.36","$30.81"
"Caldwell UNC Health Care","HC OT NEUROMUSC RE EDUCATION 15MIN","97112","$99.00","$29.50","$99.00","$61.38","$35.39","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$36.09","$59.99","$39.60","$29.50","$99.00","$34.87","$35.39"
"Caldwell UNC Health Care","HC OT MANUAL THERAPY TECHNIQ 15MIN","97140","$99.00","$23.64","$99.00","$61.38","$28.37","$49.62","$36.93","$59.40","$99.00","$70.29","$79.20","$28.92","$59.99","$39.60","$23.64","$99.00","$27.95","$28.37"
"Caldwell UNC Health Care","HC OT THERAPEUTIC ACTIVITIES 15MIN","97530","$39.00","$14.55","$39.35","$24.18","$39.00","$19.55","$14.55","$23.40","$39.00","$27.69","$31.20","$39.00","$23.63","$15.60","$27.30","$39.00","$38.77","$39.35"
"Caldwell UNC Health Care","HC OT WHEELCHAIR MGMNT 15MIN","97542","$124.00","$27.74","$114.00","$76.88","$33.29","$62.15","$46.25","$74.40","$100.00","$88.04","$99.20","$33.95","$75.14","$49.60","$27.74","$114.00","$32.80","$33.29"
"Caldwell UNC Health Care","HC OT E STIM UNATTENDED 15 MINS","G0283","$123.00","$11.46","$114.00","$76.26","$13.75","$61.65","$45.88","$73.80","$100.00","$87.33","$98.40","$14.02","$74.54","$49.20","$11.46","$114.00","$13.55","$13.75"
"Caldwell UNC Health Care","HC OT ORTHOTIC MNGMT/TRAIN UE,LE,TRUNK, INITIAL 15MINS","97760","$124.00","$40.91","$114.00","$76.88","$49.09","$62.15","$46.25","$74.40","$100.00","$88.04","$99.20","$50.06","$75.14","$49.60","$40.91","$114.00","$48.37","$49.09"
"Caldwell UNC Health Care","HC OT COGNITIVE SKILL DEVELOPMENT EACH ADDL 15 MIN","97130","$31.00","$7.53","$31.00","$19.22","$7.53","$15.54","$11.56","$18.60","$31.00","$22.01","$24.80","$0.00","$18.79","$12.40","$0.00","$31.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC OT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97165","$112.00","$41.78","$112.00","$69.44","$91.10","$56.13","$41.78","$67.20","$100.00","$79.52","$89.60","$92.88","$67.87","$44.80","$75.91","$112.00","$89.76","$91.10"
"Caldwell UNC Health Care","HC OT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97166","$150.00","$55.95","$120.00","$93.00","$90.76","$75.18","$55.95","$90.00","$100.00","$106.50","$120.00","$92.54","$90.90","$60.00","$75.63","$114.00","$89.42","$90.76"
"Caldwell UNC Health Care","HC OT EVALUATION 60 MINS W/ PATIENT AND/OR FAMILY","97167","$187.00","$69.75","$149.60","$115.94","$90.76","$93.72","$69.75","$112.20","$100.00","$132.77","$149.60","$92.54","$113.32","$74.80","$75.63","$114.00","$89.42","$90.76"
"Caldwell UNC Health Care","HC OT RE-EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97168","$112.00","$41.78","$112.00","$69.44","$62.68","$56.13","$41.78","$67.20","$100.00","$79.52","$89.60","$63.91","$67.87","$44.80","$52.23","$112.00","$61.76","$62.68"
"Caldwell UNC Health Care","HC SP TREATMENT S/L/V","92507","$67.00","$24.99","$68.34","$41.54","$67.00","$33.58","$24.99","$40.20","$67.00","$47.57","$53.60","$67.00","$40.60","$26.80","$46.90","$67.00","$67.34","$68.34"
"Caldwell UNC Health Care","HC SP SWALLOWING THERAPY","92526","$64.00","$23.87","$65.28","$39.68","$64.00","$32.08","$23.87","$38.40","$64.00","$45.44","$51.20","$64.00","$38.78","$25.60","$44.80","$64.00","$64.32","$65.28"
"Caldwell UNC Health Care","HC SP APHASIA ASSESSMENT","96105","$116.00","$43.27","$114.00","$71.92","$103.53","$58.14","$43.27","$69.60","$100.00","$82.36","$92.80","$105.56","$70.30","$46.40","$81.20","$114.00","$102.01","$103.53"
"Caldwell UNC Health Care","HC SP COGNITIVE PERFORMANCE TESTING","96125","$144.00","$53.71","$115.20","$89.28","$110.00","$72.17","$53.71","$86.40","$100.00","$102.24","$115.20","$112.15","$87.26","$57.60","$91.66","$114.00","$108.38","$110.00"
"Caldwell UNC Health Care","HC SP COGNITIVE SKILL DEVELOPMENT 15 MIN","97129","$31.00","$7.53","$31.00","$19.22","$7.53","$15.54","$11.56","$18.60","$31.00","$22.01","$24.80","$0.00","$18.79","$12.40","$0.00","$31.00","$0.00","$0.00"
"Caldwell UNC Health Care","HC EVAL SPEECH FLUENCY","92521","$145.00","$54.09","$116.13","$89.90","$113.89","$72.67","$54.09","$87.00","$100.00","$102.95","$116.00","$116.13","$87.87","$58.00","$94.91","$114.00","$112.22","$113.89"
"Caldwell UNC Health Care","HC SPEECH SOUND PRODUCTION","92522","$117.00","$43.64","$114.00","$72.54","$93.05","$58.64","$43.64","$70.20","$100.00","$83.07","$93.60","$94.88","$70.90","$46.80","$77.55","$114.00","$91.69","$93.05"
"Caldwell UNC Health Care","HC EVAL SPEECH SOUND LANG COMP/EXP","92523","$198.00","$73.85","$198.00","$122.76","$195.32","$99.24","$73.85","$118.80","$100.00","$140.58","$158.40","$198.00","$119.99","$79.20","$138.60","$114.00","$192.45","$195.32"
"Caldwell UNC Health Care","HC BEHAVRL QUAL ANALYS VOICE","92524","$122.00","$45.51","$114.00","$75.64","$90.99","$61.15","$45.51","$73.20","$100.00","$86.62","$97.60","$92.78","$73.93","$48.80","$75.83","$114.00","$89.66","$90.99"
"Caldwell UNC Health Care","HC SP EVAL FOR USE/FIT VOICE PROSTH","92597","$230.00","$61.73","$184.00","$142.60","$74.07","$115.28","$85.79","$138.00","$100.00","$163.30","$184.00","$75.52","$139.38","$92.00","$61.73","$114.00","$72.98","$74.07"
"Caldwell UNC Health Care","HC SP SWALLOWING EVALUATION","92610","$81.00","$30.21","$81.00","$50.22","$73.31","$40.60","$30.21","$48.60","$81.00","$57.51","$64.80","$74.71","$49.09","$32.40","$56.70","$81.00","$72.23","$73.28"
"Caldwell UNC Health Care","HC SP MOTION FLUORO EVAL SWALLOW FUNC","92611","$89.00","$33.20","$89.97","$55.18","$89.00","$44.61","$33.20","$53.40","$89.00","$63.19","$71.20","$89.00","$53.93","$35.60","$62.30","$89.00","$89.00","$89.97"
"Caldwell UNC Health Care","HC SPIROMETRY","94010","$411.00","$109.07","$328.80","$254.82","$130.89","$239.70","$178.33","$246.60","$265.92","$291.81","$328.80","$133.46","$249.07","$271.26","$109.07","$221.94","$128.96","$130.89"
"Caldwell UNC Health Care","HC SPIROMETRY PRE/POST","94060","$687.00","$199.54","$549.60","$425.94","$239.45","$400.66","$298.09","$412.20","$444.49","$487.77","$549.60","$244.15","$416.32","$453.42","$199.54","$370.98","$235.93","$239.45"
"Caldwell UNC Health Care","HC 6 MIN WALK (PULM STRESS TEST)","94618","$278.00","$85.96","$222.40","$172.36","$103.15","$162.13","$120.62","$166.80","$179.87","$197.38","$222.40","$105.17","$168.47","$183.48","$85.96","$150.12","$101.63","$103.15"
"Caldwell UNC Health Care","HC LUNG VOL BODY BOX","94726","$478.00","$207.40","$382.40","$296.36","$239.79","$278.77","$207.40","$286.80","$309.27","$339.38","$382.40","$244.49","$289.67","$315.48","$211.46","$258.12","$235.93","$253.75"
"Caldwell UNC Health Care","HC LUNG VOL N2 WASHOUT","94727","$382.00","$109.07","$305.60","$236.84","$130.89","$222.78","$165.75","$229.20","$247.15","$271.22","$305.60","$133.46","$231.49","$252.12","$109.07","$206.28","$128.96","$130.89"
"Caldwell UNC Health Care","HC DLCO CARB MON DIFFUS CAPCTY","94729","$402.00","$37.89","$321.60","$249.24","$45.47","$234.45","$174.43","$241.20","$260.09","$285.42","$321.60","$46.36","$243.61","$265.32","$37.89","$217.08","$44.80","$45.47"
"Caldwell UNC Health Care","HC PULMONARY MECHANICS","94750","$317.00","$115.59","$253.60","$196.54","$137.68","$184.87","$137.55","$190.20","$205.10","$225.07","$253.60","$141.42","$192.10","$209.22","$115.59","$171.18","$128.96","$138.70"
"Caldwell UNC Health Care","HC PULSE OXIMETRY SINGLE","94760","$10.00","$1.95","$8.00","$6.20","$2.34","$5.83","$4.34","$6.00","$6.47","$7.10","$8.00","$2.38","$6.06","$6.60","$1.95","$5.40","$2.30","$2.34"
"Caldwell UNC Health Care","HC PULSE OXIMETRY MULT DETERMINAT","94761","$16.00","$3.09","$12.80","$9.92","$3.70","$9.33","$6.94","$9.60","$10.35","$11.36","$12.80","$3.78","$9.70","$10.56","$3.09","$8.64","$3.65","$3.70"
"Caldwell UNC Health Care","HC PULSE OX CONTINOUS (OVERNIGHT)","94762","$89.00","$38.62","$131.08","$55.18","$89.00","$51.90","$38.62","$53.40","$57.58","$63.19","$71.20","$89.00","$53.93","$58.74","$62.30","$48.06","$89.00","$131.08"
"Caldwell UNC Health Care","HC MONITOR CAPNOGRAPHY","94770","$399.00","$113.95","$319.20","$247.38","$138.70","$232.70","$173.13","$239.40","$258.15","$283.29","$319.20","$141.42","$241.79","$263.34","$113.95","$215.46","$128.96","$136.74"
"Caldwell UNC Health Care","HC TRANSCUTANEOUS MONITORING","94799","$60.00","$26.03","$138.70","$37.20","$60.00","$34.99","$26.03","$36.00","$38.82","$42.60","$48.00","$60.00","$36.36","$39.60","$42.00","$32.40","$60.00","$138.70"
"Caldwell UNC Health Care","HC EVOKED RESPONSE AUDIOMETRY","92585","$214.00","$92.85","$261.49","$132.68","$214.00","$124.80","$92.85","$128.40","$138.46","$151.94","$171.20","$214.00","$129.68","$141.24","$149.80","$115.56","$214.00","$261.49"
"Caldwell UNC Health Care","HC TRANSFUSION BLD/BLD COMPONENTS","36430","$543.00","$235.61","$434.40","$336.66","$367.11","$316.68","$235.61","$325.80","$351.32","$385.53","$434.40","$374.31","$329.06","$358.38","$305.93","$293.22","$361.71","$367.11"
"Caldwell UNC Health Care","HC PURE TONE AIR ONLY SCREENING TEST","92551","$39.00","$9.48","$31.20","$24.18","$9.48","$22.74","$16.92","$23.40","$25.23","$27.69","$31.20","$0.00","$23.63","$25.74","$0.00","$21.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC VAGINAL DELIVERY FEE","","$1,756.00","$426.71","$1,404.80","$1,088.72","$426.71","$1,106.81","$823.39","$1,053.60","$1,136.13","$1,246.76","$1,404.80","$0.00","$1,064.14","$1,158.96","$0.00","$948.24","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  0 -  2 HR","","$730.00","$177.39","$584.00","$452.60","$177.39","$460.12","$342.30","$438.00","$472.31","$518.30","$584.00","$0.00","$442.38","$481.80","$0.00","$394.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  2 -  3 HR","","$780.00","$189.54","$624.00","$483.60","$189.54","$491.63","$365.74","$468.00","$504.66","$553.80","$624.00","$0.00","$472.68","$514.80","$0.00","$421.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  3 -  4 HR","","$833.00","$202.42","$666.40","$516.46","$202.42","$525.04","$390.59","$499.80","$538.95","$591.43","$666.40","$0.00","$504.80","$549.78","$0.00","$449.82","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  4 -  5 HR","","$722.00","$175.45","$577.60","$447.64","$175.45","$455.08","$338.55","$433.20","$467.13","$512.62","$577.60","$0.00","$437.53","$476.52","$0.00","$389.88","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  5 -  6 HR","","$935.00","$227.21","$748.00","$579.70","$227.21","$589.33","$438.42","$561.00","$604.95","$663.85","$748.00","$0.00","$566.61","$617.10","$0.00","$504.90","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  6 -  7 HR","","$805.00","$195.62","$644.00","$499.10","$195.62","$507.39","$377.46","$483.00","$520.84","$571.55","$644.00","$0.00","$487.83","$531.30","$0.00","$434.70","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  7 -  8 HR","","$875.00","$212.63","$700.00","$542.50","$212.63","$551.51","$410.29","$525.00","$566.13","$621.25","$700.00","$0.00","$530.25","$577.50","$0.00","$472.50","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  8 -  9 HR","","$1,153.00","$280.18","$922.40","$714.86","$280.18","$726.74","$540.64","$691.80","$745.99","$818.63","$922.40","$0.00","$698.72","$760.98","$0.00","$622.62","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE  9 - 10 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 10 - 11 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 11 - 12 HR","","$1,014.00","$246.40","$811.20","$628.68","$246.40","$639.12","$475.46","$608.40","$656.06","$719.94","$811.20","$0.00","$614.48","$669.24","$0.00","$547.56","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 12 - 13 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 13 - 14 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 16 - 17 HR","","$1,127.00","$273.86","$901.60","$698.74","$273.86","$710.35","$528.45","$676.20","$729.17","$800.17","$901.60","$0.00","$682.96","$743.82","$0.00","$608.58","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 18 - 19 HR","","$957.00","$232.55","$765.60","$593.34","$232.55","$603.20","$448.74","$574.20","$619.18","$679.47","$765.60","$0.00","$579.94","$631.62","$0.00","$516.78","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 22+ HRS","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 15 - 16 HR","","$1,014.00","$246.40","$811.20","$628.68","$246.40","$639.12","$475.46","$608.40","$656.06","$719.94","$811.20","$0.00","$614.48","$669.24","$0.00","$547.56","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 20 - 21 HR","","$1,014.00","$246.40","$811.20","$628.68","$246.40","$639.12","$475.46","$608.40","$656.06","$719.94","$811.20","$0.00","$614.48","$669.24","$0.00","$547.56","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 21 - 22 HR","","$1,014.00","$246.40","$811.20","$628.68","$246.40","$639.12","$475.46","$608.40","$656.06","$719.94","$811.20","$0.00","$614.48","$669.24","$0.00","$547.56","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 19 - 20 HR","","$1,170.00","$284.31","$936.00","$725.40","$284.31","$737.45","$548.61","$702.00","$756.99","$830.70","$936.00","$0.00","$709.02","$772.20","$0.00","$631.80","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 14 - 15 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD OB SERVICE 17 - 18 HR","","$1,239.00","$301.08","$991.20","$768.18","$301.08","$780.94","$580.97","$743.40","$801.63","$879.69","$991.20","$0.00","$750.83","$817.74","$0.00","$669.06","$0.00","$0.00"
"Caldwell UNC Health Care","HC CLD BIRTHING  ROOM","","$545.00","$132.44","$436.00","$337.90","$132.44","$343.51","$255.55","$327.00","$352.62","$386.95","$436.00","$0.00","$330.27","$359.70","$0.00","$294.30","$0.00","$0.00"
"Caldwell UNC Health Care","HC TYPHOID VICPS VACCINE IM","90691","$180.00","$43.74","$144.00","$111.60","$43.74","$131.63","$97.94","$108.00","$81.41","$127.80","$144.00","$0.00","$109.08","$118.80","$0.00","$97.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC INFLUENZA VIRUS VACCINE QUAD SPLIT VIRUS PRESERVATIVE FREE .05 ML IM","90686","$24.00","$6.24","$19.20","$14.88","$6.24","$17.55","$13.06","$14.40","$18.84","$17.04","$19.20","$6.24","$14.54","$15.84","$16.18","$12.96","$6.24","$0.00"
"Caldwell UNC Health Care","HC INFLUENZA VACCINE – (TRI) RECOMBINANT– EGG FREE -18-49 YEARS","90673","$45.00","$11.70","$40.04","$27.90","$11.70","$32.91","$24.48","$27.00","$40.04","$31.95","$36.00","$11.70","$27.27","$29.70","$0.00","$24.30","$11.70","$0.00"
"Caldwell UNC Health Care","HC INFLUENZA VIRUS VACCINE QUAD RECOMBINANT DNA, HA","90682","$58.00","$15.08","$55.16","$35.96","$15.08","$33.83","$25.17","$34.80","$55.16","$41.18","$46.40","$15.08","$35.15","$38.28","$0.00","$31.32","$15.08","$0.00"
"Caldwell UNC Health Care","HC INFLUENZA VACCINE PRESERVATIVE FREE 0.5 ML IM USE","90674","$38.00","$9.88","$30.40","$23.56","$9.88","$22.16","$16.49","$22.80","$27.78","$26.98","$30.40","$9.88","$23.03","$25.08","$0.00","$20.52","$9.88","$0.00"
"Caldwell UNC Health Care","HC HEMODIALYSIS","","$930.00","$225.99","$744.00","$576.60","$225.99","$542.38","$403.53","$558.00","$601.71","$660.30","$744.00","$0.00","$563.58","$613.80","$0.00","$502.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC CCPD ADULT IP","","$930.00","$225.99","$744.00","$576.60","$225.99","$542.38","$403.53","$558.00","$601.71","$660.30","$744.00","$0.00","$563.58","$613.80","$0.00","$502.20","$0.00","$0.00"
"Caldwell UNC Health Care","HC FETAL CONTRACTION STRESS TEST","59020","$339.00","$53.00","$271.20","$210.18","$160.18","$213.67","$158.96","$203.40","$53.00","$240.69","$271.20","$163.33","$205.43","$223.74","$133.49","$183.06","$154.78","$160.18"
