Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Nash General Hospital","HC HUMERAL FRACTURE BRACE","L3980","$828.00","$249.23","$745.20","$480.24","$0.00","$414.00","$343.70","$496.80","$419.80","$249.23","$254.20","$745.20","$0.00","$0.00","$654.12","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC KNEE BRACE FUNCTIONAL","L1845","$1,350.00","$283.50","$1,215.00","$783.00","$283.50","$675.00","$560.39","$810.00","$665.55","$406.35","$414.45","$1,215.00","$0.00","$0.00","$1,066.50","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC KNEE BRACE PATELLA STABILIZING","A4467","$119.00","$24.99","$107.10","$69.02","$24.99","$59.50","$49.40","$71.40","$60.33","$35.82","$36.53","$107.10","$0.00","$0.00","$94.01","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC KNEE BRACE POSTOP","L1832","$1,085.00","$227.85","$976.50","$629.30","$227.85","$542.50","$450.38","$651.00","$534.91","$326.59","$333.10","$976.50","$0.00","$0.00","$857.15","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC KNEE IMMOBILIZER MULTISIZE","L1830","$147.00","$30.87","$132.30","$85.26","$30.87","$73.50","$61.02","$88.20","$74.53","$44.25","$45.13","$132.30","$0.00","$0.00","$116.13","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC LUMBAR CORSET","L0625","$228.00","$68.63","$205.20","$132.24","$0.00","$114.00","$94.64","$136.80","$115.60","$68.63","$70.00","$205.20","$0.00","$0.00","$180.12","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC LUMBOSACRAL BRACE 10 INCH","L0627","$742.00","$155.82","$667.80","$430.36","$155.82","$371.00","$308.00","$445.20","$376.19","$223.34","$227.79","$667.80","$0.00","$0.00","$586.18","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC LUMBOSACRAL BRACE 8 INCH","L0627","$489.00","$102.69","$440.10","$283.62","$102.69","$244.50","$202.98","$293.40","$247.92","$147.19","$150.12","$440.10","$0.00","$0.00","$386.31","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC LUMBOSACRAL BRACE XT 10 INCH","L0631","$1,040.00","$218.40","$936.00","$603.20","$218.40","$520.00","$431.70","$624.00","$527.28","$313.04","$319.28","$936.00","$0.00","$0.00","$821.60","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC LUMBOSACRAL BRACE XT 8 INCH","L0631","$1,040.00","$218.40","$936.00","$603.20","$218.40","$520.00","$431.70","$624.00","$527.28","$313.04","$319.28","$936.00","$0.00","$0.00","$821.60","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC PRAFO","L4396","$680.00","$204.68","$612.00","$394.40","$0.00","$340.00","$282.27","$408.00","$344.76","$204.68","$208.76","$612.00","$0.00","$0.00","$537.20","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC SHOE NWB FOREFOOT","L3260","$105.00","$22.05","$94.50","$60.90","$22.05","$52.50","$43.59","$63.00","$53.24","$31.61","$32.24","$94.50","$0.00","$0.00","$82.95","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC SPEAK/COMM DEVICE","L8501","$587.00","$123.27","$528.30","$340.46","$123.27","$293.50","$243.66","$352.20","$297.61","$176.69","$180.21","$528.30","$0.00","$0.00","$463.73","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC VOICE PROSTHESIS INDWELLING","L8509","$324.00","$68.04","$291.60","$187.92","$68.04","$162.00","$134.49","$194.40","$164.27","$97.52","$99.47","$291.60","$0.00","$0.00","$255.96","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WHFO CFAB W/JOINT(S)","L3806","$518.00","$108.78","$466.20","$300.44","$108.78","$259.00","$215.02","$310.80","$262.63","$155.92","$159.03","$466.20","$0.00","$0.00","$409.22","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WHFO PREFAB WO JNTS","L3807","$298.00","$62.58","$268.20","$172.84","$62.58","$149.00","$123.70","$178.80","$151.09","$89.70","$91.49","$268.20","$0.00","$0.00","$235.42","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WHFO RIGID W/O JOINTS","L3808","$388.00","$81.48","$349.20","$225.04","$81.48","$194.00","$161.06","$232.80","$196.72","$116.79","$119.12","$349.20","$0.00","$0.00","$306.52","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WHO CF W/O JOINTS","L3906","$486.00","$102.06","$437.40","$281.88","$102.06","$243.00","$201.74","$291.60","$246.40","$146.29","$149.20","$437.40","$0.00","$0.00","$383.94","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WRIST SPLINT COCK-UP ROYL","L3908","$85.00","$17.85","$76.50","$49.30","$17.85","$42.50","$35.28","$51.00","$43.10","$25.59","$26.10","$76.50","$0.00","$0.00","$67.15","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC WRIST SPLINT COCK-UP W/THUMB","L3908","$85.00","$17.85","$76.50","$49.30","$17.85","$42.50","$35.28","$51.00","$43.10","$25.59","$26.10","$76.50","$0.00","$0.00","$67.15","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC KNEE SLEEVE","","$161.00","$48.46","$144.90","$93.38","$0.00","$80.50","$66.83","$96.60","$81.63","$48.46","$49.43","$144.90","$0.00","$0.00","$127.19","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC L0625 LSO PREFABRICATED","L0625","$228.00","$68.63","$205.20","$132.24","$0.00","$114.00","$94.64","$136.80","$115.60","$68.63","$70.00","$205.20","$0.00","$0.00","$180.12","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC L3807 RESTING HAND SPLINT","L3807","$298.00","$62.58","$268.20","$172.84","$62.58","$149.00","$123.70","$178.80","$151.09","$89.70","$91.49","$268.20","$0.00","$0.00","$235.42","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC L3762 EO RIGID W O JOINTS","L3762","$264.00","$79.46","$237.60","$153.12","$0.00","$132.00","$109.59","$158.40","$133.85","$79.46","$81.05","$237.60","$0.00","$0.00","$208.56","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC L1833 KO ADJ JNT POS R SUP OTS","L1833","$764.00","$160.44","$687.60","$443.12","$160.44","$382.00","$317.14","$458.40","$387.35","$229.96","$234.55","$687.60","$0.00","$0.00","$603.56","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC THERAPEUTIC PHLEBOTOMY","99195","$321.00","$96.62","$288.90","$186.18","$105.18","$160.50","$124.87","$192.60","$162.75","$96.62","$98.55","$288.90","$103.12","$0.00","$253.59","$97.96","$139.31","$103.63","$105.69"
"Nash General Hospital","HC HYDRATION IV INITIAL 31MIN-1HR","96360","$428.00","$128.83","$385.20","$248.24","$177.25","$214.00","$170.13","$256.80","$217.00","$128.83","$131.40","$385.20","$173.77","$0.00","$338.12","$165.09","$185.75","$174.64","$178.12"
"Nash General Hospital","HC HYDRATION IV EACH ADDTL HR","96361","$143.00","$34.24","$128.70","$82.94","$36.76","$71.50","$56.84","$85.80","$72.50","$43.04","$43.90","$128.70","$36.04","$0.00","$112.97","$34.24","$62.06","$36.22","$36.94"
"Nash General Hospital","HC IV INFUSION INITIAL UP TO 1HR","96365","$571.00","$165.09","$513.90","$331.18","$177.25","$285.50","$226.97","$342.60","$289.50","$171.87","$175.30","$513.90","$173.77","$0.00","$451.09","$165.09","$247.81","$174.64","$178.12"
"Nash General Hospital","HC IV INFUSION EACH ADDTL HR","96366","$160.00","$34.24","$144.00","$92.80","$36.76","$80.00","$63.60","$96.00","$81.12","$48.16","$49.12","$144.00","$36.04","$0.00","$126.40","$34.24","$69.44","$36.22","$36.94"
"Nash General Hospital","HC IV INFUSION SEQUENTIAL UPTO1HR","96367","$160.00","$48.16","$144.00","$92.80","$58.33","$80.00","$63.60","$96.00","$81.12","$48.16","$49.12","$144.00","$57.19","$0.00","$126.40","$54.33","$69.44","$57.48","$58.62"
"Nash General Hospital","HC IV INFUSION CONCURRENT","96368","$40.00","$12.04","$36.00","$23.20","$0.00","$20.00","$15.90","$24.00","$20.28","$12.04","$12.28","$36.00","$0.00","$0.00","$31.60","$0.00","$17.36","$0.00","$0.00"
"Nash General Hospital","HC IV PUSH SINGLE / INITIAL","96374","$248.00","$74.65","$223.20","$143.84","$177.25","$124.00","$98.58","$148.80","$125.74","$74.65","$76.14","$223.20","$173.77","$0.00","$195.92","$165.09","$107.63","$174.64","$178.12"
"Nash General Hospital","HC IV PUSH SEQ EA ADD NEW DRUG","96375","$248.00","$34.24","$223.20","$143.84","$36.76","$124.00","$98.58","$148.80","$125.74","$74.65","$76.14","$223.20","$36.04","$0.00","$195.92","$34.24","$107.63","$36.22","$36.94"
"Nash General Hospital","HC IV PUSH SAME DRUG EA ADD","96376","$81.00","$24.38","$72.90","$46.98","$0.00","$40.50","$32.20","$48.60","$41.07","$24.38","$24.87","$72.90","$0.00","$0.00","$63.99","$0.00","$35.15","$0.00","$0.00"
"Nash General Hospital","HC PROLONGED IV INFUS REQUIRING PUM","C8957","$510.00","$153.51","$459.00","$295.80","$310.39","$255.00","$202.73","$306.00","$258.57","$153.51","$156.57","$459.00","$304.31","$319.52","$402.90","$289.09","$221.34","$294.27","$300.13"
"Nash General Hospital","HC GAS NITRIC OXIDE HOURLY","","$492.00","$148.09","$442.80","$285.36","$0.00","$246.00","$204.23","$295.20","$249.44","$148.09","$151.04","$442.80","$0.00","$0.00","$388.68","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC COLLECTION BLOOD VENIPUNCTURE","36415","$47.00","$1.95","$42.30","$0.00","$3.06","$0.00","$0.00","$28.20","$1.95","$14.15","$14.43","$42.30","$3.00","$0.00","$37.13","$2.85","$2.70","$3.02","$3.06"
"Nash General Hospital","HC ARTERIAL BLOOD GASES POC","82803","$155.00","$17.13","$139.50","$89.90","$26.59","$77.50","$59.50","$93.00","$17.13","$46.66","$47.59","$139.50","$26.07","$0.00","$122.45","$24.77","$24.66","$26.20","$26.59"
"Nash General Hospital","HC GLUCOSE POC","82947","$25.00","$3.48","$22.50","$14.50","$4.01","$12.50","$9.60","$15.00","$3.48","$7.53","$7.68","$22.50","$3.93","$0.00","$19.75","$3.73","$5.00","$3.95","$4.01"
"Nash General Hospital","HC BLOOD GAS PACKAGE","82803","$199.00","$17.13","$179.10","$115.42","$26.59","$99.50","$76.40","$119.40","$17.13","$59.90","$61.09","$179.10","$26.07","$0.00","$157.21","$24.77","$24.66","$26.20","$26.59"
"Nash General Hospital","HC LACTATE VENOUS POC","83605","$100.00","$9.46","$90.00","$58.00","$11.80","$50.00","$38.39","$60.00","$9.46","$30.10","$30.70","$90.00","$11.57","$0.00","$79.00","$10.99","$13.62","$11.63","$11.80"
"Nash General Hospital","HC CHEMO INJ SQ/IM NON HORMONAL","96401","$191.00","$54.33","$171.90","$110.78","$58.33","$95.50","$72.14","$114.60","$96.84","$57.49","$58.64","$171.90","$57.19","$0.00","$150.89","$54.33","$82.89","$57.48","$58.62"
"Nash General Hospital","HC CHEMO INJ SQ/IM HORMONAL","96402","$191.00","$54.33","$171.90","$110.78","$58.33","$95.50","$72.14","$114.60","$96.84","$57.49","$58.64","$171.90","$57.19","$0.00","$150.89","$54.33","$82.89","$57.48","$58.62"
"Nash General Hospital","HC CHEMO IV PUSH SINGLE/INITIAL","96409","$771.00","$165.09","$693.90","$447.18","$177.25","$385.50","$291.21","$462.60","$390.90","$232.07","$236.70","$693.90","$173.77","$0.00","$609.09","$165.09","$334.61","$174.64","$178.12"
"Nash General Hospital","HC CHEMO IV PUSH EA ADD SUBST/DRUG","96411","$737.00","$54.33","$663.30","$427.46","$58.33","$368.50","$278.36","$442.20","$373.66","$221.84","$226.26","$663.30","$57.19","$0.00","$582.23","$54.33","$319.86","$57.48","$58.62"
"Nash General Hospital","HC SIMULATION SIMPLE","77280","$1,527.00","$113.74","$1,374.30","$885.66","$122.12","$763.50","$576.75","$916.20","$774.19","$459.63","$468.79","$1,374.30","$119.72","$0.00","$1,206.33","$113.74","$1,073.00","$120.32","$122.72"
"Nash General Hospital","HC SIMULATION INTERMEDIATE","77285","$1,862.00","$310.65","$1,675.80","$1,079.96","$333.54","$931.00","$703.28","$1,117.20","$944.03","$560.46","$571.63","$1,675.80","$327.00","$343.35","$1,470.98","$310.65","$1,073.00","$318.57","$324.91"
"Nash General Hospital","HC SIMULATION COMPLEX","77290","$2,570.00","$301.13","$2,313.00","$1,490.60","$323.32","$1,285.00","$970.69","$1,542.00","$1,302.99","$773.57","$788.99","$2,313.00","$316.98","$0.00","$2,030.30","$301.13","$1,073.00","$318.57","$324.91"
"Nash General Hospital","HC 3-D SIMULATION AIDED FIELD SETTING","77295","$3,724.00","$1,073.00","$3,351.60","$2,159.92","$1,201.35","$1,862.00","$1,406.55","$2,234.40","$1,888.07","$1,120.92","$1,143.27","$3,351.60","$1,177.79","$0.00","$2,941.96","$1,118.90","$1,073.00","$1,183.68","$1,207.24"
"Nash General Hospital","HC DOSIMETRY-BASIC","77300","$1,203.00","$113.74","$1,082.70","$697.74","$122.12","$601.50","$454.37","$721.80","$609.92","$362.10","$369.32","$1,082.70","$119.72","$0.00","$950.37","$113.74","$1,073.00","$120.32","$122.72"
"Nash General Hospital","HC IMRT TX PLANNING","77301","$2,213.00","$666.11","$1,991.70","$1,283.54","$1,201.35","$1,106.50","$835.85","$1,327.80","$1,121.99","$666.11","$679.39","$1,991.70","$1,177.79","$0.00","$1,748.27","$1,118.90","$1,073.00","$1,183.68","$1,207.24"
"Nash General Hospital","HC SPECIAL TELETHERAPY PORT PLAN","77321","$670.00","$201.67","$670.00","$388.60","$333.54","$335.00","$253.06","$402.00","$339.69","$201.67","$205.69","$603.00","$311.31","$343.35","$529.30","$295.74","$670.00","$318.57","$324.91"
"Nash General Hospital","HC TREATMENT DEVICES SIMPLE","77332","$636.00","$118.20","$636.00","$368.88","$122.12","$318.00","$240.22","$381.60","$322.45","$191.44","$195.25","$572.40","$119.72","$0.00","$502.44","$118.20","$636.00","$120.32","$122.72"
"Nash General Hospital","HC TREATMENT DEVICES INTERMEDIATE","77333","$891.00","$76.46","$891.00","$516.78","$125.98","$445.50","$336.53","$534.60","$451.74","$268.19","$273.54","$801.90","$76.46","$80.28","$703.89","$117.33","$891.00","$120.32","$77.99"
"Nash General Hospital","HC TREATMENT DEVICES COMPLEX","77334","$1,414.00","$301.13","$1,272.60","$820.12","$323.32","$707.00","$534.07","$848.40","$716.90","$425.61","$434.10","$1,272.60","$316.98","$0.00","$1,117.06","$301.13","$1,073.00","$318.57","$324.91"
"Nash General Hospital","HC CONTINUING PHYSICS CONSULT","77336","$864.00","$113.74","$864.00","$501.12","$122.12","$432.00","$326.33","$518.40","$438.05","$260.06","$265.25","$777.60","$119.72","$0.00","$682.56","$113.74","$864.00","$120.32","$122.72"
"Nash General Hospital","HC MLC FOR IMRT","77338","$1,873.00","$301.13","$1,685.70","$1,086.34","$323.32","$936.50","$707.43","$1,123.80","$949.61","$563.77","$575.01","$1,685.70","$316.98","$0.00","$1,479.67","$301.13","$1,073.00","$318.57","$324.91"
"Nash General Hospital","HC SPECIAL MEDICAL PHYSIC CONSULT","77370","$441.00","$113.74","$441.00","$255.78","$122.12","$220.50","$166.57","$264.60","$223.59","$132.74","$135.39","$396.90","$119.72","$0.00","$348.39","$113.74","$441.00","$120.32","$122.72"
"Nash General Hospital","HC PORT FILM(S)","77417","$442.00","$133.04","$442.00","$256.36","$0.00","$221.00","$166.94","$265.20","$224.09","$133.04","$135.69","$397.80","$0.00","$0.00","$349.18","$0.00","$442.00","$0.00","$0.00"
"Nash General Hospital","HC SPECIAL TX PROCEDURE","77470","$833.00","$24.58","$833.00","$483.14","$536.22","$416.50","$314.62","$499.80","$422.33","$250.73","$255.73","$749.70","$529.62","$25.31","$658.07","$484.12","$833.00","$512.15","$24.58"
"Nash General Hospital","HC CHEMO IV INITIAL UP TO 1HR","96413","$1,353.00","$278.17","$1,217.70","$784.74","$298.66","$676.50","$511.03","$811.80","$685.97","$407.25","$415.37","$1,217.70","$292.81","$0.00","$1,068.87","$278.17","$587.20","$294.27","$300.13"
"Nash General Hospital","HC CHEMO IV EACH ADDTL HOUR","96415","$428.00","$54.33","$385.20","$248.24","$58.33","$214.00","$161.66","$256.80","$217.00","$128.83","$131.40","$385.20","$57.19","$0.00","$338.12","$54.33","$185.75","$57.48","$58.62"
"Nash General Hospital","HC CHEMO INFUSION PROLONGED 8+ HRS","96416","$1,302.00","$278.17","$1,171.80","$755.16","$298.66","$651.00","$491.77","$781.20","$660.11","$391.90","$399.71","$1,171.80","$292.81","$0.00","$1,028.58","$278.17","$565.07","$294.27","$300.13"
"Nash General Hospital","HC CHEMO IV SEQ DIFF DRUG TO 1HR","96417","$468.00","$54.33","$421.20","$271.44","$58.33","$234.00","$176.76","$280.80","$237.28","$140.87","$143.68","$421.20","$57.19","$0.00","$369.72","$54.33","$203.11","$57.48","$58.62"
"Nash General Hospital","HC REFILLING AND MAINTENANCE OF PORTABLE PUMP","96521","$260.00","$78.26","$234.00","$150.80","$189.83","$130.00","$101.14","$156.00","$131.82","$78.26","$79.82","$234.00","$186.11","$0.00","$205.40","$176.81","$112.84","$174.64","$178.12"
"Nash General Hospital","HC REFILLING AND MAINTENANCE OF IMPLANTABLE PUMP OR RESERVOIR","96522","$260.00","$78.26","$234.00","$150.80","$184.21","$130.00","$101.14","$156.00","$131.82","$78.26","$79.82","$234.00","$180.60","$189.63","$205.40","$171.57","$112.84","$174.64","$178.12"
"Nash General Hospital","HC RT TRMT-SIMPLE","77402","$718.00","$110.25","$718.00","$416.44","$118.38","$359.00","$271.19","$430.80","$364.03","$216.12","$220.43","$646.20","$116.05","$0.00","$567.22","$110.25","$718.00","$116.63","$118.96"
"Nash General Hospital","HC RT TRMT-INTER","77407","$857.00","$257.96","$857.00","$497.06","$0.00","$428.50","$323.69","$514.20","$434.50","$257.96","$263.10","$771.30","$0.00","$0.00","$677.03","$0.00","$857.00","$0.00","$0.00"
"Nash General Hospital","HC RT TRMT COMPLEX","77412","$1,701.00","$212.36","$1,530.90","$986.58","$228.01","$850.50","$642.47","$1,020.60","$862.41","$512.00","$522.21","$1,530.90","$223.54","$0.00","$1,343.79","$212.36","$1,073.00","$224.66","$229.13"
"Nash General Hospital","HC IMRT SIMPLE","77385","$1,626.00","$484.12","$1,463.40","$943.08","$519.80","$813.00","$614.14","$975.60","$824.38","$489.43","$499.18","$1,463.40","$509.60","$0.00","$1,284.54","$484.12","$1,073.00","$512.15","$522.34"
"Nash General Hospital","HC IMRT COMPLEX","77386","$1,740.00","$484.12","$1,566.00","$1,009.20","$519.80","$870.00","$657.20","$1,044.00","$882.18","$523.74","$534.18","$1,566.00","$509.60","$0.00","$1,374.60","$484.12","$1,073.00","$512.15","$522.34"
"Nash General Hospital","HC ISODOSE PLANNING SIMPLE","77306","$409.00","$123.11","$409.00","$237.22","$323.32","$204.50","$154.48","$245.40","$207.36","$123.11","$125.56","$368.10","$316.98","$0.00","$323.11","$301.13","$409.00","$318.57","$324.91"
"Nash General Hospital","HC ISODOSE PLANNING COMPLEX","77307","$1,135.00","$301.13","$1,073.00","$658.30","$323.32","$567.50","$428.69","$681.00","$575.45","$341.64","$348.45","$1,021.50","$316.98","$0.00","$896.65","$301.13","$1,073.00","$318.57","$324.91"
"Nash General Hospital","HC HYSTERECTOMY FOLLOW C-SEC","","$4,435.00","$1,334.94","$3,991.50","$2,572.30","$0.00","$2,217.50","$1,766.46","$2,661.00","$2,248.55","$1,334.94","$1,361.55","$3,991.50","$0.00","$0.00","$3,503.65","$0.00","$1,924.79","$0.00","$0.00"
"Nash General Hospital","HC TUBAL LIGATION FOLLOW C-SEC","","$2,405.00","$723.91","$2,164.50","$1,394.90","$0.00","$1,202.50","$957.91","$1,443.00","$1,219.34","$723.91","$738.34","$2,164.50","$0.00","$0.00","$1,899.95","$0.00","$1,043.77","$0.00","$0.00"
"Nash General Hospital","HC C-SECTION NORMAL DELIVERY","","$3,490.00","$1,050.49","$3,141.00","$2,024.20","$0.00","$1,745.00","$1,390.07","$2,094.00","$1,769.43","$1,050.49","$1,071.43","$3,141.00","$0.00","$0.00","$2,757.10","$0.00","$1,514.66","$0.00","$0.00"
"Nash General Hospital","HC BRONCHOSCOPY CT GUIDED","","$4,745.00","$1,428.25","$4,270.50","$2,752.10","$0.00","$2,372.50","$1,889.93","$2,847.00","$2,405.72","$1,428.25","$1,456.72","$4,270.50","$0.00","$0.00","$3,748.55","$0.00","$2,059.33","$0.00","$0.00"
"Nash General Hospital","HC MIDLINE INSERT (OVER 3YRS)","36410","$348.00","$6.28","$313.20","$0.00","$0.00","$0.00","$0.00","$208.80","$6.28","$104.75","$106.84","$313.20","$0.00","$0.00","$274.92","$0.00","$151.03","$0.00","$0.00"
"Nash General Hospital","HC FETAL NON STRESS TEST","59025","$905.00","$149.19","$814.50","$524.90","$160.18","$452.50","$359.74","$543.00","$458.84","$272.41","$277.84","$814.50","$157.04","$0.00","$714.95","$149.19","$392.77","$157.83","$160.97"
"Nash General Hospital","HC D&C","","$2,832.00","$852.43","$2,548.80","$1,642.56","$0.00","$1,416.00","$1,127.99","$1,699.20","$1,435.82","$852.43","$869.42","$2,548.80","$0.00","$0.00","$2,237.28","$0.00","$1,229.09","$0.00","$0.00"
"Nash General Hospital","HC NASOTRACHEAL ASPIRATION","31720","$148.00","$44.55","$133.20","$85.84","$0.00","$74.00","$57.57","$88.80","$75.04","$44.55","$45.44","$133.20","$0.00","$0.00","$116.92","$111.00","$64.23","$0.00","$0.00"
"Nash General Hospital","HC ARTERIAL CATHETER PLACEMENT","36620","$353.00","$106.25","$353.00","$204.74","$0.00","$176.50","$146.67","$211.80","$353.00","$106.25","$108.37","$317.70","$0.00","$0.00","$278.87","$0.00","$0.00","$0.00","$0.00"
"Nash General Hospital","HC TRACH TUBE EXCHANGE RESPIRATORY","31502","$388.00","$116.79","$388.00","$225.04","$196.45","$194.00","$154.54","$232.80","$388.00","$116.79","$119.12","$349.20","$192.59","$0.00","$306.52","$182.96","$388.00","$193.56","$197.41"
