Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Anthem HMO,Anthem PPO,BCBS PPO/HMO/Blue Select/Blue Value/POS,Care N Care,Cash Discount,CIGNA,First Health,Humana,Humana Medicare Advantage,MedCost,UHC,UHC Medicare Advantage,Care N Care Note,UHC Note,Aetna Medicare Advantage Note,Anthem HMO Note,Anthem PPO Note,BCBS PPO/HMO/Blue Select/Blue Value/POS Note,Humana Medicare Advantage Note,UHC Medicare Advantage Note
"Rockingham Hospital"," PARIETAL CELL AB","83516","$117.00","$16.52","$87.63","$87.63","$0.00","$64.27","$66.57","$59.53","$0.00","$70.20","$70.32","$87.63","$81.90","$0.00","$79.68","$16.52","$0.00","","","","","","","",""
"Rockingham Hospital"," GLIADIN IgG AB","83516","$135.00","$16.52","$101.11","$101.11","$0.00","$74.16","$76.81","$68.69","$0.00","$81.00","$81.13","$101.11","$94.50","$0.00","$91.94","$16.52","$0.00","","","","","","","",""
"Rockingham Hospital"," GLIADIN IgA AB","83516","$135.00","$16.52","$101.11","$101.11","$0.00","$74.16","$76.81","$68.69","$0.00","$81.00","$81.13","$101.11","$94.50","$0.00","$91.94","$16.52","$0.00","","","","","","","",""
"Rockingham Hospital"," ANTISMOOTH MUSCLE AB QUANT","83516","$127.00","$9.22","$95.12","$95.12","$11.76","$69.76","$72.26","$64.62","$9.22","$76.20","$76.33","$95.12","$88.90","$11.53","$86.49","$16.52","$11.82","","","","","","","",""
"Rockingham Hospital"," ANTIGLIADIN ABS IGA","83516","$133.00","$9.22","$99.62","$99.62","$11.76","$73.06","$75.68","$67.67","$9.22","$79.80","$79.93","$99.62","$93.10","$11.53","$90.57","$16.52","$11.82","","","","","","","",""
"Rockingham Hospital"," ANTIGLIADIN ABS IGG","83516","$133.00","$9.22","$99.62","$99.62","$11.76","$73.06","$75.68","$67.67","$9.22","$79.80","$79.93","$99.62","$93.10","$11.53","$90.57","$16.52","$11.82","","","","","","","",""
"Rockingham Hospital"," t-TRANSGLUTAMINASE IgA","83516","$133.00","$16.52","$99.62","$99.62","$0.00","$73.06","$75.68","$67.67","$0.00","$79.80","$79.93","$99.62","$93.10","$0.00","$90.57","$16.52","$0.00","","","","","","","",""
"Rockingham Hospital"," t-TRANSGLUTAMINASE IgG","83516","$133.00","$16.52","$99.62","$99.62","$0.00","$73.06","$75.68","$67.67","$0.00","$79.80","$79.93","$99.62","$93.10","$0.00","$90.57","$16.52","$0.00","","","","","","","",""
"Rockingham Hospital"," LYME TOTAL ANTIBODIES","86618","$203.00","$13.62","$152.05","$152.05","$17.37","$111.51","$115.51","$103.29","$13.62","$121.80","$122.00","$152.05","$142.10","$17.03","$138.24","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," LYME IgM","86618","$203.00","$13.62","$152.05","$152.05","$17.37","$111.51","$115.51","$103.29","$13.62","$121.80","$122.00","$152.05","$142.10","$17.03","$138.24","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," LYME AB","86618","$154.00","$13.62","$115.35","$115.35","$17.37","$84.59","$87.63","$78.36","$13.62","$92.40","$92.55","$115.35","$107.80","$17.03","$104.87","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," LYME IgM","86618","$154.00","$13.62","$115.35","$115.35","$17.37","$84.59","$87.63","$78.36","$13.62","$92.40","$92.55","$115.35","$107.80","$17.03","$104.87","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," LYME AB TOTAL IMMUNOGLOBULINS","86618","$258.00","$13.62","$193.24","$193.24","$17.37","$141.72","$146.80","$131.27","$13.62","$154.80","$155.06","$193.24","$180.60","$17.03","$175.70","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," BORELLIA BURGDORFERI","86618","$150.00","$13.62","$112.35","$112.35","$17.37","$82.39","$85.35","$76.32","$13.62","$90.00","$90.15","$112.35","$105.00","$17.03","$102.15","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," BORELLIA BURGDORFERI TOTAL AB","86618","$150.00","$13.62","$112.35","$112.35","$17.37","$82.39","$85.35","$76.32","$13.62","$90.00","$90.15","$112.35","$105.00","$17.03","$102.15","$24.40","$17.46","","","","","","","",""
"Rockingham Hospital"," NM LIVER SPLEEN IMG","78215","$1,000.00","$294.50","$749.00","$749.00","$375.49","$549.30","$569.00","$571.60","$294.50","$600.00","$601.00","$749.00","$700.00","$368.13","$681.00","$700.00","$377.33","","","","","","","",""
"Rockingham Hospital"," COMPLEMENT C3","86160","$108.00","$9.60","$80.89","$80.89","$12.24","$59.32","$61.45","$54.95","$9.60","$64.80","$64.91","$80.89","$75.60","$12.00","$73.55","$17.20","$12.30","","","","","","","",""
"Rockingham Hospital"," COMPLEMENT C4","86160","$103.00","$9.60","$77.15","$77.15","$12.24","$56.58","$58.61","$52.41","$9.60","$61.80","$61.90","$77.15","$72.10","$12.00","$70.14","$17.20","$12.30","","","","","","","",""
"Rockingham Hospital"," ED PLACE ARTERIAL LINE","36140","$180.00","$98.87","$134.82","$134.82","$0.00","$98.87","$102.42","$100.93","$0.00","$108.00","$108.18","$134.82","$126.00","$0.00","$122.58","","$0.00","","","","","","","",""
"Rockingham Hospital"," MR FINGERS*L* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR FINGERS*R* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR SHOULDER*L* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR SHOULDER*R* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR WRIST*L* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR WRIST*R* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR UPPER EXT JOINT W CM","73222","$3,175.00","$544.66","$2,378.07","$2,378.07","$694.44","$1,744.03","$1,806.57","$1,644.97","$544.66","$1,905.00","$1,515.00","$2,378.07","$2,222.50","$680.82","$2,162.18","$1,551.00","$697.84","","","","","","","",""
"Rockingham Hospital"," MR ELBOW *L* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR ELBOW *R* W/CM","73222","$2,447.00","$1,267.79","$1,832.80","$1,832.80","$0.00","$1,344.14","$1,392.34","$1,267.79","$0.00","$1,468.20","$1,515.00","$1,832.80","$1,712.90","$0.00","$1,666.41","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," ER ABD PARACENTESIS - LAVAGE","49080","$772.00","$424.06","$578.23","$578.23","$0.00","$424.06","$439.27","$432.86","$0.00","$463.20","$463.97","$578.23","$540.40","$0.00","$525.73","","$0.00","","","","","","","",""
"Rockingham Hospital"," ER INT REP S-TR-EXT 7.6-12.5CM","12034","$482.00","$255.61","$361.02","$361.02","$325.90","$264.76","$274.26","$270.26","$255.61","$289.20","$289.68","$361.02","$337.40","$319.51","$328.24","","$327.50","","","","","","","",""
"Rockingham Hospital"," PT ASSESSMENT INITIAL","97001","$352.00","$157.31","$263.65","$263.65","$0.00","$193.35","$200.29","$157.31","$0.00","$211.20","$211.55","$263.65","$246.40","$0.00","$239.71","","$0.00","","","","","","","",""
"Rockingham Hospital"," ADRENOCORTICOTROPIC HOR","82024","$418.00","$30.90","$313.08","$313.08","$39.39","$229.61","$237.84","$212.68","$30.90","$250.80","$251.22","$313.08","$292.60","$38.62","$284.66","$55.32","$39.59","","","","","","","",""
"Rockingham Hospital"," DG INTRO LONG GI TUBE","74340","$392.00","$215.33","$293.61","$293.61","$0.00","$215.33","$223.05","$258.68","$0.00","$235.20","$235.59","$293.61","$274.40","$0.00","$266.95","$274.40","$0.00","","","","","","","",""
"Rockingham Hospital"," MR PELVIS WO/W CM","72197","$3,416.00","$305.48","$2,558.58","$2,558.58","$389.49","$1,876.41","$1,943.70","$1,769.83","$305.48","$2,049.60","$1,515.00","$2,558.58","$2,391.20","$381.85","$2,326.30","$1,551.00","$391.40","","","","","","","",""
"Rockingham Hospital"," CBC NO DIFF","85027","$59.00","$5.18","$44.19","$44.19","$6.60","$32.41","$33.57","$30.02","$5.18","$35.40","$35.46","$44.19","$41.30","$6.47","$40.18","$9.27","$6.63","","","","","","","",""
"Rockingham Hospital"," CBC","85027","$57.00","$5.18","$42.69","$42.69","$6.60","$31.31","$32.43","$29.00","$5.18","$34.20","$34.26","$42.69","$39.90","$6.47","$38.82","$9.27","$6.63","","","","","","","",""
"Rockingham Hospital"," PROTEIN C FUNCTIONAL","85303","$291.00","$11.07","$217.96","$217.96","$14.12","$159.85","$165.58","$148.06","$11.07","$174.60","$174.89","$217.96","$203.70","$13.84","$198.17","$19.81","$14.19","","","","","","","",""
"Rockingham Hospital"," ELECTROPHORESIS-PROTEIN-QUAN","84165","$105.00","$15.38","$78.64","$78.64","$0.00","$57.68","$59.74","$53.42","$0.00","$63.00","$63.10","$78.64","$73.50","$0.00","$71.51","$15.38","$0.00","","","","","","","",""
"Rockingham Hospital"," PROTEIN ELECTROPHORESIS SERUM","84165","$98.00","$15.38","$73.40","$73.40","$0.00","$53.83","$55.76","$49.86","$0.00","$58.80","$58.90","$73.40","$68.60","$0.00","$66.74","$15.38","$0.00","","","","","","","",""
"Rockingham Hospital"," ELECTROPHORETIC FRACTIONATION","84165","$70.00","$15.38","$52.43","$52.43","$0.00","$38.45","$39.83","$35.62","$0.00","$42.00","$42.07","$52.43","$49.00","$0.00","$47.67","$15.38","$0.00","","","","","","","",""
"Rockingham Hospital"," ED LACERATION REPAIR MOUTH","40830","$586.00","$162.91","$438.91","$438.91","$207.71","$321.89","$333.43","$328.57","$162.91","$351.60","$352.19","$438.91","$410.20","$203.64","$399.07","","$208.73","","","","","","","",""
"Rockingham Hospital"," MR CHEST MEDIASTINUM W/O CM","71550","$2,522.00","$186.43","$1,888.98","$1,888.98","$237.70","$1,385.33","$1,435.02","$1,306.65","$186.43","$1,513.20","$1,515.00","$1,888.98","$1,765.40","$233.04","$1,717.48","$1,551.00","$238.87","","","","","","","",""
"Rockingham Hospital"," MRI-CHEST LIMITED","71550","$1,963.00","$1,017.03","$1,551.00","$1,470.29","$0.00","$1,078.28","$1,116.95","$1,017.03","$0.00","$1,177.80","$1,515.00","$1,470.29","$1,374.10","$0.00","$1,336.80","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," HETEROPHILE ANTIBODY","86308","$135.00","$4.14","$101.11","$101.11","$5.28","$74.16","$76.81","$68.69","$4.14","$81.00","$81.13","$101.11","$94.50","$5.18","$91.94","$7.41","$5.31","","","","","","","",""
"Rockingham Hospital"," EKG - PEDIATRIC","93005","$173.00","$44.01","$139.23","$129.58","$56.11","$95.03","$98.44","$139.23","$44.01","$103.80","$103.97","$129.58","$121.10","$55.01","$117.81","$121.10","$56.39","","","","","","","",""
"Rockingham Hospital"," EKG","93005","$156.00","$44.01","$125.55","$116.84","$56.11","$85.69","$88.76","$125.55","$44.01","$93.60","$93.76","$116.84","$109.20","$55.01","$106.24","$109.20","$56.39","","","","","","","",""
"Rockingham Hospital"," PRE-OP EKG","93005","$173.00","$44.01","$139.23","$129.58","$56.11","$95.03","$98.44","$139.23","$44.01","$103.80","$103.97","$129.58","$121.10","$55.01","$117.81","$121.10","$56.39","","","","","","","",""
"Rockingham Hospital"," NM BONE MULTIPLE AREAS","78305","$1,205.00","$294.50","$902.54","$902.54","$375.49","$661.91","$685.64","$688.78","$294.50","$723.00","$724.20","$902.54","$843.50","$368.13","$820.61","$843.50","$377.33","","","","","","","",""
"Rockingham Hospital"," ANTINUCLEAR AB TITER REF","86038","$176.00","$9.67","$131.82","$131.82","$12.33","$96.68","$100.14","$89.55","$9.67","$105.60","$105.78","$131.82","$123.20","$12.09","$119.86","$17.32","$12.39","","","","","","","",""
"Rockingham Hospital"," ANTINUCLEAR ANTIBODIES (ANA )","86038","$107.00","$9.67","$80.14","$80.14","$12.33","$58.78","$60.88","$54.44","$9.67","$64.20","$64.31","$80.14","$74.90","$12.09","$72.87","$17.32","$12.39","","","","","","","",""
"Rockingham Hospital"," ER C REP F-G-H-F 2.6-7.5 CM","13132","$1,008.00","$397.62","$754.99","$754.99","$506.96","$553.69","$573.55","$565.19","$397.62","$604.80","$605.81","$754.99","$705.60","$497.02","$686.45","","$509.45","","","","","","","",""
"Rockingham Hospital"," URINE POTASSIUM","84133","$69.00","$6.16","$51.68","$51.68","$0.00","$37.90","$39.26","$35.11","$0.00","$41.40","$41.47","$51.68","$48.30","$0.00","$46.99","$6.16","$0.00","","","","","","","",""
"Rockingham Hospital"," POTASSIUM URINE","84133","$91.00","$6.16","$68.16","$68.16","$0.00","$49.99","$51.78","$46.30","$0.00","$54.60","$54.69","$68.16","$63.70","$0.00","$61.97","$6.16","$0.00","","","","","","","",""
"Rockingham Hospital"," WR HOUR URINE POTASSIUM","84133","$42.00","$6.16","$31.46","$31.46","$0.00","$23.07","$23.90","$21.37","$0.00","$25.20","$25.24","$31.46","$29.40","$0.00","$28.60","$6.16","$0.00","","","","","","","",""
"Rockingham Hospital"," ER FB REMOVAL CORNEA","65222","$268.00","$87.22","$200.73","$200.73","$111.21","$147.21","$152.49","$150.27","$87.22","$160.80","$161.07","$200.73","$187.60","$109.03","$182.51","","$111.76","","","","","","","",""
"Rockingham Hospital"," MR ANKLE*L* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR ANKLE*R* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR HIP*L* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR HIP*R* W/CM","73722","$2,870.00","$1,486.95","$2,149.63","$2,149.63","$0.00","$1,576.49","$1,633.03","$1,486.95","$0.00","$1,722.00","$1,515.00","$2,149.63","$2,009.00","$0.00","$1,954.47","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR KNEE*L* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR KNEE*R* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR TOES*L* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR TOES*R* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR ANKLE *R* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," MR ANKLE *L* W/CM","73722","$2,629.00","$1,362.08","$1,969.12","$1,969.12","$0.00","$1,444.11","$1,495.90","$1,362.08","$0.00","$1,577.40","$1,515.00","$1,969.12","$1,840.30","$0.00","$1,790.35","$1,551.00","$0.00","","","","","","","",""
"Rockingham Hospital"," PTH MID MOLECULE","83970","$230.00","$59.12","$172.27","$172.27","$0.00","$126.34","$130.87","$117.02","$0.00","$138.00","$138.23","$172.27","$161.00","$0.00","$156.63","$59.12","$0.00","","","","","","","",""
"Rockingham Hospital"," OT MOIST HEAT","97010","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," MOIST HEAT OTA","97010","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","","$0.00","","","","","","","",""
"Rockingham Hospital"," DG PELVIS 1-2V","72170","$212.00","$89.66","$158.79","$158.79","$114.32","$116.45","$120.63","$139.90","$89.66","$127.20","$127.41","$158.79","$148.40","$112.08","$144.37","$148.40","$114.88","","","","","","","",""
"Rockingham Hospital"," NM THYROID IMAGING ONLY","78013","$654.00","$294.50","$489.85","$489.85","$375.49","$359.24","$372.13","$373.83","$294.50","$392.40","$393.05","$489.85","$457.80","$368.13","$445.37","$457.80","$377.33","","","","","","","",""
"Rockingham Hospital"," INTERPHASE ISH ANALYSIS","88275","$850.00","$40.95","$636.65","$636.65","$52.21","$466.91","$483.65","$605.79","$40.95","$510.00","$510.85","$636.65","$595.00","$51.19","$578.85","$57.52","$52.47","","","","","","","",""
"Rockingham Hospital"," OT REASSESSMENT","97168","$272.00","$121.56","$203.73","$203.73","$0.00","$149.41","$154.77","$121.56","$0.00","$163.20","$163.47","$203.73","$190.40","$0.00","$185.23","","$0.00","","","","","","","",""
"Rockingham Hospital"," DG ESOPHAGUS DOUBLE CONTRAST","74221","$667.00","$145.78","$499.58","$499.58","$185.86","$366.38","$379.52","$440.15","$145.78","$400.20","$400.87","$499.58","$466.90","$182.22","$454.23","$466.90","$186.78","","","","","","","",""
"Rockingham Hospital"," ARSENIC BLOOD","82175","$179.00","$27.17","$134.07","$134.07","$0.00","$98.32","$101.85","$91.08","$0.00","$107.40","$107.58","$134.07","$125.30","$0.00","$121.90","$27.17","$0.00","","","","","","","",""
"Rockingham Hospital"," ARSENIC URINE","82175","$81.00","$27.17","$60.67","$60.67","$0.00","$44.49","$46.09","$41.21","$0.00","$48.60","$48.68","$60.67","$56.70","$0.00","$55.16","$27.17","$0.00","","","","","","","",""
"Rockingham Hospital"," ARSENIC BLOOD","82175","$230.00","$15.18","$172.27","$172.27","$19.35","$126.34","$130.87","$117.02","$15.18","$138.00","$138.23","$172.27","$161.00","$18.97","$156.63","$27.17","$19.44","","","","","","","",""
"Rockingham Hospital"," ED EXCISE NAIL AND NAIL MATRIX","11752","$3,782.00","$2,077.45","$2,832.72","$2,832.72","$0.00","$2,077.45","$2,151.96","$2,120.57","$0.00","$2,269.20","$2,272.98","$2,832.72","$2,647.40","$0.00","$2,575.54","","$0.00","","","","","","","",""
"Rockingham Hospital"," DG EXTREM UP INFANT 2+V*R*","73092","$240.00","$131.83","$179.76","$179.76","$0.00","$131.83","$136.56","$158.38","$0.00","$144.00","$144.24","$179.76","$168.00","$0.00","$163.44","$168.00","$0.00","","","","","","","",""
"Rockingham Hospital"," DG EXTREM UP INFANT 2+V*L*","73092","$240.00","$131.83","$179.76","$179.76","$0.00","$131.83","$136.56","$158.38","$0.00","$144.00","$144.24","$179.76","$168.00","$0.00","$163.44","$168.00","$0.00","","","","","","","",""
"Rockingham Hospital"," CT CERVICAL SPINE W/O CM","72125","$1,867.00","$89.66","$1,398.38","$1,398.38","$114.32","$1,025.54","$1,062.32","$902.88","$89.66","$1,120.20","$909.00","$1,398.38","$1,306.90","$112.08","$1,271.43","$943.00","$114.88","","","","","","","",""
"Rockingham Hospital"," ED I&D FACE AND MOUTH","40799","$306.00","$162.91","$229.19","$229.19","$207.71","$168.09","$174.11","$171.57","$162.91","$183.60","$183.91","$229.19","$214.20","$203.64","$208.39","","$208.73","","","","","","","",""
