Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,BCBS Blue Select,BCBS Blue UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Health,Humana,Humana Medicare Advantage,Liberty  Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Johnston Memorial Hospital","HC TREATMENT W ACT THERAPY INITIAL","94667","$253.00","$60.14","$202.40","$139.15","$106.70","$126.50","$86.12","$86.12","$60.14","$67.96","$151.80","$159.14","$101.71","$103.73","$197.34","$202.40","$105.65","$110.93","$180.92","$105.65","$133.08","$106.18","$106.70"
"Johnston Memorial Hospital","HC CHEST PHYSICAL THERAPY SUBSEQUENT","94668","$138.00","$32.80","$110.93","$75.90","$106.70","$69.00","$46.98","$46.98","$32.80","$37.07","$82.80","$86.80","$55.48","$56.58","$107.64","$110.40","$105.65","$110.93","$98.68","$105.65","$72.59","$106.18","$106.70"
"Johnston Memorial Hospital","HC TREATMENT W ACT THERAPY SUBSEQUENT","94668","$138.00","$32.80","$110.93","$75.90","$106.70","$69.00","$46.98","$46.98","$32.80","$37.07","$82.80","$86.80","$55.48","$56.58","$107.64","$110.40","$105.65","$110.93","$98.68","$105.65","$72.59","$106.18","$106.70"
"Johnston Memorial Hospital","HC INCENTIVE SPIROMETRY SUPPLY","","$386.00","$80.13","$308.80","$212.30","$0.00","$193.00","$114.72","$114.72","$80.13","$90.56","$231.60","$242.79","$155.17","$158.26","$301.08","$308.80","$0.00","$0.00","$276.03","$0.00","$203.04","$0.00","$0.00"
"Johnston Memorial Hospital","HC NEONATAL VENTILATOR INITIAL","94002","$1,437.00","$341.57","$1,149.60","$790.35","$457.75","$718.50","$489.15","$489.15","$341.57","$385.98","$862.20","$903.87","$577.67","$589.17","$1,120.86","$1,149.60","$453.21","$475.87","$1,027.60","$453.21","$755.86","$452.37","$457.75"
"Johnston Memorial Hospital","HC ADULT VENTILATOR INITIAL","94002","$1,437.00","$341.57","$1,149.60","$790.35","$457.75","$718.50","$489.15","$489.15","$341.57","$385.98","$862.20","$903.87","$577.67","$589.17","$1,120.86","$1,149.60","$453.21","$475.87","$1,027.60","$453.21","$755.86","$452.37","$457.75"
"Johnston Memorial Hospital","HC ADULT VENTILATOR(SUBSEQ)","94003","$1,437.00","$341.57","$1,149.60","$790.35","$461.15","$718.50","$489.15","$489.15","$341.57","$385.98","$862.20","$903.87","$577.67","$589.17","$1,120.86","$1,149.60","$456.59","$479.42","$1,027.60","$456.59","$755.86","$452.37","$461.15"
"Johnston Memorial Hospital","HC SURFACTANT ADMINISTRATION THROUGH ENDOTRACHEAL TUBE","94610","$358.00","$85.10","$286.40","$196.90","$0.00","$179.00","$121.86","$121.86","$85.10","$96.16","$214.80","$225.18","$143.92","$146.78","$279.24","$286.40","$0.00","$0.00","$256.01","$0.00","$188.31","$0.00","$0.00"
"Johnston Memorial Hospital","HC AEROSOL TREATMENT","94640","$386.00","$91.75","$308.80","$212.30","$180.04","$193.00","$131.39","$131.39","$91.75","$103.68","$231.60","$242.79","$155.17","$158.26","$301.08","$308.80","$178.25","$187.17","$276.03","$178.25","$203.04","$179.14","$180.04"
"Johnston Memorial Hospital","HC CONTINUOUS NEB TX- FIRST HOUR","94644","$473.00","$105.65","$378.40","$260.15","$106.70","$236.50","$161.01","$161.01","$112.43","$127.05","$283.80","$297.52","$190.15","$193.93","$368.94","$378.40","$105.65","$110.93","$338.24","$105.65","$248.80","$106.18","$106.70"
"Johnston Memorial Hospital","HC BIPAP/CPAP","94660","$1,094.00","$178.25","$875.20","$601.70","$180.04","$547.00","$372.40","$372.40","$260.04","$293.85","$656.40","$688.13","$439.79","$448.54","$853.32","$875.20","$178.25","$187.17","$782.32","$178.25","$575.44","$179.14","$180.04"
"Johnston Memorial Hospital","HC PATIENT DEMO/EVALUATION OF NEBULIZER/INHALER/IPPB DEVICE","94664","$162.00","$38.51","$187.17","$89.10","$162.00","$81.00","$55.14","$55.14","$38.51","$43.51","$97.20","$101.90","$65.12","$66.42","$126.36","$129.60","$178.25","$187.17","$115.85","$178.25","$85.21","$162.00","$162.00"
"Johnston Memorial Hospital","HC PT TRACTION MECHANICAL","97012","$172.00","$15.00","$172.00","$94.60","$15.15","$86.00","$52.32","$52.32","$36.53","$41.30","$103.20","$105.00","$69.14","$70.52","$134.16","$137.60","$15.00","$15.75","$123.00","$15.00","$172.00","$15.08","$15.15"
"Johnston Memorial Hospital","HC PT E STIM ATTENDED 15MIN","97032","$202.00","$14.67","$202.00","$111.10","$14.82","$101.00","$61.45","$61.45","$42.90","$48.50","$121.20","$105.00","$81.20","$82.82","$157.56","$161.60","$14.67","$15.40","$144.45","$14.67","$202.00","$14.74","$14.82"
"Johnston Memorial Hospital","HC PT THERAPEUTIC EXERCISE 15MIN","97110","$130.00","$27.61","$130.00","$71.50","$30.51","$65.00","$39.55","$39.55","$27.61","$31.21","$78.00","$105.00","$52.26","$53.30","$101.40","$104.00","$30.21","$31.72","$92.96","$30.21","$130.00","$30.36","$30.51"
"Johnston Memorial Hospital","HC PT NEUROMUSC RE EDUCATION 15MIN","97112","$137.00","$29.10","$137.00","$75.35","$35.05","$68.50","$41.68","$41.68","$29.10","$32.89","$82.20","$105.00","$55.07","$56.17","$106.86","$109.60","$34.70","$36.44","$97.97","$34.70","$137.00","$34.87","$35.05"
"Johnston Memorial Hospital","HC PT GAIT TRAINING 15MIN","97116","$130.00","$27.61","$130.00","$71.50","$30.18","$65.00","$39.55","$39.55","$27.61","$31.21","$78.00","$105.00","$52.26","$53.30","$101.40","$104.00","$29.88","$31.37","$92.96","$29.88","$130.00","$30.03","$30.18"
"Johnston Memorial Hospital","HC PT MASSAGE 15MIN","97124","$156.00","$28.68","$156.00","$85.80","$28.97","$78.00","$47.46","$47.46","$33.13","$37.46","$93.60","$105.00","$62.71","$63.96","$121.68","$124.80","$28.68","$30.11","$111.56","$28.68","$156.00","$28.82","$28.97"
"Johnston Memorial Hospital","HC PT MANUAL THERAPY TECHNIQ 15MIN","97140","$146.00","$27.81","$146.00","$80.30","$28.09","$73.00","$44.41","$44.41","$31.01","$35.05","$87.60","$105.00","$58.69","$59.86","$113.88","$116.80","$27.81","$29.20","$104.40","$27.81","$146.00","$27.95","$28.09"
"Johnston Memorial Hospital","HC PT THERAPEUTIC ACTIVITIES 15MIN","97530","$150.00","$31.86","$150.00","$82.50","$38.97","$75.00","$45.63","$45.63","$31.86","$36.02","$90.00","$105.00","$60.30","$61.50","$117.00","$120.00","$38.58","$40.51","$107.27","$38.58","$150.00","$38.77","$38.97"
"Johnston Memorial Hospital","HC PT E STIM UNATTENDED","G0283","$199.00","$13.48","$199.00","$109.45","$13.61","$99.50","$60.54","$60.54","$42.27","$47.78","$119.40","$105.00","$80.00","$81.59","$155.22","$159.20","$13.48","$14.15","$142.30","$13.48","$199.00","$13.55","$13.61"
"Johnston Memorial Hospital","HC PT IONTOPHORESIS 15MIN","97033","$192.00","$20.40","$192.00","$105.60","$20.60","$96.00","$58.41","$58.41","$40.78","$46.10","$115.20","$105.00","$77.18","$78.72","$149.76","$153.60","$20.40","$21.42","$137.30","$20.40","$192.00","$20.50","$20.60"
"Johnston Memorial Hospital","HC PT ULTRASOUND 15MIN","97035","$126.00","$14.23","$126.00","$69.30","$14.37","$63.00","$38.33","$38.33","$26.76","$30.25","$75.60","$105.00","$50.65","$51.66","$98.28","$100.80","$14.23","$14.94","$90.10","$14.23","$126.00","$14.30","$14.37"
"Johnston Memorial Hospital","HC PT AQUATIC TX W THERAPEUTIC EX 15 MIN","97113","$116.00","$24.64","$116.00","$63.80","$38.39","$58.00","$35.29","$35.29","$24.64","$27.85","$69.60","$105.00","$46.63","$47.56","$90.48","$92.80","$38.01","$39.91","$82.95","$38.01","$116.00","$38.20","$38.39"
"Johnston Memorial Hospital","HC PT SELFCARE/HOME MGMT TRAINING 15 MIN","97535","$125.00","$26.55","$125.00","$68.75","$33.91","$62.50","$38.03","$38.03","$26.55","$30.01","$75.00","$105.00","$50.25","$51.25","$97.50","$100.00","$33.57","$35.25","$89.39","$33.57","$125.00","$33.74","$33.91"
"Johnston Memorial Hospital","HC PT DEBRID OPEN WOUND 1ST 20 SQ CM OR LESS","97597","$506.00","$105.00","$404.80","$278.30","$171.00","$253.00","$153.93","$153.93","$107.47","$121.49","$303.60","$105.00","$203.41","$207.46","$394.68","$404.80","$169.31","$177.78","$361.84","$169.31","$246.00","$170.16","$171.00"
"Johnston Memorial Hospital","HC PT 6 MIN WALK (PULM STRESS TEST)","94618","$576.00","$105.65","$460.80","$316.80","$106.70","$288.00","$163.41","$163.41","$114.16","$129.02","$345.60","$362.30","$231.55","$236.16","$449.28","$460.80","$105.65","$110.93","$411.90","$105.65","$302.98","$106.18","$106.70"
"Johnston Memorial Hospital","HC PT STRAPPING UNNA BOOT","29580","$549.00","$105.00","$439.20","$301.95","$125.29","$274.50","$167.01","$167.01","$116.61","$131.81","$329.40","$105.00","$220.70","$225.09","$428.22","$439.20","$124.05","$130.25","$392.59","$124.05","$246.00","$130.24","$125.29"
"Johnston Memorial Hospital","HC PT NONSELECTIVE DEBRIDMENT WOUND","97602","$164.00","$34.83","$176.99","$90.20","$164.00","$82.00","$49.89","$49.89","$34.83","$39.38","$98.40","$105.00","$65.93","$67.24","$127.92","$131.20","$176.99","$0.00","$117.28","$176.99","$164.00","$164.00","$164.00"
"Johnston Memorial Hospital","HC PT NEG PRESS WOUND TX, < 50 CM","97605","$428.00","$90.91","$342.40","$235.40","$171.00","$214.00","$130.20","$130.20","$90.91","$102.76","$256.80","$105.00","$172.06","$175.48","$333.84","$342.40","$169.31","$177.78","$306.06","$169.31","$246.00","$170.16","$171.00"
"Johnston Memorial Hospital","HC PT NEG PRESS WOUND TX, > 50 CM","97606","$492.00","$104.50","$393.60","$270.60","$312.69","$246.00","$149.67","$149.67","$104.50","$118.13","$295.20","$105.00","$197.78","$201.72","$383.76","$393.60","$309.60","$325.08","$351.83","$309.60","$246.00","$311.15","$312.69"
"Johnston Memorial Hospital","HC PT PROSTHETIC TRAINING UE,LE,TRUNK, INITIAL 15MINS","97761","$108.00","$22.94","$108.00","$59.40","$41.49","$54.00","$32.85","$32.85","$22.94","$25.93","$64.80","$105.00","$43.42","$44.28","$84.24","$86.40","$41.08","$0.00","$77.23","$41.08","$108.00","$41.29","$41.49"
"Johnston Memorial Hospital","HC PT EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97161","$486.00","$84.28","$388.80","$267.30","$85.12","$243.00","$147.84","$147.84","$103.23","$116.69","$291.60","$105.00","$195.37","$199.26","$379.08","$388.80","$84.28","$88.49","$347.54","$84.28","$246.00","$84.70","$85.12"
"Johnston Memorial Hospital","HC PT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97162","$515.00","$84.28","$412.00","$283.25","$85.12","$257.50","$156.66","$156.66","$109.39","$123.65","$309.00","$105.00","$207.03","$211.15","$401.70","$412.00","$84.28","$88.49","$368.28","$84.28","$246.00","$84.70","$85.12"
"Johnston Memorial Hospital","HC PT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97163","$543.00","$84.28","$434.40","$298.65","$85.12","$271.50","$165.18","$165.18","$115.33","$130.37","$325.80","$105.00","$218.29","$222.63","$423.54","$434.40","$84.28","$88.49","$388.30","$84.28","$246.00","$84.70","$85.12"
"Johnston Memorial Hospital","HC PT RE-EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97164","$206.00","$43.75","$206.00","$113.30","$58.34","$103.00","$62.67","$62.67","$43.75","$49.46","$123.60","$105.00","$82.81","$84.46","$160.68","$164.80","$57.76","$60.65","$147.31","$57.76","$206.00","$58.05","$58.34"
"Johnston Memorial Hospital","HC OT PARAFFIN BATH","97018","$92.00","$5.79","$92.00","$50.60","$5.85","$46.00","$27.99","$27.99","$19.54","$22.09","$55.20","$92.00","$36.98","$37.72","$71.76","$73.60","$5.79","$6.08","$65.79","$5.79","$92.00","$5.82","$5.85"
"Johnston Memorial Hospital","HC OT WHIRLPOOL","97022","$137.00","$17.48","$137.00","$75.35","$17.65","$68.50","$41.68","$41.68","$29.10","$32.89","$82.20","$105.00","$55.07","$56.17","$106.86","$109.60","$17.48","$0.00","$97.97","$17.48","$137.00","$17.57","$17.65"
"Johnston Memorial Hospital","HC OT IONTOPHORESIS 15MIN","97033","$192.00","$20.40","$192.00","$105.60","$20.60","$96.00","$58.41","$58.41","$40.78","$46.10","$115.20","$105.00","$77.18","$78.72","$149.76","$153.60","$20.40","$21.42","$137.30","$20.40","$192.00","$20.50","$20.60"
"Johnston Memorial Hospital","HC OT ULTRASOUND 15MIN","97035","$126.00","$14.23","$126.00","$69.30","$14.37","$63.00","$38.33","$38.33","$26.76","$30.25","$75.60","$105.00","$50.65","$51.66","$98.28","$100.80","$14.23","$14.94","$90.10","$14.23","$126.00","$14.30","$14.37"
"Johnston Memorial Hospital","HC OT COGNITIVE SKILL DEVELOPMENT 15MIN","97129","$82.00","$15.50","$82.00","$45.10","$15.50","$41.00","$24.94","$24.94","$17.42","$19.69","$49.20","$82.00","$32.96","$33.62","$63.96","$65.60","$0.00","$0.00","$58.64","$0.00","$82.00","$0.00","$15.50"
"Johnston Memorial Hospital","HC OT SENSORY INTEGRATION 15MIN","97533","$83.00","$17.63","$83.00","$45.65","$50.93","$41.50","$25.25","$25.25","$17.63","$19.93","$49.80","$83.00","$33.37","$34.03","$64.74","$66.40","$50.43","$52.95","$59.35","$50.43","$83.00","$50.68","$50.93"
"Johnston Memorial Hospital","HC OT SELFCARE/HOME MGMT TRAINING 15 MIN","97535","$125.00","$26.55","$125.00","$68.75","$33.91","$62.50","$38.03","$38.03","$26.55","$30.01","$75.00","$105.00","$50.25","$51.25","$97.50","$100.00","$33.57","$35.25","$89.39","$33.57","$125.00","$33.74","$33.91"
"Johnston Memorial Hospital","HC OT THERAPEUTIC EXERCISE 15MIN","97110","$130.00","$27.61","$130.00","$71.50","$30.51","$65.00","$39.55","$39.55","$27.61","$31.21","$78.00","$105.00","$52.26","$53.30","$101.40","$104.00","$30.21","$31.72","$92.96","$30.21","$130.00","$30.36","$30.51"
"Johnston Memorial Hospital","HC OT MASSAGE 15MIN","97124","$156.00","$28.68","$156.00","$85.80","$28.97","$78.00","$47.46","$47.46","$33.13","$37.46","$93.60","$105.00","$62.71","$63.96","$121.68","$124.80","$28.68","$30.11","$111.56","$28.68","$156.00","$28.82","$28.97"
"Johnston Memorial Hospital","HC OT MANUAL THERAPY TECHNIQ 15MIN","97140","$154.00","$27.81","$154.00","$84.70","$28.09","$77.00","$46.85","$46.85","$32.71","$36.98","$92.40","$105.00","$61.91","$63.14","$120.12","$123.20","$27.81","$29.20","$110.13","$27.81","$154.00","$27.95","$28.09"
"Johnston Memorial Hospital","HC OT THERAPEUTIC ACTIVITIES 15MIN","97530","$150.00","$31.86","$150.00","$82.50","$38.97","$75.00","$45.63","$45.63","$31.86","$36.02","$90.00","$105.00","$60.30","$61.50","$117.00","$120.00","$38.58","$40.51","$107.27","$38.58","$150.00","$38.77","$38.97"
"Johnston Memorial Hospital","HC OT E STIM UNATTENDED 15 MINS","G0283","$199.00","$13.48","$199.00","$109.45","$13.61","$99.50","$60.54","$60.54","$42.27","$47.78","$119.40","$105.00","$80.00","$81.59","$155.22","$159.20","$13.48","$14.15","$142.30","$13.48","$199.00","$13.55","$13.61"
"Johnston Memorial Hospital","HC OT ORTHOTIC MNGMT/TRAIN UE,LE,TRUNK, INITIAL 15MINS","97760","$135.00","$28.67","$135.00","$74.25","$48.61","$67.50","$41.07","$41.07","$28.67","$32.41","$81.00","$105.00","$54.27","$55.35","$105.30","$108.00","$48.13","$50.54","$96.54","$48.13","$135.00","$48.37","$48.61"
"Johnston Memorial Hospital","HC OT COGNITIVE SKILL DEVELOPMENT EACH ADDL 15 MIN","97130","$82.00","$15.50","$82.00","$45.10","$15.50","$41.00","$24.94","$24.94","$17.42","$19.69","$49.20","$82.00","$32.96","$33.62","$63.96","$65.60","$0.00","$0.00","$58.64","$0.00","$82.00","$0.00","$15.50"
"Johnston Memorial Hospital","HC OT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97165","$486.00","$89.31","$388.80","$267.30","$90.20","$243.00","$147.84","$147.84","$103.23","$116.69","$291.60","$105.00","$195.37","$199.26","$379.08","$388.80","$89.31","$93.78","$347.54","$89.31","$246.00","$89.76","$90.20"
"Johnston Memorial Hospital","HC OT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97166","$515.00","$88.98","$412.00","$283.25","$89.87","$257.50","$156.66","$156.66","$109.39","$123.65","$309.00","$105.00","$207.03","$211.15","$401.70","$412.00","$88.98","$93.43","$368.28","$88.98","$246.00","$89.42","$89.87"
"Johnston Memorial Hospital","HC OT EVALUATION 60 MINS W/ PATIENT AND/OR FAMILY","97167","$543.00","$88.98","$434.40","$298.65","$89.87","$271.50","$165.18","$165.18","$115.33","$130.37","$325.80","$105.00","$218.29","$222.63","$423.54","$434.40","$88.98","$93.43","$388.30","$88.98","$246.00","$89.42","$89.87"
"Johnston Memorial Hospital","HC OT RE-EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97168","$206.00","$43.75","$206.00","$113.30","$62.06","$103.00","$62.67","$62.67","$43.75","$49.46","$123.60","$105.00","$82.81","$84.46","$160.68","$164.80","$61.45","$64.52","$147.31","$61.45","$206.00","$61.76","$62.06"
"Johnston Memorial Hospital","HC SP TREATMENT S/L/V","92507","$407.00","$78.49","$325.60","$223.85","$79.27","$203.50","$123.81","$123.81","$86.45","$97.72","$244.20","$105.00","$163.61","$166.87","$317.46","$325.60","$78.49","$82.41","$291.05","$78.49","$246.00","$78.88","$79.27"
"Johnston Memorial Hospital","HC SP SWALLOWING THERAPY","92526","$386.00","$81.99","$308.80","$212.30","$87.17","$193.00","$117.42","$117.42","$81.99","$92.68","$231.60","$105.00","$155.17","$158.26","$301.08","$308.80","$86.31","$90.63","$276.03","$86.31","$246.00","$86.74","$87.17"
"Johnston Memorial Hospital","HC SP APHASIA ASSESSMENT","96105","$252.00","$53.52","$246.00","$138.60","$102.52","$126.00","$76.66","$76.66","$53.52","$60.51","$151.20","$105.00","$101.30","$103.32","$196.56","$201.60","$101.50","$0.00","$180.21","$101.50","$246.00","$102.01","$102.52"
"Johnston Memorial Hospital","HC SP COGNITIVE PERFORMANCE TESTING","96125","$351.00","$74.55","$280.80","$193.05","$108.92","$175.50","$106.77","$106.77","$74.55","$84.28","$210.60","$105.00","$141.10","$143.91","$273.78","$280.80","$107.84","$113.23","$251.00","$107.84","$246.00","$108.38","$108.92"
"Johnston Memorial Hospital","HC EVAL SPEECH FLUENCY","92521","$510.00","$105.00","$408.00","$280.50","$112.78","$255.00","$155.14","$155.14","$108.32","$122.45","$306.00","$105.00","$205.02","$209.10","$397.80","$408.00","$111.66","$117.24","$364.70","$111.66","$246.00","$112.22","$112.78"
"Johnston Memorial Hospital","HC SPEECH SOUND PRODUCTION","92522","$319.00","$67.76","$255.20","$175.45","$92.14","$159.50","$97.04","$97.04","$67.76","$76.59","$191.40","$105.00","$128.24","$130.79","$248.82","$255.20","$91.23","$95.79","$228.12","$91.23","$246.00","$91.69","$92.14"
"Johnston Memorial Hospital","HC EVAL SPEECH SOUND LANG COMP/EXP","92523","$733.00","$105.00","$586.40","$403.15","$193.40","$366.50","$222.98","$222.98","$155.69","$175.99","$439.80","$105.00","$294.67","$300.53","$571.74","$586.40","$191.49","$201.06","$524.17","$191.49","$246.00","$192.45","$193.40"
"Johnston Memorial Hospital","HC BEHAVRL QUAL ANALYS VOICE","92524","$312.00","$66.27","$249.60","$171.60","$90.10","$156.00","$94.91","$94.91","$66.27","$74.91","$187.20","$105.00","$125.42","$127.92","$243.36","$249.60","$89.21","$93.67","$223.11","$89.21","$246.00","$89.66","$90.10"
"Johnston Memorial Hospital","HC SP SWALLOWING EVALUATION","92610","$416.00","$71.84","$332.80","$228.80","$72.59","$208.00","$126.55","$126.55","$88.36","$99.88","$249.60","$105.00","$167.23","$170.56","$324.48","$332.80","$71.87","$75.43","$297.48","$71.84","$246.00","$72.20","$72.59"
"Johnston Memorial Hospital","HC SP MOTION FLUORO EVAL SWALLOW FUNC","92611","$560.00","$88.21","$448.00","$308.00","$91.13","$280.00","$170.35","$170.35","$118.94","$134.46","$336.00","$105.00","$225.12","$229.60","$436.80","$448.00","$90.23","$92.62","$400.46","$88.21","$246.00","$88.65","$91.13"
"Johnston Memorial Hospital","HC SP FLEX ENDO EVAL SWALLOW","92612","$635.00","$67.65","$508.00","$349.25","$68.33","$317.50","$193.17","$193.17","$134.87","$152.46","$381.00","$105.00","$255.27","$260.35","$495.30","$508.00","$67.65","$0.00","$454.09","$67.65","$246.00","$67.99","$68.33"
"Johnston Memorial Hospital","HC SPIROMETRY","94010","$1,147.00","$134.06","$917.60","$630.85","$135.40","$573.50","$325.40","$325.40","$227.34","$256.93","$688.20","$721.46","$461.09","$470.27","$894.66","$917.60","$134.06","$140.76","$820.22","$134.06","$603.32","$134.73","$135.40"
"Johnston Memorial Hospital","HC SPIROMETRY PRE/POST","94060","$1,345.00","$245.25","$1,076.00","$739.75","$247.70","$672.50","$381.58","$381.58","$266.58","$301.28","$807.00","$846.01","$540.69","$551.45","$1,049.10","$1,076.00","$245.25","$257.51","$961.81","$245.25","$707.47","$246.48","$247.70"
"Johnston Memorial Hospital","HC BRONCHOSPASM PROVOCATN EVAL","94070","$1,574.00","$235.09","$1,259.20","$865.70","$249.40","$787.00","$446.54","$446.54","$311.97","$352.58","$944.40","$990.05","$632.75","$645.34","$1,227.72","$1,259.20","$235.09","$261.21","$1,125.57","$248.77","$827.92","$246.48","$251.26"
"Johnston Memorial Hospital","HC MAXIMUM VOLUNTARY VENTILATION","94200","$116.00","$16.72","$92.80","$63.80","$16.89","$58.00","$32.91","$32.91","$22.99","$25.98","$69.60","$72.96","$46.63","$47.56","$90.48","$92.80","$16.72","$17.56","$82.95","$16.72","$61.02","$16.80","$16.89"
"Johnston Memorial Hospital","HC RESPIRATORY FLOW VOL LOOP","94375","$568.00","$112.58","$454.40","$312.40","$247.70","$284.00","$161.14","$161.14","$112.58","$127.23","$340.80","$357.27","$228.34","$232.88","$443.04","$454.40","$245.25","$257.51","$406.18","$245.25","$298.77","$246.48","$247.70"
"Johnston Memorial Hospital","HC 6 MIN WALK (PULM STRESS TEST)","94618","$576.00","$105.65","$460.80","$316.80","$106.70","$288.00","$163.41","$163.41","$114.16","$129.02","$345.60","$362.30","$231.55","$236.16","$449.28","$460.80","$105.65","$110.93","$411.90","$105.65","$302.98","$106.18","$106.70"
