Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,BCBS,BCBS Medicare Advantage,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,Coventry,First Carolina Care,First Carolina Care Medicare Advantage,First Health,First Medicare Direct,Humana,Humana Gold,Humana Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Chatham Hospital","HC PT PHY PERF TEST MEAS 15MIN","97750","$186.00","$52.08","$171.12","$141.36","$55.06","$118.46","$52.08","$111.60","$140.80","$98.58","$100.44","$141.36","$167.40","$55.56","$165.54","$55.80","$163.68","$54.48","$54.48","$171.12","$54.22","$167.40","$55.29","$54.68"
"Chatham Hospital","HC PT E STIM UNATTENDED","G0283","$99.00","$27.72","$91.08","$75.24","$29.30","$63.05","$27.72","$59.40","$74.94","$52.47","$53.46","$75.24","$89.10","$29.57","$88.11","$29.70","$87.12","$29.00","$29.00","$91.08","$28.86","$89.10","$29.43","$29.11"
"Chatham Hospital","HC PT IONTOPHORESIS 15MIN","97033","$102.00","$28.56","$93.84","$66.30","$30.19","$64.96","$28.56","$61.20","$77.21","$54.06","$55.08","$66.30","$91.80","$30.47","$90.78","$30.60","$89.76","$29.88","$29.88","$93.84","$29.73","$91.80","$30.32","$29.99"
"Chatham Hospital","HC PT ULTRASOUND 15MIN","97035","$140.00","$39.20","$128.80","$91.00","$41.44","$89.17","$39.20","$84.00","$105.98","$74.20","$75.60","$91.00","$126.00","$41.82","$124.60","$42.00","$123.20","$41.01","$41.01","$128.80","$40.81","$126.00","$41.62","$41.16"
"Chatham Hospital","HC PT SELFCARE/HOME MGMT TRAINING 15 MIN","97535","$107.00","$29.96","$98.44","$69.55","$31.67","$68.15","$29.96","$64.20","$81.00","$56.71","$57.78","$69.55","$96.30","$31.96","$95.23","$32.10","$94.16","$31.34","$31.34","$98.44","$31.19","$96.30","$31.81","$31.46"
"Chatham Hospital","HC PT PARAFFIN BATH","97018","$139.00","$38.92","$127.88","$90.35","$41.14","$88.53","$38.92","$83.40","$105.22","$73.67","$75.06","$90.35","$125.10","$41.52","$123.71","$41.70","$122.32","$40.71","$40.71","$127.88","$40.52","$125.10","$41.32","$40.87"
"Chatham Hospital","HC PT PROSTHETIC TRAINING UE,LE,TRUNK, INITIAL 15MINS","97761","$137.00","$38.36","$126.04","$104.12","$40.55","$87.26","$38.36","$82.20","$103.71","$72.61","$73.98","$104.12","$123.30","$40.92","$121.93","$41.10","$120.56","$40.13","$40.13","$126.04","$39.94","$123.30","$40.72","$40.28"
"Chatham Hospital","HC PT ORTH/PROSTH MNGMT/TRAIN UE,LE,TRUNK,SUBQ 15MINS","97763","$136.00","$38.08","$125.12","$103.36","$40.26","$86.62","$38.08","$81.60","$102.95","$72.08","$73.44","$103.36","$122.40","$40.62","$121.04","$40.80","$119.68","$39.83","$39.83","$125.12","$39.64","$122.40","$40.43","$39.98"
"Chatham Hospital","HC PT EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97161","$277.00","$77.56","$254.84","$180.05","$81.99","$176.42","$77.56","$166.20","$209.69","$146.81","$149.58","$180.05","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC PT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97162","$277.00","$77.56","$254.84","$180.05","$81.99","$176.42","$77.56","$166.20","$209.69","$146.81","$149.58","$180.05","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC PT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97163","$277.00","$77.56","$254.84","$180.05","$81.99","$176.42","$77.56","$166.20","$209.69","$146.81","$149.58","$180.05","$249.30","$82.74","$246.53","$83.10","$243.76","$81.13","$81.13","$254.84","$80.75","$249.30","$82.34","$81.44"
"Chatham Hospital","HC PT RE-EVALUATION 20 MINS W/ PATIENT AND/OR FAMILY","97164","$188.00","$52.64","$172.96","$122.20","$55.65","$119.74","$52.64","$112.80","$142.32","$99.64","$101.52","$122.20","$169.20","$56.16","$167.32","$56.40","$165.44","$55.07","$55.07","$172.96","$54.80","$169.20","$55.88","$55.27"
"Chatham Hospital","HC OT COGNITIVE PERFORMANCE TESTING","96125","$276.00","$77.28","$253.92","$209.76","$81.70","$175.78","$77.28","$165.60","$208.93","$146.28","$149.04","$209.76","$248.40","$82.44","$245.64","$82.80","$242.88","$80.84","$80.84","$253.92","$80.45","$248.40","$82.04","$81.14"
"Chatham Hospital","HC OT PARAFFIN BATH","97018","$139.00","$38.92","$127.88","$90.35","$41.14","$88.53","$38.92","$83.40","$105.22","$73.67","$75.06","$90.35","$125.10","$41.52","$123.71","$41.70","$122.32","$40.71","$40.71","$127.88","$40.52","$125.10","$41.32","$40.87"
"Chatham Hospital","HC OT IONTOPHORESIS 15MIN","97033","$102.00","$28.56","$93.84","$66.30","$30.19","$64.96","$28.56","$61.20","$77.21","$54.06","$55.08","$66.30","$91.80","$30.47","$90.78","$30.60","$89.76","$29.88","$29.88","$93.84","$29.73","$91.80","$30.32","$29.99"
"Chatham Hospital","HC OT ULTRASOUND 15MIN","97035","$140.00","$39.20","$128.80","$91.00","$41.44","$89.17","$39.20","$84.00","$105.98","$74.20","$75.60","$91.00","$126.00","$41.82","$124.60","$42.00","$123.20","$41.01","$41.01","$128.80","$40.81","$126.00","$41.62","$41.16"
"Chatham Hospital","HC OT COGNITIVE SKILL DEVELOPMENT 15MIN","97129","$75.00","$21.00","$69.00","$48.75","$22.20","$47.77","$21.00","$45.00","$56.78","$39.75","$40.50","$48.75","$67.50","$22.40","$66.75","$22.50","$66.00","$21.97","$21.97","$69.00","$21.86","$67.50","$22.29","$22.05"
"Chatham Hospital","HC OT SENSORY INTEGRATION 15MIN","97533","$85.00","$23.80","$78.20","$55.25","$25.16","$54.14","$23.80","$51.00","$64.35","$45.05","$45.90","$55.25","$76.50","$25.39","$75.65","$25.50","$74.80","$24.90","$24.90","$78.20","$24.78","$76.50","$25.27","$24.99"
"Chatham Hospital","HC OT SELFCARE/HOME MGMT TRAINING 15 MIN","97535","$107.00","$29.96","$98.44","$69.55","$31.67","$68.15","$29.96","$64.20","$81.00","$56.71","$57.78","$69.55","$96.30","$31.96","$95.23","$32.10","$94.16","$31.34","$31.34","$98.44","$31.19","$96.30","$31.81","$31.46"
"Chatham Hospital","HC OT COMMUNITY/WORK REINTEGRATION TRAINING 15MIN","97537","$89.00","$24.92","$81.88","$57.85","$26.34","$56.68","$24.92","$53.40","$67.37","$47.17","$48.06","$57.85","$80.10","$26.58","$79.21","$26.70","$78.32","$26.07","$26.07","$81.88","$25.94","$80.10","$26.46","$26.17"
"Chatham Hospital","HC OT THERAPEUTIC EXERCISE 15MIN","97110","$109.00","$30.52","$100.28","$70.85","$32.26","$69.42","$30.52","$65.40","$82.51","$57.77","$58.86","$70.85","$98.10","$32.56","$97.01","$32.70","$95.92","$31.93","$31.93","$100.28","$31.77","$98.10","$32.40","$32.05"
"Chatham Hospital","HC OT NEUROMUSC RE EDUCATION 15MIN","97112","$75.00","$21.00","$69.00","$48.75","$22.20","$47.77","$21.00","$45.00","$56.78","$39.75","$40.50","$48.75","$67.50","$22.40","$66.75","$22.50","$66.00","$21.97","$21.97","$69.00","$21.86","$67.50","$22.29","$22.05"
"Chatham Hospital","HC OT MASSAGE 15MIN","97124","$73.00","$20.44","$67.16","$47.45","$21.61","$46.49","$20.44","$43.80","$55.26","$38.69","$39.42","$47.45","$65.70","$21.81","$64.97","$21.90","$64.24","$21.38","$21.38","$67.16","$21.28","$65.70","$21.70","$21.46"
"Chatham Hospital","HC OT MANUAL THERAPY TECHNIQ 15MIN","97140","$193.00","$54.04","$177.56","$125.45","$57.13","$122.92","$54.04","$115.80","$146.10","$102.29","$104.22","$125.45","$173.70","$57.65","$171.77","$57.90","$169.84","$56.53","$56.53","$177.56","$56.26","$173.70","$57.37","$56.74"
"Chatham Hospital","HC OT THERAPEUTIC ACTIVITIES 15MIN","97530","$155.00","$43.40","$142.60","$100.75","$45.88","$98.72","$43.40","$93.00","$117.34","$82.15","$83.70","$100.75","$139.50","$46.30","$137.95","$46.50","$136.40","$45.40","$45.40","$142.60","$45.18","$139.50","$46.07","$45.57"
"Chatham Hospital","HC OT WHEELCHAIR MGMNT 15MIN","97542","$157.00","$43.96","$144.44","$102.05","$46.47","$99.99","$43.96","$94.20","$118.85","$83.21","$84.78","$102.05","$141.30","$46.90","$139.73","$47.10","$138.16","$45.99","$45.99","$144.44","$45.77","$141.30","$46.67","$46.16"
"Chatham Hospital","HC OT PHY PERF TEST MEAS 15MIN","97750","$196.00","$54.88","$180.32","$148.96","$58.02","$124.83","$54.88","$117.60","$148.37","$103.88","$105.84","$148.96","$176.40","$58.55","$174.44","$58.80","$172.48","$57.41","$57.41","$180.32","$57.13","$176.40","$58.26","$57.62"
"Chatham Hospital","HC OT ASSISTIVE TECH ASSESSMNT 15MIN","97755","$131.00","$36.68","$120.52","$99.56","$0.00","$83.43","$36.68","$78.60","$99.17","$69.43","$70.74","$99.56","$117.90","$39.13","$116.59","$39.30","$115.28","$38.37","$38.37","$120.52","$38.19","$117.90","$38.94","$38.51"
"Chatham Hospital","HC OT ORTHOTIC MNGMT/TRAIN UE,LE,TRUNK, INITIAL 15MINS","97760","$139.00","$38.92","$127.88","$105.64","$41.14","$88.53","$38.92","$83.40","$105.22","$73.67","$75.06","$105.64","$125.10","$41.52","$123.71","$41.70","$122.32","$40.71","$40.71","$127.88","$40.52","$125.10","$41.32","$40.87"
"Chatham Hospital","HC OT ORTH/PROSTH MNGMT/TRAIN UE,LE,TRUNK,SUBQ 15MINS","97763","$137.00","$38.36","$126.04","$104.12","$40.55","$87.26","$38.36","$82.20","$103.71","$72.61","$73.98","$104.12","$123.30","$40.92","$121.93","$41.10","$120.56","$40.13","$40.13","$126.04","$39.94","$123.30","$40.72","$40.28"
"Chatham Hospital","HC OT COGNITIVE SKILL DEVELOPMENT EACH ADDL 15 MIN","97130","$75.00","$21.00","$69.00","$48.75","$22.20","$47.77","$21.00","$45.00","$56.78","$39.75","$40.50","$48.75","$67.50","$22.40","$66.75","$22.50","$66.00","$21.97","$21.97","$69.00","$21.86","$67.50","$22.29","$22.05"
"Chatham Hospital","HC OT EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97165","$269.00","$75.32","$247.48","$174.85","$79.62","$171.33","$75.32","$161.40","$203.63","$142.57","$145.26","$174.85","$242.10","$80.35","$239.41","$80.70","$236.72","$78.79","$78.79","$247.48","$78.41","$242.10","$79.96","$79.09"
"Chatham Hospital","HC OT EVALUATION 45 MINS W/ PATIENT AND/OR FAMILY","97166","$269.00","$75.32","$247.48","$174.85","$79.62","$171.33","$75.32","$161.40","$203.63","$142.57","$145.26","$174.85","$242.10","$80.35","$239.41","$80.70","$236.72","$78.79","$78.79","$247.48","$78.41","$242.10","$79.96","$79.09"
"Chatham Hospital","HC OT EVALUATION 60 MINS W/ PATIENT AND/OR FAMILY","97167","$269.00","$75.32","$247.48","$174.85","$79.62","$171.33","$75.32","$161.40","$203.63","$142.57","$145.26","$174.85","$242.10","$80.35","$239.41","$80.70","$236.72","$78.79","$78.79","$247.48","$78.41","$242.10","$79.96","$79.09"
"Chatham Hospital","HC OT RE-EVALUATION 30 MINS W/ PATIENT AND/OR FAMILY","97168","$179.00","$50.12","$164.68","$116.35","$52.98","$114.01","$50.12","$107.40","$135.50","$94.87","$96.66","$116.35","$161.10","$53.47","$159.31","$53.70","$157.52","$52.43","$52.43","$164.68","$52.18","$161.10","$53.21","$52.63"
"Chatham Hospital","HC SP TREATMENT S/L/V","92507","$275.00","$77.00","$253.00","$178.75","$81.40","$175.15","$77.00","$165.00","$208.18","$145.75","$148.50","$178.75","$247.50","$82.14","$244.75","$82.50","$242.00","$80.55","$80.55","$253.00","$80.16","$247.50","$81.74","$80.85"
"Chatham Hospital","HC SP TREATMENT GROUP S/L/V","92508","$162.00","$45.36","$149.04","$105.30","$0.00","$103.18","$45.36","$97.20","$122.63","$85.86","$87.48","$105.30","$145.80","$48.39","$144.18","$48.60","$142.56","$47.45","$47.45","$149.04","$47.22","$145.80","$48.15","$47.63"
"Chatham Hospital","HC SP SWALLOWING THERAPY","92526","$239.00","$66.92","$219.88","$181.64","$70.74","$152.22","$66.92","$143.40","$180.92","$126.67","$129.06","$181.64","$215.10","$71.39","$212.71","$71.70","$210.32","$70.00","$70.00","$219.88","$69.67","$215.10","$71.04","$70.27"
"Chatham Hospital","HC SP THERAPY SPEECH GENERATING DEV","92609","$275.00","$77.00","$253.00","$209.00","$0.00","$175.15","$77.00","$165.00","$208.18","$145.75","$148.50","$209.00","$247.50","$82.14","$244.75","$82.50","$242.00","$80.55","$80.55","$253.00","$80.16","$247.50","$81.74","$80.85"
"Chatham Hospital","HC SP APHASIA ASSESSMENT","96105","$301.00","$84.28","$276.92","$228.76","$89.10","$191.71","$84.28","$180.60","$227.86","$159.53","$162.54","$228.76","$270.90","$89.91","$267.89","$90.30","$264.88","$88.16","$88.16","$276.92","$87.74","$270.90","$89.47","$88.49"
"Chatham Hospital","HC SP BIOFEEDBACK TRAIN ANY MODALITY","90901","$283.00","$79.24","$260.36","$215.08","$83.77","$180.24","$79.24","$169.80","$214.23","$149.99","$152.82","$215.08","$254.70","$84.53","$251.87","$84.90","$249.04","$82.89","$82.89","$260.36","$82.49","$254.70","$84.12","$83.20"
"Chatham Hospital","HC SP COGNITIVE PERFORMANCE TESTING","96125","$301.00","$84.28","$276.92","$228.76","$89.10","$191.71","$84.28","$180.60","$227.86","$159.53","$162.54","$228.76","$270.90","$89.91","$267.89","$90.30","$264.88","$88.16","$88.16","$276.92","$87.74","$270.90","$89.47","$88.49"
"Chatham Hospital","HC EVAL SPEECH FLUENCY","92521","$301.00","$84.28","$276.92","$195.65","$89.10","$191.71","$84.28","$180.60","$227.86","$159.53","$162.54","$195.65","$270.90","$89.91","$267.89","$90.30","$264.88","$88.16","$88.16","$276.92","$87.74","$270.90","$89.47","$88.49"
"Chatham Hospital","HC SPEECH SOUND PRODUCTION","92522","$301.00","$84.28","$276.92","$195.65","$89.10","$191.71","$84.28","$180.60","$227.86","$159.53","$162.54","$195.65","$270.90","$89.91","$267.89","$90.30","$264.88","$88.16","$88.16","$276.92","$87.74","$270.90","$89.47","$88.49"
"Chatham Hospital","HC EVAL SPEECH SOUND LANG COMP/EXP","92523","$607.00","$169.96","$558.44","$394.55","$179.67","$386.60","$169.96","$364.20","$459.50","$321.71","$327.78","$394.55","$546.30","$181.31","$540.23","$182.10","$534.16","$177.79","$177.79","$558.44","$176.94","$546.30","$180.43","$178.46"
"Chatham Hospital","HC BEHAVRL QUAL ANALYS VOICE","92524","$301.00","$84.28","$276.92","$195.65","$89.10","$191.71","$84.28","$180.60","$227.86","$159.53","$162.54","$195.65","$270.90","$89.91","$267.89","$90.30","$264.88","$88.16","$88.16","$276.92","$87.74","$270.90","$89.47","$88.49"
"Chatham Hospital","HC SP EVALUATION S/L/V","92506","$607.00","$169.96","$558.44","$461.32","$179.67","$386.60","$169.96","$364.20","$459.50","$321.71","$327.78","$461.32","$546.30","$181.31","$540.23","$182.10","$534.16","$177.79","$177.79","$558.44","$176.94","$546.30","$180.43","$178.46"
"Chatham Hospital","HC SP EVAL FOR USE/FIT VOICE PROSTH","92597","$309.00","$86.52","$284.28","$234.84","$91.46","$196.80","$86.52","$185.40","$233.91","$163.77","$166.86","$234.84","$278.10","$92.30","$275.01","$92.70","$271.92","$90.51","$90.51","$284.28","$90.07","$278.10","$91.85","$90.85"
"Chatham Hospital","HC SP EVAL FOR PRESCRIP SP GEN DEV","92607","$396.00","$110.88","$364.32","$300.96","$117.22","$252.21","$110.88","$237.60","$299.77","$209.88","$213.84","$300.96","$356.40","$118.29","$352.44","$118.80","$348.48","$115.99","$115.99","$364.32","$115.43","$356.40","$117.71","$116.42"
"Chatham Hospital","HC SP EVAL FOR PRESCRIP ADD 30 MIN","92608","$85.00","$23.80","$78.20","$64.60","$0.00","$54.14","$23.80","$51.00","$64.35","$45.05","$45.90","$64.60","$76.50","$25.39","$75.65","$25.50","$74.80","$24.90","$24.90","$78.20","$24.78","$76.50","$25.27","$24.99"
"Chatham Hospital","HC SP SWALLOWING EVALUATION","92610","$283.00","$79.24","$260.36","$215.08","$83.77","$180.24","$79.24","$169.80","$214.23","$149.99","$152.82","$215.08","$254.70","$84.53","$251.87","$84.90","$249.04","$82.89","$82.89","$260.36","$82.49","$254.70","$84.12","$83.20"
"Chatham Hospital","HC SP MOTION FLUORO EVAL SWALLOW FUNC","92611","$428.00","$119.84","$393.76","$325.28","$126.69","$272.59","$119.84","$256.80","$324.00","$226.84","$231.12","$325.28","$385.20","$127.84","$380.92","$128.40","$376.64","$125.36","$125.36","$393.76","$124.76","$385.20","$127.22","$125.83"
"Chatham Hospital","HC SPIROMETRY","94010","$282.00","$78.96","$259.44","$214.32","$83.47","$218.63","$78.96","$169.20","$213.47","$149.46","$152.28","$214.32","$253.80","$84.23","$250.98","$84.60","$248.16","$82.60","$82.60","$259.44","$82.20","$253.80","$83.82","$82.91"
"Chatham Hospital","HC SPIROMETRY PRE/POST","94060","$511.00","$143.08","$470.12","$388.36","$151.26","$396.18","$143.08","$306.60","$386.83","$270.83","$275.94","$388.36","$459.90","$152.64","$454.79","$153.30","$449.68","$149.67","$149.67","$470.12","$148.96","$459.90","$151.89","$150.23"
"Chatham Hospital","HC MAXIMUM VOLUNTARY VENTILATION","94200","$145.00","$40.60","$133.40","$110.20","$42.92","$112.42","$40.60","$87.00","$109.77","$76.85","$78.30","$110.20","$130.50","$43.31","$129.05","$43.50","$127.60","$42.47","$42.47","$133.40","$42.27","$130.50","$43.10","$42.63"
"Chatham Hospital","HC RESPIRATORY FLOW VOL LOOP","94375","$536.00","$150.08","$493.12","$407.36","$158.66","$415.56","$150.08","$321.60","$405.75","$284.08","$289.44","$407.36","$482.40","$160.10","$477.04","$160.80","$471.68","$156.99","$156.99","$493.12","$156.24","$482.40","$159.33","$157.58"
"Chatham Hospital","HC LUNG VOL N2 WASHOUT","94727","$537.00","$150.36","$494.04","$408.12","$158.95","$416.34","$150.36","$322.20","$406.51","$284.61","$289.98","$408.12","$483.30","$160.40","$477.93","$161.10","$472.56","$157.29","$157.29","$494.04","$156.54","$483.30","$159.62","$157.88"
"Chatham Hospital","HC DLCO CARB MON DIFFUS CAPCTY","94729","$540.00","$151.20","$496.80","$410.40","$159.84","$418.66","$151.20","$324.00","$408.78","$286.20","$291.60","$410.40","$486.00","$161.30","$480.60","$162.00","$475.20","$158.17","$158.17","$496.80","$157.41","$486.00","$160.52","$158.76"
"Chatham Hospital","HC PULMONARY MECHANICS","94750","$337.00","$94.36","$310.04","$256.12","$99.75","$261.28","$94.36","$202.20","$255.11","$178.61","$181.98","$256.12","$303.30","$100.66","$299.93","$101.10","$296.56","$98.71","$98.71","$310.04","$98.24","$303.30","$100.17","$99.08"
"Chatham Hospital","HC PULSE OXIMETRY SINGLE","94760","$72.00","$20.16","$66.24","$54.72","$21.31","$55.82","$20.16","$43.20","$54.50","$38.16","$38.88","$54.72","$64.80","$21.51","$64.08","$21.60","$63.36","$21.09","$21.09","$66.24","$20.99","$64.80","$21.40","$21.17"
"Chatham Hospital","HC PULSE OXIMETRY MULT DETERMINAT","94761","$196.00","$54.88","$180.32","$148.96","$58.02","$151.96","$54.88","$117.60","$148.37","$103.88","$105.84","$148.96","$176.40","$58.55","$174.44","$58.80","$172.48","$57.41","$57.41","$180.32","$57.13","$176.40","$58.26","$57.62"
"Chatham Hospital","HC PULSE OX CONTINOUS (OVERNIGHT)","94762","$487.00","$136.36","$448.04","$370.12","$144.15","$377.57","$136.36","$292.20","$368.66","$258.11","$262.98","$370.12","$438.30","$145.47","$433.43","$146.10","$428.56","$142.64","$142.64","$448.04","$141.96","$438.30","$144.76","$143.18"
"Chatham Hospital","HC MONITOR CAPNOGRAPHY","94770","$126.00","$35.28","$115.92","$95.76","$37.30","$97.69","$35.28","$75.60","$95.38","$66.78","$68.04","$95.76","$113.40","$37.64","$112.14","$37.80","$110.88","$36.91","$36.91","$115.92","$36.73","$113.40","$37.45","$37.04"
"Chatham Hospital","HC TRANSCUTANEOUS MONITORING","94799","$64.00","$17.92","$58.88","$48.64","$18.94","$49.62","$17.92","$38.40","$48.45","$33.92","$34.56","$48.64","$57.60","$19.12","$56.96","$19.20","$56.32","$18.75","$18.75","$58.88","$18.66","$57.60","$19.02","$18.82"
"Chatham Hospital","HC EVOKED RESPONSE AUDIOMETRY","92585","$1,286.00","$360.08","$1,183.12","$977.36","$380.66","$997.04","$360.08","$771.60","$973.50","$681.58","$694.44","$977.36","$1,157.40","$384.13","$1,144.54","$385.80","$1,131.68","$376.67","$376.67","$1,183.12","$374.87","$1,157.40","$382.26","$378.08"
"Chatham Hospital","HC TRANSFUSION BLD/BLD COMPONENTS","36430","$648.00","$181.44","$596.16","$492.48","$191.81","$502.39","$181.44","$388.80","$490.54","$343.44","$349.92","$492.48","$583.20","$193.56","$576.72","$194.40","$570.24","$189.80","$189.80","$596.16","$188.89","$583.20","$192.62","$190.51"
"Chatham Hospital","HC RECOVERY ROOM UP TO 1 HOUR","","$385.00","$107.80","$354.20","$292.60","$0.00","$298.49","$107.80","$231.00","$291.45","$204.05","$207.90","$292.60","$346.50","$115.00","$342.65","$115.50","$338.80","$112.77","$112.77","$354.20","$112.23","$346.50","$114.44","$113.19"
"Chatham Hospital","HC RECOVERY RM >1-2 HOURS","","$535.00","$149.80","$492.20","$406.60","$0.00","$414.79","$149.80","$321.00","$405.00","$283.55","$288.90","$406.60","$481.50","$159.80","$476.15","$160.50","$470.80","$156.70","$156.70","$492.20","$155.95","$481.50","$159.03","$157.29"
"Chatham Hospital","HC RECOVERY RM >2-3 HOURS","","$685.00","$191.80","$630.20","$520.60","$0.00","$531.08","$191.80","$411.00","$518.55","$363.05","$369.90","$520.60","$616.50","$204.61","$609.65","$205.50","$602.80","$200.64","$200.64","$630.20","$199.68","$616.50","$203.62","$201.39"
"Chatham Hospital","HC RECOVERY RM >3-4 HOURS","","$833.00","$233.24","$766.36","$633.08","$0.00","$645.82","$233.24","$499.80","$630.58","$441.49","$449.82","$633.08","$749.70","$248.82","$741.37","$249.90","$733.04","$243.99","$243.99","$766.36","$242.82","$749.70","$247.61","$244.90"
