Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Americas First Choice Medicare Advantage,BCBS,BCBS Medicare Advantage,BCBS UNC Health Alliance,Blue Home,Cash Discount,Cigna,Cigna Behavioral Health,Cigna Connect Network,Cigna SureFit,Crescent,First Carolina Care,First Medicare Direct,Galaxy,Health Payors,HealthScope,HealthSmart,Horizons Behavioral,Humana,Humana Alignment,Humana Medicare Advantage,Liberty Medicare Advantage,LifeTrac Medicare Advantage,MedCost,MedCost Ultra,Optum Health Behavioral,Pace,Piedmont,PPO Next,Provider Select,Southeastern Health Network,TriCare,United Healthcare,United Healthcare Medicare Advantage
"UNC Hospital","HC HM II SYSTEM CONTROLLER","Q0481","$12,194.00","$4,353.26","$12,194.00","$6,828.64","$12,194.00","$0.00","$8,279.73","$0.00","$4,604.45","$6,433.55","$7,316.40","$7,987.07","$12,194.00","$5,328.78","$5,450.72","$9,389.38","$9,145.50","$0.00","$11,584.30","$10,364.90","$9,755.20","$9,755.20","$0.00","$7,560.28","$0.00","$0.00","$0.00","$0.00","$8,730.90","$8,206.56","$9,755.20","$0.00","$9,755.20","$10,974.60","$10,364.90","$10,364.90","$0.00","$4,353.26","$0.00"
"UNC Hospital","HC POWER MODULE PM","Q0488","$18,623.00","$6,648.41","$18,623.00","$10,428.88","$0.00","$0.00","$12,645.02","$0.00","$7,032.04","$9,825.49","$11,173.80","$12,198.07","$18,623.00","$8,138.25","$8,324.48","$14,339.71","$13,967.25","$0.00","$17,691.85","$15,829.55","$14,898.40","$14,898.40","$0.00","$11,546.26","$0.00","$0.00","$0.00","$0.00","$13,334.07","$12,533.28","$14,898.40","$0.00","$14,898.40","$16,760.70","$15,829.55","$15,829.55","$0.00","$6,648.41","$0.00"
"UNC Hospital","HC HM BATTERY CHARGER","Q0495","$16,761.00","$4,299.90","$16,761.00","$9,386.16","$4,299.90","$0.00","$11,380.72","$0.00","$6,328.95","$8,843.10","$10,056.60","$10,978.46","$16,761.00","$7,324.56","$7,492.17","$12,905.97","$12,570.75","$0.00","$15,922.95","$14,246.85","$13,408.80","$13,408.80","$0.00","$10,391.82","$0.00","$0.00","$0.00","$0.00","$12,000.88","$11,280.15","$13,408.80","$0.00","$13,408.80","$15,084.90","$14,246.85","$14,246.85","$0.00","$5,983.68","$0.00"
"UNC Hospital","HC HM 14V LI ION BATTERY EA.","Q0506","$2,520.00","$879.24","$2,520.00","$0.00","$879.24","$0.00","$1,711.08","$0.00","$951.55","$1,329.55","$1,512.00","$1,650.60","$2,520.00","$1,101.24","$1,126.44","$1,940.40","$1,890.00","$0.00","$2,394.00","$2,142.00","$2,016.00","$2,016.00","$0.00","$1,562.40","$0.00","$0.00","$0.00","$0.00","$1,804.32","$1,695.96","$2,016.00","$0.00","$2,016.00","$2,268.00","$2,142.00","$2,142.00","$0.00","$1,693.44","$0.00"
"UNC Hospital","HC HM BATTERY CLIPS (SET OF 2)","Q0497","$4,434.00","$481.89","$4,434.00","$2,483.04","$481.89","$0.00","$3,010.69","$0.00","$1,674.28","$2,339.38","$2,660.40","$2,904.27","$4,434.00","$1,937.66","$1,982.00","$3,414.18","$3,325.50","$0.00","$4,212.30","$3,768.90","$3,547.20","$3,547.20","$0.00","$2,749.08","$0.00","$0.00","$0.00","$0.00","$3,174.74","$2,984.08","$3,547.20","$0.00","$3,547.20","$3,990.60","$3,768.90","$3,768.90","$0.00","$2,979.65","$0.00"
"UNC Hospital","HC HM HOLSTER VEST SM/MED/LG","Q0499","$1,817.00","$686.10","$1,817.00","$0.00","$0.00","$0.00","$1,233.74","$0.00","$686.10","$958.65","$1,090.20","$1,190.14","$1,817.00","$794.03","$812.20","$1,399.09","$1,362.75","$0.00","$1,726.15","$1,544.45","$1,453.60","$1,453.60","$0.00","$1,126.54","$0.00","$0.00","$0.00","$0.00","$1,300.97","$1,222.84","$1,453.60","$0.00","$1,453.60","$1,635.30","$1,544.45","$1,544.45","$0.00","$1,221.02","$0.00"
"UNC Hospital","HC HM PATIENT CABLE (14 VOLT)","Q0508","$5,040.00","$1,903.10","$5,040.00","$2,822.40","$0.00","$0.00","$3,422.16","$0.00","$1,903.10","$2,659.10","$3,024.00","$3,301.20","$5,040.00","$2,202.48","$2,252.88","$3,880.80","$3,780.00","$0.00","$4,788.00","$4,284.00","$4,032.00","$4,032.00","$0.00","$3,124.80","$0.00","$0.00","$0.00","$0.00","$3,608.64","$3,391.92","$4,032.00","$0.00","$4,032.00","$4,536.00","$4,284.00","$4,284.00","$0.00","$3,386.88","$0.00"
"UNC Hospital","HC HM DISPLAY MONITOR (HOSP ONLY)","Q0486","$1,380.00","$521.09","$1,380.00","$0.00","$0.00","$0.00","$937.02","$0.00","$521.09","$728.09","$828.00","$903.90","$1,380.00","$603.06","$616.86","$1,062.60","$1,035.00","$0.00","$1,311.00","$1,173.00","$1,104.00","$1,104.00","$0.00","$855.60","$0.00","$0.00","$0.00","$0.00","$988.08","$928.74","$1,104.00","$0.00","$1,104.00","$1,242.00","$1,173.00","$1,173.00","$0.00","$927.36","$0.00"
"UNC Hospital","HC HM PM CAR ADAPTER","Q0508","$1,035.00","$390.82","$1,035.00","$0.00","$0.00","$0.00","$702.77","$0.00","$390.82","$546.07","$621.00","$677.93","$1,035.00","$452.30","$462.65","$796.95","$776.25","$0.00","$983.25","$879.75","$828.00","$828.00","$0.00","$641.70","$0.00","$0.00","$0.00","$0.00","$741.06","$696.56","$828.00","$0.00","$828.00","$931.50","$879.75","$879.75","$0.00","$695.52","$0.00"
"UNC Hospital","HC HMII POCKET CONTROLLER","Q0481","$12,804.00","$4,571.03","$12,804.00","$7,170.24","$12,804.00","$0.00","$8,693.92","$0.00","$4,834.79","$6,755.39","$7,682.40","$8,386.62","$12,804.00","$5,595.35","$5,723.39","$9,859.08","$9,603.00","$0.00","$12,163.80","$10,883.40","$10,243.20","$10,243.20","$0.00","$7,938.48","$0.00","$0.00","$0.00","$0.00","$9,167.66","$8,617.09","$10,243.20","$0.00","$10,243.20","$11,523.60","$10,883.40","$10,883.40","$0.00","$4,571.03","$0.00"
"UNC Hospital","HC HEARTWARE CONTROLLER","Q0481","$16,646.00","$5,942.62","$16,646.00","$9,321.76","$14,958.09","$0.00","$11,302.63","$0.00","$6,285.53","$8,782.43","$9,987.60","$10,903.13","$16,646.00","$7,274.30","$7,440.76","$12,817.42","$12,484.50","$0.00","$15,813.70","$14,149.10","$13,316.80","$13,316.80","$0.00","$10,320.52","$0.00","$0.00","$0.00","$0.00","$11,918.54","$11,202.76","$13,316.80","$0.00","$13,316.80","$14,981.40","$14,149.10","$14,149.10","$0.00","$5,942.62","$0.00"
"UNC Hospital","HC HM WEARABLE ACCESSORIES KIT","Q0508","$782.00","$295.28","$782.00","$0.00","$0.00","$0.00","$530.98","$0.00","$295.28","$412.58","$469.20","$512.21","$782.00","$341.73","$349.55","$602.14","$586.50","$0.00","$742.90","$664.70","$625.60","$625.60","$0.00","$484.84","$0.00","$0.00","$0.00","$0.00","$559.91","$526.29","$625.60","$0.00","$625.60","$703.80","$664.70","$664.70","$0.00","$525.50","$0.00"
"UNC Hospital","HC HM BATTERY HOLSTER","Q0498","$908.00","$342.86","$908.00","$0.00","$528.74","$0.00","$616.53","$0.00","$342.86","$479.06","$544.80","$594.74","$908.00","$396.80","$405.88","$699.16","$681.00","$0.00","$862.60","$771.80","$726.40","$726.40","$0.00","$562.96","$0.00","$0.00","$0.00","$0.00","$650.13","$611.08","$726.40","$0.00","$726.40","$817.20","$771.80","$771.80","$0.00","$610.18","$0.00"
"UNC Hospital","HC HW WAIST PACK","Q0499","$1,954.00","$737.83","$1,954.00","$0.00","$0.00","$0.00","$1,326.77","$0.00","$737.83","$1,030.93","$1,172.40","$1,279.87","$1,954.00","$853.90","$873.44","$1,504.58","$1,465.50","$0.00","$1,856.30","$1,660.90","$1,563.20","$1,563.20","$0.00","$1,211.48","$0.00","$0.00","$0.00","$0.00","$1,399.06","$1,315.04","$1,563.20","$0.00","$1,563.20","$1,758.60","$1,660.90","$1,660.90","$0.00","$1,313.09","$0.00"
"UNC Hospital","HC HW SHOULDER BAG","Q0498","$2,070.00","$528.74","$2,070.00","$0.00","$528.74","$0.00","$1,405.53","$0.00","$781.63","$1,092.13","$1,242.00","$1,355.85","$2,070.00","$904.59","$925.29","$1,593.90","$1,552.50","$0.00","$1,966.50","$1,759.50","$1,656.00","$1,656.00","$0.00","$1,283.40","$0.00","$0.00","$0.00","$0.00","$1,482.12","$1,393.11","$1,656.00","$0.00","$1,656.00","$1,863.00","$1,759.50","$1,759.50","$0.00","$1,391.04","$0.00"
"UNC Hospital","HC SORIN DIALATOR KIT","Q0508","$801.00","$302.46","$801.00","$0.00","$0.00","$0.00","$543.88","$0.00","$302.46","$422.61","$480.60","$524.66","$801.00","$350.04","$358.05","$616.77","$600.75","$0.00","$760.95","$680.85","$640.80","$640.80","$0.00","$496.62","$0.00","$0.00","$0.00","$0.00","$573.52","$539.07","$640.80","$0.00","$640.80","$720.90","$680.85","$680.85","$0.00","$538.27","$0.00"
"UNC Hospital","HC HM 11V LI ION BACKUP BATTERY","Q0506","$2,299.00","$868.10","$2,299.00","$0.00","$879.24","$0.00","$1,561.02","$0.00","$868.10","$1,212.95","$1,379.40","$1,505.85","$2,299.00","$1,004.66","$1,027.65","$1,770.23","$1,724.25","$0.00","$2,184.05","$1,954.15","$1,839.20","$1,839.20","$0.00","$1,425.38","$0.00","$0.00","$0.00","$0.00","$1,646.08","$1,547.23","$1,839.20","$0.00","$1,839.20","$2,069.10","$1,954.15","$1,954.15","$0.00","$1,544.93","$0.00"
"UNC Hospital","HC HM 3 CONTROLLER","Q0481","$12,194.00","$4,353.26","$12,194.00","$6,828.64","$12,194.00","$0.00","$8,279.73","$0.00","$4,604.45","$6,433.55","$7,316.40","$7,987.07","$12,194.00","$5,328.78","$5,450.72","$9,389.38","$9,145.50","$0.00","$11,584.30","$10,364.90","$9,755.20","$9,755.20","$0.00","$7,560.28","$0.00","$0.00","$0.00","$0.00","$8,730.90","$8,206.56","$9,755.20","$0.00","$9,755.20","$10,974.60","$10,364.90","$10,364.90","$0.00","$4,353.26","$0.00"
"UNC Hospital","HC HM 3 MODULAR DRIVELINE","","$13,652.00","$5,155.00","$13,652.00","$9,419.88","$0.00","$0.00","$9,269.71","$0.00","$5,155.00","$7,202.80","$8,191.20","$8,942.06","$13,652.00","$5,965.92","$6,102.44","$10,512.04","$10,239.00","$0.00","$12,969.40","$11,604.20","$10,921.60","$10,921.60","$0.00","$8,464.24","$0.00","$0.00","$0.00","$0.00","$9,774.83","$9,187.80","$10,921.60","$0.00","$10,921.60","$12,286.80","$11,604.20","$11,604.20","$0.00","$9,174.14","$0.00"
"UNC Hospital","HC HM MOBILE POWER UNIT","Q0488","$17,737.00","$6,332.11","$17,737.00","$9,932.72","$0.00","$0.00","$12,043.42","$0.00","$6,697.49","$9,358.04","$10,642.20","$11,617.74","$17,737.00","$7,751.07","$7,928.44","$13,657.49","$13,302.75","$0.00","$16,850.15","$15,076.45","$14,189.60","$14,189.60","$0.00","$10,996.94","$0.00","$0.00","$0.00","$0.00","$12,699.69","$11,937.00","$14,189.60","$0.00","$14,189.60","$15,963.30","$15,076.45","$15,076.45","$0.00","$6,332.11","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR BLOOD PUMP","","$59,709.00","$21,316.11","$59,709.00","$33,437.04","$0.00","$0.00","$40,542.41","$0.00","$22,546.12","$31,502.47","$35,825.40","$39,109.40","$59,709.00","$26,092.83","$26,689.92","$45,975.93","$44,781.75","$0.00","$56,723.55","$50,752.65","$47,767.20","$47,767.20","$0.00","$37,019.58","$0.00","$0.00","$0.00","$0.00","$42,751.64","$40,184.16","$47,767.20","$0.00","$47,767.20","$53,738.10","$50,752.65","$50,752.65","$0.00","$21,316.11","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR APEX CANNULA","","$12,669.00","$4,783.81","$12,669.00","$8,741.61","$0.00","$0.00","$8,602.25","$0.00","$4,783.81","$6,684.16","$7,601.40","$8,298.20","$12,669.00","$5,536.35","$5,663.04","$9,755.13","$9,501.75","$0.00","$12,035.55","$10,768.65","$10,135.20","$10,135.20","$0.00","$7,854.78","$0.00","$0.00","$0.00","$0.00","$9,071.00","$8,526.24","$10,135.20","$0.00","$10,135.20","$11,402.10","$10,768.65","$10,768.65","$0.00","$8,513.57","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR ATRIAL CANNULA","","$9,888.00","$3,733.71","$9,888.00","$6,822.72","$0.00","$0.00","$6,713.95","$0.00","$3,733.71","$5,216.91","$5,932.80","$6,476.64","$9,888.00","$4,321.06","$4,419.94","$7,613.76","$7,416.00","$0.00","$9,393.60","$8,404.80","$7,910.40","$7,910.40","$0.00","$6,130.56","$0.00","$0.00","$0.00","$0.00","$7,079.81","$6,654.62","$7,910.40","$0.00","$7,910.40","$8,899.20","$8,404.80","$8,404.80","$0.00","$6,644.74","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR ATERIAL CANNULA","","$9,888.00","$3,733.71","$9,888.00","$6,822.72","$0.00","$0.00","$6,713.95","$0.00","$3,733.71","$5,216.91","$5,932.80","$6,476.64","$9,888.00","$4,321.06","$4,419.94","$7,613.76","$7,416.00","$0.00","$9,393.60","$8,404.80","$7,910.40","$7,910.40","$0.00","$6,130.56","$0.00","$0.00","$0.00","$0.00","$7,079.81","$6,654.62","$7,910.40","$0.00","$7,910.40","$8,899.20","$8,404.80","$8,404.80","$0.00","$6,644.74","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR ACCESSORY KIT","","$7,416.00","$2,800.28","$7,416.00","$5,117.04","$0.00","$0.00","$5,035.46","$0.00","$2,800.28","$3,912.68","$4,449.60","$4,857.48","$7,416.00","$3,240.79","$3,314.95","$5,710.32","$5,562.00","$0.00","$7,045.20","$6,303.60","$5,932.80","$5,932.80","$0.00","$4,597.92","$0.00","$0.00","$0.00","$0.00","$5,309.86","$4,990.97","$5,932.80","$0.00","$5,932.80","$6,674.40","$6,303.60","$6,303.60","$0.00","$4,983.55","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR DRIVELINE","","$1,545.00","$583.39","$1,545.00","$1,066.05","$0.00","$0.00","$1,049.06","$0.00","$583.39","$815.14","$927.00","$1,011.98","$1,545.00","$675.17","$690.62","$1,189.65","$1,158.75","$0.00","$1,467.75","$1,313.25","$1,236.00","$1,236.00","$0.00","$957.90","$0.00","$0.00","$0.00","$0.00","$1,106.22","$1,039.79","$1,236.00","$0.00","$1,236.00","$1,390.50","$1,313.25","$1,313.25","$0.00","$1,038.24","$0.00"
"UNC Hospital","HC BERLIN HEART EXCOR CONNECTOR SET","","$2,781.00","$1,050.11","$2,781.00","$1,918.89","$0.00","$0.00","$1,888.30","$0.00","$1,050.11","$1,467.26","$1,668.60","$1,821.56","$2,781.00","$1,215.30","$1,243.11","$2,141.37","$2,085.75","$0.00","$2,641.95","$2,363.85","$2,224.80","$2,224.80","$0.00","$1,724.22","$0.00","$0.00","$0.00","$0.00","$1,991.20","$1,871.61","$2,224.80","$0.00","$2,224.80","$2,502.90","$2,363.85","$2,363.85","$0.00","$1,868.83","$0.00"
"UNC Hospital","HC ABDOMINAL BINDER","","$65.00","$24.54","$65.00","$44.85","$0.00","$0.00","$44.14","$0.00","$24.54","$34.29","$39.00","$42.58","$65.00","$28.41","$29.06","$50.05","$48.75","$0.00","$61.75","$55.25","$52.00","$52.00","$0.00","$40.30","$0.00","$0.00","$0.00","$0.00","$46.54","$43.75","$52.00","$0.00","$52.00","$58.50","$55.25","$55.25","$0.00","$43.68","$0.00"
"UNC Hospital","HC IP ARCTIC GEL PAD","","$3,632.00","$1,371.44","$3,632.00","$2,506.08","$0.00","$0.00","$2,466.13","$0.00","$1,371.44","$1,916.24","$2,179.20","$2,378.96","$3,632.00","$1,587.18","$1,623.50","$2,796.64","$2,724.00","$0.00","$3,450.40","$3,087.20","$2,905.60","$2,905.60","$0.00","$2,251.84","$0.00","$0.00","$0.00","$0.00","$2,600.51","$2,444.34","$2,905.60","$0.00","$2,905.60","$3,268.80","$3,087.20","$3,087.20","$0.00","$2,440.70","$0.00"
"UNC Hospital","HC A - SPLINT MATERIALS","","$6.00","$2.27","$6.00","$4.14","$0.00","$0.00","$4.07","$0.00","$2.27","$3.17","$3.60","$3.93","$6.00","$2.62","$2.68","$4.62","$4.50","$0.00","$5.70","$5.10","$4.80","$4.80","$0.00","$3.72","$0.00","$0.00","$0.00","$0.00","$4.30","$4.04","$4.80","$0.00","$4.80","$5.40","$5.10","$5.10","$0.00","$4.03","$0.00"
"UNC Hospital","HC B - SPLINT MATERIALS","","$9.00","$3.40","$9.00","$6.21","$0.00","$0.00","$6.11","$0.00","$3.40","$4.75","$5.40","$5.90","$9.00","$3.93","$4.02","$6.93","$6.75","$0.00","$8.55","$7.65","$7.20","$7.20","$0.00","$5.58","$0.00","$0.00","$0.00","$0.00","$6.44","$6.06","$7.20","$0.00","$7.20","$8.10","$7.65","$7.65","$0.00","$6.05","$0.00"
"UNC Hospital","HC C - SPLINT MATERIALS","","$21.00","$7.93","$21.00","$14.49","$0.00","$0.00","$14.26","$0.00","$7.93","$11.08","$12.60","$13.76","$21.00","$9.18","$9.39","$16.17","$15.75","$0.00","$19.95","$17.85","$16.80","$16.80","$0.00","$13.02","$0.00","$0.00","$0.00","$0.00","$15.04","$14.13","$16.80","$0.00","$16.80","$18.90","$17.85","$17.85","$0.00","$14.11","$0.00"
"UNC Hospital","HC D - SPLINT MATERIALS","","$26.00","$9.82","$26.00","$17.94","$0.00","$0.00","$17.65","$0.00","$9.82","$13.72","$15.60","$17.03","$26.00","$11.36","$11.62","$20.02","$19.50","$0.00","$24.70","$22.10","$20.80","$20.80","$0.00","$16.12","$0.00","$0.00","$0.00","$0.00","$18.62","$17.50","$20.80","$0.00","$20.80","$23.40","$22.10","$22.10","$0.00","$17.47","$0.00"
"UNC Hospital","HC E - SPLINT MATERIALS","","$31.00","$11.71","$31.00","$21.39","$0.00","$0.00","$21.05","$0.00","$11.71","$16.36","$18.60","$20.31","$31.00","$13.55","$13.86","$23.87","$23.25","$0.00","$29.45","$26.35","$24.80","$24.80","$0.00","$19.22","$0.00","$0.00","$0.00","$0.00","$22.20","$20.86","$24.80","$0.00","$24.80","$27.90","$26.35","$26.35","$0.00","$20.83","$0.00"
"UNC Hospital","HC F - SPLINT MATERIALS","","$45.00","$16.99","$45.00","$31.05","$0.00","$0.00","$30.56","$0.00","$16.99","$23.74","$27.00","$29.48","$45.00","$19.67","$20.12","$34.65","$33.75","$0.00","$42.75","$38.25","$36.00","$36.00","$0.00","$27.90","$0.00","$0.00","$0.00","$0.00","$32.22","$30.29","$36.00","$0.00","$36.00","$40.50","$38.25","$38.25","$0.00","$30.24","$0.00"
"UNC Hospital","HC G - SPLINT MATERIALS","","$51.00","$19.26","$51.00","$35.19","$0.00","$0.00","$34.63","$0.00","$19.26","$26.91","$30.60","$33.41","$51.00","$22.29","$22.80","$39.27","$38.25","$0.00","$48.45","$43.35","$40.80","$40.80","$0.00","$31.62","$0.00","$0.00","$0.00","$0.00","$36.52","$34.32","$40.80","$0.00","$40.80","$45.90","$43.35","$43.35","$0.00","$34.27","$0.00"
"UNC Hospital","HC H - SPLINT MATERIALS","","$57.00","$21.52","$57.00","$39.33","$0.00","$0.00","$38.70","$0.00","$21.52","$30.07","$34.20","$37.34","$57.00","$24.91","$25.48","$43.89","$42.75","$0.00","$54.15","$48.45","$45.60","$45.60","$0.00","$35.34","$0.00","$0.00","$0.00","$0.00","$40.81","$38.36","$45.60","$0.00","$45.60","$51.30","$48.45","$48.45","$0.00","$38.30","$0.00"
"UNC Hospital","HC I - SPLINT MATERIALS","","$68.00","$25.68","$68.00","$46.92","$0.00","$0.00","$46.17","$0.00","$25.68","$35.88","$40.80","$44.54","$68.00","$29.72","$30.40","$52.36","$51.00","$0.00","$64.60","$57.80","$54.40","$54.40","$0.00","$42.16","$0.00","$0.00","$0.00","$0.00","$48.69","$45.76","$54.40","$0.00","$54.40","$61.20","$57.80","$57.80","$0.00","$45.70","$0.00"
"UNC Hospital","HC J - SPLINT MATERIALS","","$76.00","$28.70","$76.00","$52.44","$0.00","$0.00","$51.60","$0.00","$28.70","$40.10","$45.60","$49.78","$76.00","$33.21","$33.97","$58.52","$57.00","$0.00","$72.20","$64.60","$60.80","$60.80","$0.00","$47.12","$0.00","$0.00","$0.00","$0.00","$54.42","$51.15","$60.80","$0.00","$60.80","$68.40","$64.60","$64.60","$0.00","$51.07","$0.00"
"UNC Hospital","HC K - SPLINT MATERIALS","","$84.00","$31.72","$84.00","$57.96","$0.00","$0.00","$57.04","$0.00","$31.72","$44.32","$50.40","$55.02","$84.00","$36.71","$37.55","$64.68","$63.00","$0.00","$79.80","$71.40","$67.20","$67.20","$0.00","$52.08","$0.00","$0.00","$0.00","$0.00","$60.14","$56.53","$67.20","$0.00","$67.20","$75.60","$71.40","$71.40","$0.00","$56.45","$0.00"
"UNC Hospital","HC L - SPLINT MATERIALS","","$101.00","$38.14","$101.00","$69.69","$0.00","$0.00","$68.58","$0.00","$38.14","$53.29","$60.60","$66.16","$101.00","$44.14","$45.15","$77.77","$75.75","$0.00","$95.95","$85.85","$80.80","$80.80","$0.00","$62.62","$0.00","$0.00","$0.00","$0.00","$72.32","$67.97","$80.80","$0.00","$80.80","$90.90","$85.85","$85.85","$0.00","$67.87","$0.00"
"UNC Hospital","HC M - SPLINT MATERIALS","","$118.00","$44.56","$118.00","$81.42","$0.00","$0.00","$80.12","$0.00","$44.56","$62.26","$70.80","$77.29","$118.00","$51.57","$52.75","$90.86","$88.50","$0.00","$112.10","$100.30","$94.40","$94.40","$0.00","$73.16","$0.00","$0.00","$0.00","$0.00","$84.49","$79.41","$94.40","$0.00","$94.40","$106.20","$100.30","$100.30","$0.00","$79.30","$0.00"
"UNC Hospital","HC N - SPLINT MATERIALS","","$135.00","$50.98","$135.00","$93.15","$0.00","$0.00","$91.67","$0.00","$50.98","$71.23","$81.00","$88.43","$135.00","$59.00","$60.35","$103.95","$101.25","$0.00","$128.25","$114.75","$108.00","$108.00","$0.00","$83.70","$0.00","$0.00","$0.00","$0.00","$96.66","$90.86","$108.00","$0.00","$108.00","$121.50","$114.75","$114.75","$0.00","$90.72","$0.00"
"UNC Hospital","HC O - SPLINT MATERIALS","","$170.00","$64.19","$170.00","$117.30","$0.00","$0.00","$115.43","$0.00","$64.19","$89.69","$102.00","$111.35","$170.00","$74.29","$75.99","$130.90","$127.50","$0.00","$161.50","$144.50","$136.00","$136.00","$0.00","$105.40","$0.00","$0.00","$0.00","$0.00","$121.72","$114.41","$136.00","$0.00","$136.00","$153.00","$144.50","$144.50","$0.00","$114.24","$0.00"
"UNC Hospital","HC P - SPLINT MATERIALS","","$192.00","$72.50","$192.00","$132.48","$0.00","$0.00","$130.37","$0.00","$72.50","$101.30","$115.20","$125.76","$192.00","$83.90","$85.82","$147.84","$144.00","$0.00","$182.40","$163.20","$153.60","$153.60","$0.00","$119.04","$0.00","$0.00","$0.00","$0.00","$137.47","$129.22","$153.60","$0.00","$153.60","$172.80","$163.20","$163.20","$0.00","$129.02","$0.00"
"UNC Hospital","HC 02 PL ELECTRODE","","$2,521.00","$951.93","$2,521.00","$1,739.49","$0.00","$0.00","$1,711.76","$0.00","$951.93","$1,330.08","$1,512.60","$1,651.26","$2,521.00","$1,101.68","$1,126.89","$1,941.17","$1,890.75","$0.00","$2,394.95","$2,142.85","$2,016.80","$2,016.80","$0.00","$1,563.02","$0.00","$0.00","$0.00","$0.00","$1,805.04","$1,696.63","$2,016.80","$0.00","$2,016.80","$2,268.90","$2,142.85","$2,142.85","$0.00","$1,694.11","$0.00"
"UNC Hospital","HC 02 SS ELECTRODE","","$1,961.00","$740.47","$1,961.00","$1,353.09","$0.00","$0.00","$1,331.52","$0.00","$740.47","$1,034.62","$1,176.60","$1,284.46","$1,961.00","$856.96","$876.57","$1,509.97","$1,470.75","$0.00","$1,862.95","$1,666.85","$1,568.80","$1,568.80","$0.00","$1,215.82","$0.00","$0.00","$0.00","$0.00","$1,404.08","$1,319.75","$1,568.80","$0.00","$1,568.80","$1,764.90","$1,666.85","$1,666.85","$0.00","$1,317.79","$0.00"
"UNC Hospital","HC 04 PL ELECTRODE","","$3,249.00","$1,226.82","$3,249.00","$2,241.81","$0.00","$0.00","$2,206.07","$0.00","$1,226.82","$1,714.17","$1,949.40","$2,128.10","$3,249.00","$1,419.81","$1,452.30","$2,501.73","$2,436.75","$0.00","$3,086.55","$2,761.65","$2,599.20","$2,599.20","$0.00","$2,014.38","$0.00","$0.00","$0.00","$0.00","$2,326.28","$2,186.58","$2,599.20","$0.00","$2,599.20","$2,924.10","$2,761.65","$2,761.65","$0.00","$2,183.33","$0.00"
"UNC Hospital","HC 04 SS ELECTRODE","","$2,177.00","$822.04","$2,177.00","$1,502.13","$0.00","$0.00","$1,478.18","$0.00","$822.04","$1,148.59","$1,306.20","$1,425.94","$2,177.00","$951.35","$973.12","$1,676.29","$1,632.75","$0.00","$2,068.15","$1,850.45","$1,741.60","$1,741.60","$0.00","$1,349.74","$0.00","$0.00","$0.00","$0.00","$1,558.73","$1,465.12","$1,741.60","$0.00","$1,741.60","$1,959.30","$1,850.45","$1,850.45","$0.00","$1,462.94","$0.00"
"UNC Hospital","HC 08 PL ELECTRODE","","$4,429.00","$1,672.39","$4,429.00","$3,056.01","$0.00","$0.00","$3,007.29","$0.00","$1,672.39","$2,336.74","$2,657.40","$2,901.00","$4,429.00","$1,935.47","$1,979.76","$3,410.33","$3,321.75","$0.00","$4,207.55","$3,764.65","$3,543.20","$3,543.20","$0.00","$2,745.98","$0.00","$0.00","$0.00","$0.00","$3,171.16","$2,980.72","$3,543.20","$0.00","$3,543.20","$3,986.10","$3,764.65","$3,764.65","$0.00","$2,976.29","$0.00"
