Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna Medicare Advantage,Aetna NC Preferred,BCBS,Cash Discount,Cigna,Cigna Wayne Alliance,First Health,Humana Medciare Advantage,Liberty Medicare Advantage,MedCost,TriCare,United Healthcare,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Wayne Memorial Hospital","HC INJECTION ADMIN INTRA ARTERIAL","96373","$395.00","$170.30","$364.59","$364.59","$179.26","$316.00","$298.23","$237.00","$332.99","$0.00","$347.60","$179.26","$188.23","$327.85","$170.30","$301.78","$179.26","$182.85"
"Wayne Memorial Hospital","HC IV PUSH SINGLE / INITIAL","96374","$395.00","$176.81","$364.59","$364.59","$186.11","$316.00","$298.23","$237.00","$332.99","$0.00","$347.60","$186.11","$0.00","$327.85","$176.81","$301.78","$186.11","$189.83"
"Wayne Memorial Hospital","HC IV PUSH SEQ EA ADD NEW DRUG","96375","$395.00","$36.67","$364.59","$364.59","$38.60","$316.00","$298.23","$237.00","$332.99","$0.00","$347.60","$38.60","$0.00","$327.85","$36.67","$301.78","$38.60","$39.37"
"Wayne Memorial Hospital","HC IV PUSH SAME DRUG EA ADD","96376","$152.00","$114.76","$140.30","$140.30","$0.00","$121.60","$114.76","$91.20","$128.14","$0.00","$133.76","$0.00","$0.00","$126.16","$0.00","$116.13","$0.00","$0.00"
"Wayne Memorial Hospital","HC COLLECTION BLOOD VENIPUNCTURE","36415","$31.00","$2.88","$27.28","$0.00","$3.00","$0.00","$0.00","$18.60","$26.13","$0.00","$27.28","$3.00","$0.00","$25.73","$2.88","$23.68","$3.00","$3.06"
"Wayne Memorial Hospital","HC VENOUS PH POC","82800","$76.00","$10.56","$71.09","$70.15","$11.00","$60.80","$71.09","$45.60","$64.07","$0.00","$66.88","$11.00","$0.00","$63.08","$10.56","$58.06","$11.00","$11.22"
"Wayne Memorial Hospital","HC ARTERIAL BLOOD GASES POC","82803","$36.00","$25.03","$33.67","$33.23","$26.07","$28.80","$33.67","$21.60","$30.35","$0.00","$31.68","$26.07","$0.00","$29.88","$25.03","$27.50","$26.07","$26.59"
"Wayne Memorial Hospital","HC GLUCOSE POC","82947","$16.00","$3.77","$14.97","$14.77","$3.93","$12.80","$14.97","$9.60","$13.49","$0.00","$14.08","$3.93","$0.00","$13.28","$3.77","$12.22","$3.93","$4.01"
"Wayne Memorial Hospital","HC CHEMO INJ SQ/IM NON HORMONAL","96401","$231.00","$58.19","$213.21","$213.21","$61.25","$184.80","$162.14","$138.60","$194.73","$0.00","$203.28","$61.25","$0.00","$191.73","$58.19","$176.48","$61.25","$62.48"
"Wayne Memorial Hospital","HC CHEMO INJ SQ/IM HORMONAL","96402","$231.00","$56.05","$213.21","$213.21","$59.44","$184.80","$162.14","$138.60","$194.73","$0.00","$203.28","$59.44","$61.95","$191.73","$56.05","$176.48","$61.25","$60.62"
"Wayne Memorial Hospital","HC CHEMO IV PUSH SINGLE/INITIAL","96409","$348.00","$176.81","$321.20","$321.20","$186.11","$278.40","$244.26","$208.80","$293.36","$0.00","$306.24","$186.11","$0.00","$288.84","$176.81","$265.87","$186.11","$189.83"
"Wayne Memorial Hospital","HC CHEMO IV PUSH EA ADD SUBST/DRUG","96411","$348.00","$58.19","$321.20","$321.20","$61.25","$278.40","$244.26","$208.80","$293.36","$0.00","$306.24","$61.25","$0.00","$288.84","$58.19","$265.87","$61.25","$62.48"
"Wayne Memorial Hospital","HC SIMULATION SIMPLE","77280","$583.00","$117.33","$538.11","$538.11","$123.51","$466.40","$409.21","$349.80","$491.47","$0.00","$513.04","$123.51","$129.68","$483.89","$117.33","$445.41","$119.72","$125.98"
"Wayne Memorial Hospital","HC SIMULATION COMPLEX","77290","$1,214.00","$295.74","$1,120.52","$1,120.52","$327.00","$971.20","$852.11","$728.40","$1,023.40","$0.00","$1,068.32","$329.43","$326.88","$1,007.62","$295.74","$927.50","$327.00","$317.54"
"Wayne Memorial Hospital","HC 3-D SIMULATION AIDED FIELD SETTING","77295","$1,297.00","$910.36","$1,285.25","$1,197.13","$1,224.04","$1,037.60","$910.36","$778.20","$1,093.37","$0.00","$1,141.36","$1,224.04","$1,285.25","$1,076.51","$972.75","$990.91","$1,224.04","$1,248.53"
"Wayne Memorial Hospital","HC DOSIMETRY-BASIC","77300","$141.00","$31.82","$130.14","$130.14","$123.51","$112.80","$98.97","$84.60","$118.86","$0.00","$124.08","$119.72","$33.41","$117.03","$105.75","$107.72","$31.82","$32.46"
"Wayne Memorial Hospital","HC SPECIAL DOSIMETRY","77331","$143.00","$17.73","$131.99","$131.99","$17.73","$114.40","$100.37","$85.80","$120.55","$0.00","$125.84","$17.73","$18.62","$118.69","$0.00","$109.25","$17.73","$18.08"
"Wayne Memorial Hospital","HC TREATMENT DEVICES COMPLEX","77334","$269.00","$188.81","$343.35","$248.29","$327.00","$215.20","$188.81","$161.40","$226.77","$0.00","$236.72","$327.00","$343.35","$223.27","$201.75","$205.52","$327.00","$333.54"
"Wayne Memorial Hospital","HC CONTINUING PHYSICS CONSULT","77336","$141.00","$75.14","$130.14","$130.14","$117.58","$112.80","$98.97","$84.60","$118.86","$0.00","$124.08","$75.14","$78.90","$117.03","$105.75","$107.72","$124.43","$76.64"
"Wayne Memorial Hospital","HC MLC FOR IMRT","77338","$644.00","$310.65","$594.41","$594.41","$327.00","$515.20","$452.02","$386.40","$542.89","$0.00","$566.72","$327.00","$343.35","$534.52","$310.65","$492.02","$329.43","$333.54"
"Wayne Memorial Hospital","HC PORT FILM(S)","77417","$13.00","$9.12","$12.00","$12.00","$0.00","$10.40","$9.12","$7.80","$10.96","$0.00","$11.44","$0.00","$0.00","$10.79","$0.00","$9.93","$0.00","$0.00"
"Wayne Memorial Hospital","HC SPECIAL TX PROCEDURE","77470","$634.00","$24.10","$585.18","$585.18","$24.10","$507.20","$445.00","$380.40","$534.46","$0.00","$557.92","$529.62","$556.10","$526.22","$475.50","$484.38","$24.10","$540.21"
"Wayne Memorial Hospital","HC CHEMO IV INITIAL UP TO 1HR","96413","$348.00","$244.26","$321.20","$321.20","$313.60","$278.40","$244.26","$208.80","$293.36","$0.00","$306.24","$313.60","$0.00","$288.84","$261.00","$265.87","$313.60","$319.87"
"Wayne Memorial Hospital","HC CHEMO IV EACH ADDTL HOUR","96415","$348.00","$58.19","$321.20","$321.20","$61.25","$278.40","$244.26","$208.80","$293.36","$0.00","$306.24","$61.25","$0.00","$288.84","$58.19","$265.87","$61.25","$62.48"
"Wayne Memorial Hospital","HC CHEMO IV SEQ DIFF DRUG TO 1HR","96417","$348.00","$58.19","$321.20","$321.20","$61.25","$278.40","$244.26","$208.80","$293.36","$0.00","$306.24","$61.25","$0.00","$288.84","$58.19","$265.87","$61.25","$62.48"
"Wayne Memorial Hospital","HC REFILLING AND MAINTENANCE OF PORTABLE PUMP","96521","$113.00","$84.75","$189.83","$104.30","$186.11","$90.40","$89.78","$67.80","$95.26","$0.00","$99.44","$186.11","$0.00","$93.79","$84.75","$86.33","$186.11","$189.83"
"Wayne Memorial Hospital","HC IMRT-COMPLEX ISO TX PLANNING","77301","$2,384.00","$1,154.25","$2,200.43","$2,200.43","$1,215.00","$1,907.20","$1,673.33","$1,430.40","$2,009.71","$0.00","$2,097.92","$1,215.00","$1,275.75","$1,978.72","$1,154.25","$1,821.38","$1,224.04","$1,239.30"
"Wayne Memorial Hospital","HC RT TRMT COMPLEX","77412","$241.00","$169.16","$232.32","$222.44","$219.54","$192.80","$169.16","$144.60","$203.16","$0.00","$212.08","$232.32","$0.00","$200.03","$180.75","$184.12","$223.54","$228.01"
"Wayne Memorial Hospital","HC RT TRMT COMPLEX 2ND VISIT","77412","$241.00","$169.16","$232.32","$222.44","$219.54","$192.80","$169.16","$144.60","$203.16","$0.00","$212.08","$232.32","$0.00","$200.03","$180.75","$184.12","$223.54","$228.01"
"Wayne Memorial Hospital","HC IMRT SIMPLE","77385","$638.00","$447.81","$588.87","$588.87","$509.60","$510.40","$447.81","$382.80","$537.83","$0.00","$561.44","$529.62","$0.00","$529.54","$478.50","$487.43","$525.70","$519.80"
"Wayne Memorial Hospital","HC DAILY MGMT COMPLEX 11-19 MV/MEV","G6013","$241.00","$169.16","$256.84","$222.44","$244.61","$192.80","$169.16","$144.60","$203.16","$0.00","$212.08","$241.00","$256.84","$200.03","$180.75","$184.12","$241.00","$249.50"
"Wayne Memorial Hospital","HC IMRT SIMPLE","G6015","$638.00","$329.96","$588.87","$588.87","$343.71","$510.40","$447.81","$382.80","$537.83","$0.00","$561.44","$343.71","$360.90","$529.54","$329.96","$487.43","$343.71","$350.58"
"Wayne Memorial Hospital","HC IMRT COMPLEX","G6015","$638.00","$329.96","$588.87","$588.87","$343.71","$510.40","$447.81","$382.80","$537.83","$0.00","$561.44","$343.71","$360.90","$529.54","$329.96","$487.43","$343.71","$350.58"
"Wayne Memorial Hospital","HC IMRT COMPLEX 2ND VISIT","G6015","$638.00","$329.96","$588.87","$588.87","$343.71","$510.40","$447.81","$382.80","$537.83","$0.00","$561.44","$343.71","$360.90","$529.54","$329.96","$487.43","$343.71","$350.58"
"Wayne Memorial Hospital","HC STEREOSCOPIC XRAY GUIDANCE","G6002","$63.00","$44.22","$58.15","$58.15","$0.00","$50.40","$44.22","$37.80","$53.11","$0.00","$55.44","$0.00","$0.00","$52.29","$0.00","$48.13","$0.00","$0.00"
"Wayne Memorial Hospital","HC RADIATION THERAPY PLANNING","77262","$190.00","$133.36","$175.37","$175.37","$0.00","$152.00","$133.36","$114.00","$160.17","$0.00","$167.20","$0.00","$0.00","$157.70","$0.00","$145.16","$0.00","$0.00"
"Wayne Memorial Hospital","HC DAILY TX MGMT COMPLEX 2ND VISIT","G6012","$241.00","$169.16","$256.49","$222.44","$244.28","$192.80","$169.16","$144.60","$203.16","$0.00","$212.08","$241.00","$256.49","$200.03","$180.75","$184.12","$241.00","$249.17"
"Wayne Memorial Hospital","HC HYSTERECTOMY FOLLOW C-SEC","","$4,568.00","$3,489.95","$4,216.26","$4,216.26","$0.00","$3,654.40","$3,499.54","$2,740.80","$3,850.82","$0.00","$4,019.84","$0.00","$0.00","$3,791.44","$0.00","$3,489.95","$0.00","$0.00"
"Wayne Memorial Hospital","HC TUBAL LIGATION FOLLOW C-SEC","","$1,985.00","$1,516.54","$1,832.16","$1,832.16","$0.00","$1,588.00","$1,520.71","$1,191.00","$1,673.36","$0.00","$1,746.80","$0.00","$0.00","$1,647.55","$0.00","$1,516.54","$0.00","$0.00"
"Wayne Memorial Hospital","HC C-SECTION NORMAL DELIVERY","","$10,551.00","$8,060.96","$9,738.57","$9,738.57","$0.00","$8,440.80","$8,083.12","$6,330.60","$8,894.49","$0.00","$9,284.88","$0.00","$0.00","$8,757.33","$0.00","$8,060.96","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCHOSCOPY CT GUIDED","","$5,267.00","$4,023.99","$4,861.44","$4,861.44","$0.00","$4,213.60","$4,035.05","$3,160.20","$4,440.08","$0.00","$4,634.96","$0.00","$0.00","$4,371.61","$0.00","$4,023.99","$0.00","$0.00"
"Wayne Memorial Hospital","HC FETAL NON STRESS TEST","59025","$414.00","$159.78","$382.12","$382.12","$168.19","$331.20","$312.57","$248.40","$349.00","$0.00","$364.32","$168.19","$0.00","$343.62","$159.78","$316.30","$168.19","$171.56"
"Wayne Memorial Hospital","HC EXTERNAL CEPHALIC VERSION WITH OR WITHOUT TOCOLYSIS","59412","$4,812.00","$3,676.37","$4,441.48","$4,441.48","$0.00","$3,849.60","$3,686.47","$2,887.20","$4,056.52","$0.00","$4,234.56","$0.00","$0.00","$3,993.96","$0.00","$3,676.37","$0.00","$0.00"
"Wayne Memorial Hospital","HC NASOTRACHEAL ASPIRATION","31720","$76.00","$57.00","$190.06","$70.15","$186.33","$60.80","$60.38","$45.60","$64.07","$0.00","$66.88","$186.33","$0.00","$63.08","$57.00","$58.06","$186.33","$190.06"
"Wayne Memorial Hospital","HC TRACH TUBE EXCHANGE RESPIRATORY","31502","$242.00","$181.50","$223.37","$223.37","$198.68","$193.60","$185.40","$145.20","$204.01","$0.00","$212.96","$200.16","$0.00","$200.86","$181.50","$184.89","$200.16","$196.45"
"Wayne Memorial Hospital","HC TRACHEOBRONCH THRU EST TRACH","","$3,071.00","$2,346.24","$2,834.53","$2,834.53","$0.00","$2,456.80","$2,352.69","$1,842.60","$2,588.85","$0.00","$2,702.48","$0.00","$0.00","$2,548.93","$0.00","$2,346.24","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCHOSCOPY DIAGNOSTIC","","$3,124.00","$2,386.74","$2,883.45","$2,883.45","$0.00","$2,499.20","$2,393.30","$1,874.40","$2,633.53","$0.00","$2,749.12","$0.00","$0.00","$2,592.92","$0.00","$2,386.74","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCH W BRUSHINGS","","$1,956.00","$1,494.38","$1,805.39","$1,805.39","$0.00","$1,564.80","$1,498.49","$1,173.60","$1,648.91","$0.00","$1,721.28","$0.00","$0.00","$1,623.48","$0.00","$1,494.38","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCHIAL ALVEOLAR LAV CATH","","$2,239.00","$1,710.60","$2,066.60","$2,066.60","$0.00","$1,791.20","$1,715.30","$1,343.40","$1,887.48","$0.00","$1,970.32","$0.00","$0.00","$1,858.37","$0.00","$1,710.60","$0.00","$0.00"
"Wayne Memorial Hospital","HC ENDO BRONCH W/BIOPSY","31625","$1,047.00","$785.25","$1,380.07","$966.38","$1,353.01","$837.60","$802.11","$628.20","$882.62","$0.00","$921.36","$1,353.01","$0.00","$869.01","$785.25","$799.91","$1,353.01","$1,380.07"
"Wayne Memorial Hospital","HC BRONCH W TB BX(S) SNGLE LOBE","","$2,662.00","$2,033.77","$2,457.03","$2,457.03","$0.00","$2,129.60","$2,039.36","$1,597.20","$2,244.07","$0.00","$2,342.56","$0.00","$0.00","$2,209.46","$0.00","$2,033.77","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCH W TB NDL ASP BX (S)","","$3,620.00","$2,765.68","$3,341.26","$3,341.26","$0.00","$2,896.00","$2,773.28","$2,172.00","$3,051.66","$0.00","$3,185.60","$0.00","$0.00","$3,004.60","$0.00","$2,765.68","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCH W THERAPEUTIC ASP INIT","","$1,752.00","$1,338.53","$1,617.10","$1,617.10","$0.00","$1,401.60","$1,342.21","$1,051.20","$1,476.94","$0.00","$1,541.76","$0.00","$0.00","$1,454.16","$0.00","$1,338.53","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCH, INTRACAV APPL","","$2,971.00","$2,269.84","$2,742.23","$2,742.23","$0.00","$2,376.80","$2,276.08","$1,782.60","$2,504.55","$0.00","$2,614.48","$0.00","$0.00","$2,465.93","$0.00","$2,269.84","$0.00","$0.00"
"Wayne Memorial Hospital","HC BRONCHOSCOPY W TRANSENDO EBUS SAMPLE PERIPHERAL LESIONS","","$1,554.00","$1,187.26","$1,434.34","$1,434.34","$0.00","$1,243.20","$1,190.52","$932.40","$1,310.02","$0.00","$1,367.52","$0.00","$0.00","$1,289.82","$0.00","$1,187.26","$0.00","$0.00"
"Wayne Memorial Hospital","HC INTUBATION","31500","$240.00","$181.20","$221.52","$221.52","$0.00","$192.00","$181.20","$144.00","$202.32","$0.00","$211.20","$0.00","$0.00","$199.20","$0.00","$183.36","$0.00","$0.00"
"Wayne Memorial Hospital","HC MDI METRD DOSE INHAL","94640","$76.00","$57.00","$190.06","$70.15","$186.33","$60.80","$57.38","$45.60","$64.07","$0.00","$66.88","$186.33","$0.00","$63.08","$57.00","$58.06","$186.33","$190.06"
"Wayne Memorial Hospital","HC CONTINUOUS NEB TEX EA ADD HR","94645","$181.00","$136.66","$167.06","$167.06","$0.00","$144.80","$136.66","$108.60","$152.58","$0.00","$159.28","$0.00","$0.00","$150.23","$0.00","$138.28","$0.00","$0.00"
"Wayne Memorial Hospital","HC CHEST PHYSICAL THERAPY INITIAL","94667","$64.00","$48.00","$112.65","$59.07","$110.44","$51.20","$48.32","$38.40","$53.95","$0.00","$56.32","$110.44","$0.00","$53.12","$48.00","$48.90","$110.44","$112.65"
"Wayne Memorial Hospital","HC TREATMENT W ACT THERAPY INITIAL","94667","$64.00","$48.00","$112.65","$59.07","$110.44","$51.20","$48.32","$38.40","$53.95","$0.00","$56.32","$110.44","$0.00","$53.12","$48.00","$48.90","$110.44","$112.65"
"Wayne Memorial Hospital","HC CHEST VEST THERAPY INITIAL","94669","$673.00","$171.77","$621.18","$621.18","$180.81","$538.40","$508.12","$403.80","$567.34","$0.00","$592.24","$180.81","$189.85","$558.59","$171.77","$514.17","$180.81","$184.43"
"Wayne Memorial Hospital","HC CHEST PHYSICAL THERAPY SUBSEQUENT","94668","$72.00","$54.00","$112.65","$66.46","$110.44","$57.60","$54.36","$43.20","$60.70","$0.00","$63.36","$110.44","$0.00","$59.76","$54.00","$55.01","$110.44","$112.65"
"Wayne Memorial Hospital","HC TREATMENT W ACT THERAPY SUBSEQUENT","94668","$72.00","$54.00","$112.65","$66.46","$110.44","$57.60","$54.36","$43.20","$60.70","$0.00","$63.36","$110.44","$0.00","$59.76","$54.00","$55.01","$110.44","$112.65"
"Wayne Memorial Hospital","HC CHEST VEST THERAPY SUBSEQUENT","94669","$53.00","$39.75","$189.85","$48.92","$180.81","$42.40","$40.02","$31.80","$44.68","$0.00","$46.64","$180.81","$189.85","$43.99","$39.75","$40.49","$180.81","$184.43"
"Wayne Memorial Hospital","HC INCENTIVE SPIROMETRY SUPPLY","","$69.00","$52.72","$63.69","$63.69","$0.00","$55.20","$57.44","$41.40","$58.17","$0.00","$60.72","$0.00","$0.00","$57.27","$0.00","$52.72","$0.00","$0.00"
"Wayne Memorial Hospital","HC NEONATAL VENTILATOR INITIAL","94002","$463.00","$347.25","$475.87","$427.35","$453.21","$370.40","$349.57","$277.80","$390.31","$0.00","$407.44","$453.21","$475.87","$384.29","$347.25","$353.73","$453.21","$462.28"
"Wayne Memorial Hospital","HC PEDIATRIC VENT INITIAL","94002","$463.00","$347.25","$475.87","$427.35","$453.21","$370.40","$349.57","$277.80","$390.31","$0.00","$407.44","$453.21","$475.87","$384.29","$347.25","$353.73","$453.21","$462.28"
"Wayne Memorial Hospital","HC ADULT VENTILATOR INITIAL","94002","$463.00","$347.25","$475.87","$427.35","$453.21","$370.40","$349.57","$277.80","$390.31","$0.00","$407.44","$453.21","$475.87","$384.29","$347.25","$353.73","$453.21","$462.28"
"Wayne Memorial Hospital","HC ADULT VENTILATOR(SUBSEQ)","94003","$538.00","$403.50","$496.57","$496.57","$456.59","$430.40","$406.19","$322.80","$453.53","$0.00","$473.44","$456.59","$479.42","$446.54","$403.50","$411.03","$456.59","$465.72"
"Wayne Memorial Hospital","HC SURFACTANT ADMINISTRATION THROUGH ENDOTRACHEAL TUBE","94610","$368.00","$277.84","$339.66","$339.66","$0.00","$294.40","$277.84","$220.80","$310.22","$0.00","$323.84","$0.00","$0.00","$305.44","$0.00","$281.15","$0.00","$0.00"
"Wayne Memorial Hospital","HC AEROSOL TREATMENT","94640","$76.00","$57.00","$190.06","$70.15","$186.33","$60.80","$57.38","$45.60","$64.07","$0.00","$66.88","$186.33","$0.00","$63.08","$57.00","$58.06","$186.33","$190.06"
"Wayne Memorial Hospital","HC CONTINUOUS NEB TX- FIRST HOUR","94644","$252.00","$100.37","$232.60","$232.60","$105.65","$201.60","$190.26","$151.20","$212.44","$0.00","$221.76","$105.65","$110.93","$209.16","$100.37","$192.53","$105.65","$107.76"
"Wayne Memorial Hospital","HC BIPAP/CPAP","94660","$90.00","$67.50","$190.06","$83.07","$186.33","$72.00","$67.95","$54.00","$75.87","$0.00","$79.20","$186.33","$0.00","$74.70","$67.50","$68.76","$186.33","$190.06"
"Wayne Memorial Hospital","HC PATIENT DEMO/EVALUATION OF NEBULIZER/INHALER/IPPB DEVICE","94664","$48.00","$36.00","$190.06","$44.30","$186.33","$38.40","$36.24","$28.80","$40.46","$0.00","$42.24","$186.33","$0.00","$39.84","$36.00","$36.67","$186.33","$190.06"
"Wayne Memorial Hospital","HC PT CANALITH REPOSITIONING PER DAY","95992","$108.00","$36.03","$99.68","$99.68","$37.53","$86.40","$77.61","$64.80","$91.04","$0.00","$95.04","$37.53","$0.00","$89.64","$36.03","$82.51","$37.53","$38.28"
"Wayne Memorial Hospital","HC PT HOT OR COLD PACK APPLICATION","97010","$36.00","$25.87","$33.23","$33.23","$0.00","$28.80","$25.87","$21.60","$30.35","$0.00","$31.68","$0.00","$0.00","$29.88","$0.00","$27.50","$0.00","$0.00"
"Wayne Memorial Hospital","HC PT TRACTION MECHANICAL","97012","$71.00","$14.40","$65.53","$65.53","$15.00","$56.80","$51.02","$42.60","$59.85","$0.00","$62.48","$15.00","$0.00","$58.93","$14.40","$54.24","$15.00","$15.30"
"Wayne Memorial Hospital","HC PT  -VASOPNEUMATIC DEVICE TX","97016","$71.00","$11.65","$65.53","$65.53","$12.14","$56.80","$51.02","$42.60","$59.85","$0.00","$62.48","$12.14","$0.00","$58.93","$11.65","$54.24","$12.14","$12.38"
"Wayne Memorial Hospital","HC PT ANODYNE INFRARED TREATMENT","97026","$40.00","$5.88","$36.92","$36.92","$6.13","$32.00","$28.74","$24.00","$33.72","$0.00","$35.20","$6.13","$6.44","$33.20","$5.88","$30.56","$6.13","$6.25"
"Wayne Memorial Hospital","HC PT E STIM ATTENDED 15MIN","97032","$71.00","$14.08","$65.53","$65.53","$14.67","$56.80","$51.02","$42.60","$59.85","$0.00","$62.48","$14.67","$0.00","$58.93","$14.08","$54.24","$14.67","$14.96"
"Wayne Memorial Hospital","HC PT THERAPEUTIC EXERCISE 15MIN","97110","$124.00","$29.00","$114.45","$114.45","$30.21","$99.20","$89.11","$74.40","$104.53","$0.00","$109.12","$30.21","$0.00","$102.92","$29.00","$94.74","$30.21","$30.81"
"Wayne Memorial Hospital","HC PT NEUROMUSC RE EDUCATION 15MIN","97112","$124.00","$33.31","$114.45","$114.45","$34.70","$99.20","$89.11","$74.40","$104.53","$0.00","$109.12","$34.70","$0.00","$102.92","$33.31","$94.74","$34.70","$35.39"
"Wayne Memorial Hospital","HC PT GAIT TRAINING 15MIN","97116","$44.00","$28.68","$40.61","$40.61","$29.88","$35.20","$31.62","$26.40","$37.09","$0.00","$38.72","$29.88","$0.00","$36.52","$28.68","$33.62","$29.88","$30.48"
"Wayne Memorial Hospital","HC PT MASSAGE 15MIN","97124","$87.00","$27.53","$80.30","$80.30","$28.68","$69.60","$62.52","$52.20","$73.34","$0.00","$76.56","$28.68","$30.11","$72.21","$27.53","$66.47","$28.68","$29.25"
"Wayne Memorial Hospital","HC PT MANUAL THERAPY TECHNIQ 15MIN","97140","$124.00","$26.70","$114.45","$114.45","$27.81","$99.20","$89.11","$74.40","$104.53","$0.00","$109.12","$27.81","$0.00","$102.92","$26.70","$94.74","$27.81","$28.37"
"Wayne Memorial Hospital","HC PT THERAPEUTIC ACTIVITIES 15MIN","97530","$102.00","$37.04","$94.15","$94.15","$38.58","$81.60","$73.30","$61.20","$85.99","$0.00","$89.76","$38.58","$0.00","$84.66","$37.04","$77.93","$38.58","$39.35"
"Wayne Memorial Hospital","HC PT WHEELCHAIR MGMNT 15MIN","97542","$87.00","$31.33","$80.30","$80.30","$32.64","$69.60","$62.52","$52.20","$73.34","$0.00","$76.56","$32.64","$34.27","$72.21","$31.33","$66.47","$32.64","$33.29"
"Wayne Memorial Hospital","HC PT WORK HARD COND INITIAL 2 HR","97545","$174.00","$125.04","$160.60","$160.60","$0.00","$139.20","$125.04","$104.40","$146.68","$0.00","$153.12","$0.00","$0.00","$144.42","$0.00","$132.94","$0.00","$0.00"
"Wayne Memorial Hospital","HC PT PHY PERF TEST MEAS 15MIN","97750","$85.00","$32.87","$78.46","$78.46","$34.24","$68.00","$61.08","$51.00","$71.66","$0.00","$74.80","$34.24","$0.00","$70.55","$32.87","$64.94","$34.24","$34.92"
"Wayne Memorial Hospital","HC PT E STIM UNATTENDED","G0283","$71.00","$12.94","$65.53","$65.53","$13.48","$56.80","$51.02","$42.60","$59.85","$0.00","$62.48","$13.48","$0.00","$58.93","$12.94","$54.24","$13.48","$13.75"
"Wayne Memorial Hospital","HC PT WHIRLPOOL","97022","$34.00","$16.78","$31.38","$31.38","$17.48","$27.20","$24.43","$20.40","$28.66","$0.00","$29.92","$17.48","$0.00","$28.22","$16.78","$25.98","$17.48","$17.83"
