Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna NBD,BCBS,Cash Discount,Cigna,First Health,MedCost,TriCare,United,BCBS Note,TriCare Note
"Lenoir Memorial Hospital","ANES NECK ESO THY LARNX TRACH","320","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES NECK ESO THY LARNX TRACH","320","$17.00","$11.63","$17.00","$15.13","$15.81","$11.63","$10.20","$14.74","$15.13","$15.30","$17.00","$14.45","",""
"Lenoir Memorial Hospital","ANES NECK INTEGU SUBC TISSUE","300","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES NECK INTEGU SUBC TISSUE","300","$11.00","$7.53","$11.00","$9.79","$10.23","$7.53","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","ANES NECK MAJOR VESSELS","350","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES NECK MAJOR VESSELS","350","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES PELVIS PRO ANT INTEG SYS","400","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PELVIS PRO ANT INTEG SYS","400","$15.00","$10.27","$15.00","$13.35","$13.95","$10.27","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","ANES PELVIS PROC POST INTEG SY","300","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PELVIS PROC POST INTEG SY","300","$11.00","$7.53","$11.00","$9.79","$10.23","$7.53","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","ANES PERINEUM ANORECTAL PROC","902","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM ANORECTAL PROC","902","$14.00","$9.58","$14.00","$12.46","$13.02","$9.58","$8.40","$12.14","$12.46","$12.60","$14.00","$11.90","",""
"Lenoir Memorial Hospital","ANES PERINEUM CERV CERCLAGE","948","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM CERV CERCLAGE","948","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PERINEUM COLPOTOMY COLPE","942","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM COLPOTOMY COLPE","942","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES PERINEUM INTEG SYSTEM","400","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PERINEUM INTEG SYSTEM","400","$15.00","$10.27","$15.00","$13.35","$13.95","$10.27","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","ANES PERINEUM MALE EXT GENITAL","920","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM MALE EXT GENITAL","920","$11.00","$7.53","$11.00","$9.79","$10.23","$7.53","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","ANES PERINEUM ORCHIECTOMY ABD","928","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM ORCHIECTOMY ABD","928","$6.00","$4.11","$6.00","$5.34","$5.58","$4.11","$3.60","$5.20","$5.34","$5.40","$6.00","$5.10","",""
"Lenoir Memorial Hospital","ANES PERINEUM ORCHIOPEXY UN/BI","930","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM ORCHIOPEXY UN/BI","930","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PERINEUM PROSTATECTOMY","908","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM PROSTATECTOMY","908","$7.00","$4.79","$7.00","$6.23","$6.51","$4.79","$4.20","$6.07","$6.23","$6.30","$7.00","$5.95","",""
"Lenoir Memorial Hospital","ANES PERINEUM RAD ORCHIECTOMY","926","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM RAD ORCHIECTOMY","926","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES PERINEUM RADICAL PROC","904","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM RADICAL PROC","904","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PERINEUM RESECTION BLAD","920","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM RESECTION BLAD","920","$11.00","$7.53","$11.00","$9.79","$10.23","$7.53","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","ANES PERINEUM RESECTION PROST","914","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM RESECTION PROST","914","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES PERINEUM TRANSURETHRAL","910","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM TRANSURETHRAL","910","$18.00","$12.32","$18.00","$16.02","$16.74","$12.32","$10.80","$15.61","$16.02","$16.20","$18.00","$15.30","",""
"Lenoir Memorial Hospital","ANES PERINEUM URETERAL CALCUL","918","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES PERINEUM URETERAL CALCUL","918","$15.00","$10.27","$15.00","$13.35","$13.95","$10.27","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","ANES PERINEUM VAGINAL PROC","940","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES PERINEUM VAGINAL PROC","940","$11.00","$7.53","$11.00","$9.79","$10.23","$7.53","$6.60","$9.54","$9.79","$9.90","$11.00","$9.35","",""
"Lenoir Memorial Hospital","ANES SHOULDER ARTHROSCOPIC PR","1622","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES SHOULDER ARTHROSCOPIC PR","1622","$7.00","$4.79","$7.00","$6.23","$6.51","$4.79","$4.20","$6.07","$6.23","$6.30","$7.00","$5.95","",""
"Lenoir Memorial Hospital","ANES SHOULDER HUM HEAD/NECK/SC","1620","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES SHOULDER HUM HEAD/NECK/SC","1620","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES SHOULDER INTEG SYS + AXIL","400","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES SHOULDER INTEG SYS + AXIL","400","$15.00","$10.27","$15.00","$13.35","$13.95","$10.27","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","ANES SHOULDER NERVE/MUS/TEN","1610","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES SHOULDER NERVE/MUS/TEN","1610","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES SHOULDER OP PROC HUM/SC J","1630","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES SHOULDER OP PROC HUM/SC J","1630","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES SPINE LUMBAR REGION","630","$2.00","$1.37","$2.00","$1.78","$1.86","$1.37","$1.20","$1.73","$1.78","$1.80","$2.00","$1.70","",""
"Lenoir Memorial Hospital","ANES SPINE LUMBAR REGION","630","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB HUMERUS CLOSE","1730","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB HUMERUS CLOSE","1730","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB HUMERUS OPEN","1740","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB HUMERUS OPEN","1740","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB NERVE/MUS T","1710","$3.00","$2.05","$3.00","$2.67","$2.79","$2.05","$1.80","$2.60","$2.67","$2.70","$3.00","$2.55","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELB NERVE/MUS T","1710","$9.00","$6.16","$9.00","$8.01","$8.37","$6.16","$5.40","$7.80","$8.01","$8.10","$9.00","$7.65","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELBOW INTEG SYS","400","$8.00","$5.48","$8.00","$7.12","$7.44","$5.48","$4.80","$6.94","$7.12","$7.20","$8.00","$6.80","",""
"Lenoir Memorial Hospital","ANES UPP ARM/ELBOW INTEG SYS","400","$15.00","$10.27","$15.00","$13.35","$13.95","$10.27","$9.00","$13.00","$13.35","$13.50","$15.00","$12.75","",""
"Lenoir Memorial Hospital","ANESTHESIA MATERIALS","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","BLOOD PRESSURE MONITOR","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","",""
"Lenoir Memorial Hospital","LOCAL ANESTHESIA","","$618.00","$422.96","$618.00","$550.02","$574.74","$422.96","$370.80","$535.81","$550.02","$556.20","$618.00","$525.30","",""
"Lenoir Memorial Hospital","CRNA ABD LOW ANTERIOR","00800","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW ANTERIOR","00800","$6.96","$5.44","$6.96","$6.19","$6.47","$5.44","$4.18","$6.03","$6.19","$6.26","$6.96","$5.92","",""
"Lenoir Memorial Hospital","CRNA ABD LOW C-SECTION","01961","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW C-SECTION","01961","$7.34","$5.74","$7.34","$6.53","$6.83","$5.74","$4.40","$6.36","$6.53","$6.61","$7.34","$6.24","",""
"Lenoir Memorial Hospital","CRNA ABD LOW EXTRAPERITONEAL","00860","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW EXTRAPERITONEAL","00860","$7.08","$5.53","$7.08","$6.30","$6.58","$5.53","$4.25","$6.14","$6.30","$6.37","$7.08","$6.02","",""
"Lenoir Memorial Hospital","CRNA ABD LOW HERNIA REPAIR","00830","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW HERNIA REPAIR","00830","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA ABD LOW HERNIA VENT INCIS","00832","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA ABD LOW HERNIA VENT INCIS","00832","$5.80","$4.53","$5.80","$5.16","$5.39","$4.53","$3.48","$5.03","$5.16","$5.22","$5.80","$4.93","",""
"Lenoir Memorial Hospital","CRNA ABD LOW INTRAPERITONEAL","00840","$3.96","$3.10","$3.96","$3.52","$3.68","$3.10","$2.38","$3.43","$3.52","$3.56","$3.96","$3.37","",""
"Lenoir Memorial Hospital","CRNA ABD LOW INTRAPERITONEAL","00840","$7.43","$5.81","$7.43","$6.61","$6.91","$5.81","$4.46","$6.44","$6.61","$6.69","$7.43","$6.32","",""
"Lenoir Memorial Hospital","CRNA ABD LOW POSTERIOR","00820","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA ABD LOW POSTERIOR","00820","$5.67","$4.43","$5.67","$5.05","$5.27","$4.43","$3.40","$4.92","$5.05","$5.10","$5.67","$4.82","",""
"Lenoir Memorial Hospital","CRNA ABD LOW PROSTATECTOMY","00865","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW PROSTATECTOMY","00865","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA ABD LOW RENAL/UPPER 1/3","00862","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD LOW RENAL/UPPER 1/3","00862","$7.34","$5.74","$7.34","$6.53","$6.83","$5.74","$4.40","$6.36","$6.53","$6.61","$7.34","$6.24","",""
"Lenoir Memorial Hospital","CRNA ABD UPP BLOOD VESSELS ALL","00770","$2.35","$1.84","$2.35","$2.09","$2.19","$1.84","$1.41","$2.04","$2.09","$2.12","$2.35","$2.00","",""
"Lenoir Memorial Hospital","CRNA ABD UPP BLOOD VESSELS ALL","00770","$4.93","$3.85","$4.93","$4.39","$4.58","$3.85","$2.96","$4.27","$4.39","$4.44","$4.93","$4.19","",""
"Lenoir Memorial Hospital","CRNA ABD UPP BOWEL SHUNTS","00790","$2.85","$2.23","$2.85","$2.54","$2.65","$2.23","$1.71","$2.47","$2.54","$2.56","$2.85","$2.42","",""
"Lenoir Memorial Hospital","CRNA ABD UPP BOWEL SHUNTS","00790","$6.96","$5.44","$6.96","$6.19","$6.47","$5.44","$4.18","$6.03","$6.19","$6.26","$6.96","$5.92","",""
"Lenoir Memorial Hospital","CRNA ABD UPP HERNIA REPAIR","00756","$2.35","$1.84","$2.35","$2.09","$2.19","$1.84","$1.41","$2.04","$2.09","$2.12","$2.35","$2.00","",""
"Lenoir Memorial Hospital","CRNA ABD UPP HERNIA REPAIR","00756","$4.93","$3.85","$4.93","$4.39","$4.58","$3.85","$2.96","$4.27","$4.39","$4.44","$4.93","$4.19","",""
"Lenoir Memorial Hospital","CRNA ABD UPP HERNIA REPAIRS","00750","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA ABD UPP HERNIA REPAIRS","00750","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA ABD UPP WALL POST","00730","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA ABD UPP WALL POST","00730","$5.67","$4.43","$5.67","$5.05","$5.27","$4.43","$3.40","$4.92","$5.05","$5.10","$5.67","$4.82","",""
"Lenoir Memorial Hospital","CRNA ADB UPP GASTRO","00731","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA ADB UPP GASTRO","00731","$6.19","$4.84","$6.19","$5.51","$5.76","$4.84","$3.71","$5.37","$5.51","$5.57","$6.19","$5.26","",""
"Lenoir Memorial Hospital","CRNA CHEST ANT INTEG","00400","$6.19","$4.84","$6.19","$5.51","$5.76","$4.84","$3.71","$5.37","$5.51","$5.57","$6.19","$5.26","",""
"Lenoir Memorial Hospital","CRNA CHEST ANT INTEG","00400","$6.46","$5.05","$6.46","$5.75","$6.01","$5.05","$3.88","$5.60","$5.75","$5.81","$6.46","$5.49","",""
"Lenoir Memorial Hospital","CRNA CHEST BREAST RAD","00404","$7.48","$5.85","$7.48","$6.66","$6.96","$5.85","$4.49","$6.49","$6.66","$6.73","$7.48","$6.36","",""
"Lenoir Memorial Hospital","CRNA CHEST BREAST RAD","00404","$8.06","$6.30","$8.06","$7.17","$7.50","$6.30","$4.84","$6.99","$7.17","$7.25","$8.06","$6.85","",""
"Lenoir Memorial Hospital","CRNA CHEST CLAVICLE","00450","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA CHEST CLAVICLE","00450","$5.67","$4.43","$5.67","$5.05","$5.27","$4.43","$3.40","$4.92","$5.05","$5.10","$5.67","$4.82","",""
"Lenoir Memorial Hospital","CRNA CHEST POST INTEG","00300","$2.69","$2.10","$2.69","$2.39","$2.50","$2.10","$1.61","$2.33","$2.39","$2.42","$2.69","$2.29","",""
"Lenoir Memorial Hospital","CRNA CHEST POST INTEG","00300","$5.82","$4.55","$5.82","$5.18","$5.41","$4.55","$3.49","$5.05","$5.18","$5.24","$5.82","$4.95","",""
"Lenoir Memorial Hospital","CRNA CHEST RIB","00470","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA CHEST RIB","00470","$6.44","$5.03","$6.44","$5.73","$5.99","$5.03","$3.86","$5.58","$5.73","$5.80","$6.44","$5.47","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND ARTERIES","01840","$2.69","$2.10","$2.69","$2.39","$2.50","$2.10","$1.61","$2.33","$2.39","$2.42","$2.69","$2.29","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND ARTERIES","01840","$6.05","$4.73","$6.05","$5.38","$5.63","$4.73","$3.63","$5.25","$5.38","$5.45","$6.05","$5.14","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND NV/MUS/TEN","01810","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND NV/MUS/TEN","01810","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND VASC SHUNT","01844","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA F/ARM WRT HND VASC SHUNT","01844","$5.67","$4.43","$5.67","$5.05","$5.27","$4.43","$3.40","$4.92","$5.05","$5.10","$5.67","$4.82","",""
"Lenoir Memorial Hospital","CRNA F/ARM WT HD RAD/ULN CLOSE","01820","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA F/ARM WT HD RAD/ULN CLOSE","01820","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA F/ARM WT HD RAD/ULN OPEN","01830","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA F/ARM WT HD RAD/ULN OPEN","01830","$6.96","$5.44","$6.96","$6.19","$6.47","$5.44","$4.18","$6.03","$6.19","$6.26","$6.96","$5.92","",""
"Lenoir Memorial Hospital","CRNA FOREARM WRT HND INTEG SYS","00400","$2.69","$2.10","$2.69","$2.39","$2.50","$2.10","$1.61","$2.33","$2.39","$2.42","$2.69","$2.29","",""
"Lenoir Memorial Hospital","CRNA FOREARM WRT HND INTEG SYS","00400","$5.82","$4.55","$5.82","$5.18","$5.41","$4.55","$3.49","$5.05","$5.18","$5.24","$5.82","$4.95","",""
"Lenoir Memorial Hospital","CRNA HEAD EAR","00120","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD EAR","00120","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA HEAD EYE","00140","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD EYE","00140","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA HEAD FACIAL","00190","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD FACIAL","00190","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA HEAD INTEG","00100","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD INTEG","00100","$6.31","$4.93","$6.31","$5.62","$5.87","$4.93","$3.79","$5.47","$5.62","$5.68","$6.31","$5.36","",""
"Lenoir Memorial Hospital","CRNA HEAD INTRAORAL","00170","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD INTRAORAL","00170","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA HEAD LENS","00142","$3.45","$2.70","$3.45","$3.07","$3.21","$2.70","$2.07","$2.99","$3.07","$3.11","$3.45","$2.93","",""
"Lenoir Memorial Hospital","CRNA HEAD LENS","00142","$5.41","$4.23","$5.41","$4.81","$5.03","$4.23","$3.25","$4.69","$4.81","$4.87","$5.41","$4.60","",""
"Lenoir Memorial Hospital","CRNA HEAD NOSE","00160","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA HEAD NOSE","00160","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
"Lenoir Memorial Hospital","CRNA INTRA CARDIO DEFIBRIL","00534","$2.82","$2.20","$2.82","$2.51","$2.62","$2.20","$1.69","$2.44","$2.51","$2.54","$2.82","$2.40","",""
"Lenoir Memorial Hospital","CRNA INTRA CARDIO DEFIBRIL","00534","$5.80","$4.53","$5.80","$5.16","$5.39","$4.53","$3.48","$5.03","$5.16","$5.22","$5.80","$4.93","",""
"Lenoir Memorial Hospital","CRNA INTRA CHEST","00520","$3.23","$2.52","$3.23","$2.87","$3.00","$2.52","$1.94","$2.80","$2.87","$2.91","$3.23","$2.75","",""
"Lenoir Memorial Hospital","CRNA INTRA CHEST","00520","$6.69","$5.23","$6.69","$5.95","$6.22","$5.23","$4.01","$5.80","$5.95","$6.02","$6.69","$5.69","",""
