Facility Name,Charge Description,CPT/HCPCS,Price,Min,Max,Aetna,Aetna HMO,Aetna Medicare Advantage,BCBS,Blue Home,Blue Home UNC Health Alliance,Cash Discount,Cigna,Cigna Connect Network,Cigna SureFit,First Carolina Care,Galaxy,Health Payors,Humana,Humana Alignment Medicare Advanatge,Humana Medicare Advantage,Liberty Medicare Advantage,MedCost,MedCost Ultra,OneNet,TriCare,United Healthcare,United Healthcare Compass,United Healthcare Medicare Advantage,WellCare Medicare Advantage
"Rex Hospital","HC REX STYLET ENHANCED PRICISION 50CM","","$374.00","$106.07","$374.00","$273.02","$273.02","$0.00","$218.83","$156.59","$106.07","$224.40","$0.00","$161.94","$161.94","$224.40","$355.30","$317.90","$216.92","$0.00","$0.00","$0.00","$231.88","$194.48","$220.66","$0.00","$311.54","$374.00","$0.00","$0.00"
"Rex Hospital","HC REX PATIENT TRIAL PRECISION COMPONEN","","$508.00","$144.07","$508.00","$370.84","$370.84","$0.00","$297.23","$212.70","$144.07","$304.80","$0.00","$219.96","$219.96","$304.80","$482.60","$431.80","$294.64","$0.00","$0.00","$0.00","$314.96","$264.16","$299.72","$0.00","$423.16","$508.00","$0.00","$0.00"
"Rex Hospital","HC REX CABLE SCRNG SNAP-LID CONN RESTOR","","$1,320.00","$374.35","$1,320.00","$963.60","$963.60","$0.00","$772.33","$552.68","$374.35","$792.00","$0.00","$571.56","$571.56","$792.00","$1,254.00","$1,122.00","$765.60","$0.00","$0.00","$0.00","$818.40","$686.40","$778.80","$0.00","$1,099.56","$1,320.00","$0.00","$0.00"
"Rex Hospital","HC REX SCS ACCESSORY SUPPLY","","$1,425.00","$404.13","$1,425.00","$1,040.25","$1,040.25","$0.00","$833.77","$596.65","$404.13","$855.00","$0.00","$617.03","$617.03","$855.00","$1,353.75","$1,211.25","$826.50","$0.00","$0.00","$0.00","$883.50","$741.00","$840.75","$0.00","$1,187.03","$1,425.00","$0.00","$0.00"
"Rex Hospital","HC REX PROBE SIMPLICITY III ELECTRO NEE","","$2,232.00","$633.00","$2,232.00","$1,629.36","$1,629.36","$0.00","$1,305.94","$934.54","$633.00","$1,339.20","$0.00","$966.46","$966.46","$1,339.20","$2,120.40","$1,897.20","$1,294.56","$0.00","$0.00","$0.00","$1,383.84","$1,160.64","$1,316.88","$0.00","$1,859.26","$2,232.00","$0.00","$0.00"
"Rex Hospital","HC LEAD BLANK","","$293.00","$83.09","$293.00","$0.00","$0.00","$0.00","$171.43","$122.68","$83.09","$175.80","$0.00","$126.87","$126.87","$175.80","$278.35","$249.05","$169.94","$0.00","$0.00","$0.00","$181.66","$152.36","$172.87","$0.00","$244.07","$293.00","$0.00","$0.00"
"Rex Hospital","HC CABLE MULTI-LEAD TRIAL","","$1,320.00","$374.35","$1,320.00","$0.00","$0.00","$0.00","$772.33","$552.68","$374.35","$792.00","$0.00","$571.56","$571.56","$792.00","$1,254.00","$1,122.00","$765.60","$0.00","$0.00","$0.00","$818.40","$686.40","$778.80","$0.00","$1,099.56","$1,320.00","$0.00","$0.00"
"Rex Hospital","HC REX CABLE TRIAL","C1778","$19,569.00","$3,992.08","$19,569.00","$7,240.53","$7,240.53","$0.00","$11,449.82","$8,193.54","$5,549.77","$11,741.40","$12,602.44","$8,473.38","$8,473.38","$11,741.40","$18,590.55","$16,633.65","$11,350.02","$0.00","$0.00","$0.00","$12,132.78","$10,175.88","$11,545.71","$0.00","$3,992.08","$19,569.00","$0.00","$0.00"
"Rex Hospital","HC REX LEAD 16-CONTACT TRIAL 50CM","C1778","$9,120.00","$1,860.48","$9,120.00","$3,374.40","$3,374.40","$0.00","$5,336.11","$3,818.54","$2,586.43","$5,472.00","$5,873.28","$3,948.96","$3,948.96","$5,472.00","$8,664.00","$7,752.00","$5,289.60","$0.00","$0.00","$0.00","$5,654.40","$4,742.40","$5,380.80","$0.00","$1,860.48","$9,120.00","$0.00","$0.00"
"Rex Hospital","HC LEAD RESTORE TRIAL STANDARD","C1778","$5,120.00","$1,044.48","$5,120.00","$1,894.40","$1,894.40","$0.00","$2,995.71","$2,143.74","$1,452.03","$3,072.00","$3,297.28","$2,216.96","$2,216.96","$3,072.00","$4,864.00","$4,352.00","$2,969.60","$0.00","$0.00","$0.00","$3,174.40","$2,662.40","$3,020.80","$0.00","$1,044.48","$5,120.00","$0.00","$0.00"
"Rex Hospital","HC LEAD TRIAL PERCUT OCTRODE 60CM","C1778","$5,601.00","$1,142.60","$5,601.00","$2,072.37","$2,072.37","$0.00","$3,277.15","$2,345.14","$1,588.44","$3,360.60","$3,607.04","$2,425.23","$2,425.23","$3,360.60","$5,320.95","$4,760.85","$3,248.58","$0.00","$0.00","$0.00","$3,472.62","$2,912.52","$3,304.59","$0.00","$1,142.60","$5,601.00","$0.00","$0.00"
"Rex Hospital","HC LEAD 8-CONTACT PRECISION TRIAL","C1778","$7,438.00","$1,517.35","$7,438.00","$2,752.06","$2,752.06","$0.00","$4,351.97","$3,114.29","$2,109.42","$4,462.80","$4,790.07","$3,220.65","$3,220.65","$4,462.80","$7,066.10","$6,322.30","$4,314.04","$0.00","$0.00","$0.00","$4,611.56","$3,867.76","$4,388.42","$0.00","$1,517.35","$7,438.00","$0.00","$0.00"
"Rex Hospital","HC LEAD 8-CONTACT PRECISION 50CM","C1778","$8,418.00","$1,717.27","$8,418.00","$3,114.66","$3,114.66","$0.00","$4,925.37","$3,524.62","$2,387.34","$5,050.80","$5,421.19","$3,644.99","$3,644.99","$5,050.80","$7,997.10","$7,155.30","$4,882.44","$0.00","$0.00","$0.00","$5,219.16","$4,377.36","$4,966.62","$0.00","$1,717.27","$8,418.00","$0.00","$0.00"
"Rex Hospital","HC LEAD TRIAL SUBCOMPACT 3875-60","C1897","$5,120.00","$1,044.48","$5,120.00","$1,894.40","$1,894.40","$0.00","$2,995.71","$2,143.74","$1,452.03","$3,072.00","$3,297.28","$2,216.96","$2,216.96","$3,072.00","$4,864.00","$4,352.00","$2,969.60","$0.00","$0.00","$0.00","$3,174.40","$2,662.40","$3,020.80","$0.00","$1,044.48","$5,120.00","$0.00","$0.00"
"Rex Hospital","HC LEAD TRIAL 50CM","C1897","$6,348.00","$1,294.99","$6,348.00","$2,348.76","$2,348.76","$0.00","$3,714.21","$2,657.91","$1,800.29","$3,808.80","$4,088.11","$2,748.68","$2,748.68","$3,808.80","$6,030.60","$5,395.80","$3,681.84","$0.00","$0.00","$0.00","$3,935.76","$3,300.96","$3,745.32","$0.00","$1,294.99","$6,348.00","$0.00","$0.00"
"Rex Hospital","HC REX ANESTHESIA AIRWAY COMBITUBE, ESOPHAGEAL","","$672.00","$190.58","$672.00","$490.56","$490.56","$0.00","$393.19","$281.37","$190.58","$403.20","$0.00","$290.98","$290.98","$403.20","$638.40","$571.20","$389.76","$0.00","$0.00","$0.00","$416.64","$349.44","$396.48","$0.00","$559.78","$672.00","$0.00","$0.00"
"Rex Hospital","HC REX ANESTHESIA CIRCUIT HEATED/HUMIDIFIER","","$104.00","$29.49","$104.00","$75.92","$75.92","$0.00","$60.85","$43.54","$29.49","$62.40","$0.00","$45.03","$45.03","$62.40","$98.80","$88.40","$60.32","$0.00","$0.00","$0.00","$64.48","$54.08","$61.36","$0.00","$86.63","$104.00","$0.00","$0.00"
"Rex Hospital","HC REX ANESTHESIA QUICKTRACH","","$1,016.00","$288.14","$1,016.00","$741.68","$741.68","$0.00","$594.46","$425.40","$288.14","$609.60","$0.00","$439.93","$439.93","$609.60","$965.20","$863.60","$589.28","$0.00","$0.00","$0.00","$629.92","$528.32","$599.44","$0.00","$846.33","$1,016.00","$0.00","$0.00"
"Rex Hospital","HC ANESTHESIA CVP CATH MULTILUMEN","C1751","$318.00","$90.18","$318.00","$0.00","$0.00","$0.00","$186.06","$133.15","$90.18","$190.80","$0.00","$137.69","$137.69","$190.80","$302.10","$270.30","$184.44","$0.00","$0.00","$0.00","$197.16","$165.36","$187.62","$0.00","$264.89","$318.00","$0.00","$0.00"
"Rex Hospital","HC ANESTHESIA CVP CATH S/LUMEN","C1751","$103.00","$29.21","$103.00","$0.00","$0.00","$0.00","$60.27","$43.13","$29.21","$61.80","$0.00","$44.60","$44.60","$61.80","$97.85","$87.55","$59.74","$0.00","$0.00","$0.00","$63.86","$53.56","$60.77","$0.00","$85.80","$103.00","$0.00","$0.00"
"Rex Hospital","HC ANESTHESIA CVP DOUBLE LUMEN","C1751","$209.00","$59.27","$209.00","$0.00","$0.00","$0.00","$122.29","$87.51","$59.27","$125.40","$0.00","$90.50","$90.50","$125.40","$198.55","$177.65","$121.22","$0.00","$0.00","$0.00","$129.58","$108.68","$123.31","$0.00","$174.10","$209.00","$0.00","$0.00"
"Rex Hospital","HC NITROUS SUPPLIES","","$175.00","$49.63","$175.00","$127.75","$127.75","$0.00","$102.39","$73.27","$49.63","$105.00","$0.00","$75.78","$75.78","$105.00","$166.25","$148.75","$101.50","$0.00","$0.00","$0.00","$108.50","$91.00","$103.25","$0.00","$145.78","$175.00","$0.00","$0.00"
"Rex Hospital","HC MRI EEG ELECTRODES","","$258.00","$73.17","$258.00","$188.34","$188.34","$0.00","$150.96","$108.02","$73.17","$154.80","$0.00","$111.71","$111.71","$154.80","$245.10","$219.30","$149.64","$0.00","$0.00","$0.00","$159.96","$134.16","$152.22","$0.00","$214.91","$258.00","$0.00","$0.00"
"Rex Hospital","HC REPLACEMENT VENTRICLE DRAIN BAG","","$92.00","$26.09","$92.00","$67.16","$67.16","$0.00","$53.83","$38.52","$26.09","$55.20","$0.00","$39.84","$39.84","$55.20","$87.40","$78.20","$53.36","$0.00","$0.00","$0.00","$57.04","$47.84","$54.28","$0.00","$76.64","$92.00","$0.00","$0.00"
"Rex Hospital","HC MAXITHERM LITE HEAD WRAP","","$73.00","$20.70","$73.00","$53.29","$53.29","$0.00","$42.71","$30.57","$20.70","$43.80","$0.00","$31.61","$31.61","$43.80","$69.35","$62.05","$42.34","$0.00","$0.00","$0.00","$45.26","$37.96","$43.07","$0.00","$60.81","$73.00","$0.00","$0.00"
"Rex Hospital","HC LEAD WIRE 5 LEAD EKG SUPPLY","","$307.00","$87.07","$307.00","$224.11","$224.11","$0.00","$179.63","$128.54","$87.07","$184.20","$0.00","$132.93","$132.93","$184.20","$291.65","$260.95","$178.06","$0.00","$0.00","$0.00","$190.34","$159.64","$181.13","$0.00","$255.73","$307.00","$0.00","$0.00"
"Rex Hospital","HC RADIATION IMPLANT BRIEFS 3XL-5XL","","$230.00","$65.23","$230.00","$167.90","$167.90","$0.00","$134.57","$96.30","$65.23","$138.00","$0.00","$99.59","$99.59","$138.00","$218.50","$195.50","$133.40","$0.00","$0.00","$0.00","$142.60","$119.60","$135.70","$0.00","$191.59","$230.00","$0.00","$0.00"
"Rex Hospital","HC UNA BOOT WITH CALAMINE","A6456","$28.00","$5.68","$28.00","$20.44","$20.44","$5.68","$16.38","$11.72","$7.94","$16.80","$0.00","$12.12","$12.12","$16.80","$26.60","$23.80","$16.24","$0.00","$0.00","$0.00","$17.36","$14.56","$16.52","$0.00","$23.32","$28.00","$0.00","$0.00"
"Rex Hospital","HC RADIATION IMPLANT BRIEFS (SM-2XL","","$211.00","$59.84","$211.00","$154.03","$154.03","$0.00","$123.46","$88.35","$59.84","$126.60","$0.00","$91.36","$91.36","$126.60","$200.45","$179.35","$122.38","$0.00","$0.00","$0.00","$130.82","$109.72","$124.49","$0.00","$175.76","$211.00","$0.00","$0.00"
"Rex Hospital","HC OXYHOOD SET-UP","","$44.00","$12.48","$44.00","$32.12","$32.12","$0.00","$25.74","$18.42","$12.48","$26.40","$0.00","$19.05","$19.05","$26.40","$41.80","$37.40","$25.52","$0.00","$0.00","$0.00","$27.28","$22.88","$25.96","$0.00","$36.65","$44.00","$0.00","$0.00"
"Rex Hospital","HC WRIST COCK-UP SPLINT","","$58.00","$16.45","$58.00","$42.34","$42.34","$0.00","$33.94","$24.28","$16.45","$34.80","$0.00","$25.11","$25.11","$34.80","$55.10","$49.30","$33.64","$0.00","$0.00","$0.00","$35.96","$30.16","$34.22","$0.00","$48.31","$58.00","$0.00","$0.00"
"Rex Hospital","HC TRACH SHILEY PERCUT 6/8 FR","","$3,005.00","$852.22","$3,005.00","$2,193.65","$2,193.65","$0.00","$1,758.23","$1,258.19","$852.22","$1,803.00","$0.00","$1,301.17","$1,301.17","$1,803.00","$2,854.75","$2,554.25","$1,742.90","$0.00","$0.00","$0.00","$1,863.10","$1,562.60","$1,772.95","$0.00","$2,503.17","$3,005.00","$0.00","$0.00"
"Rex Hospital","HC TRIPLE LUMEN PICC CATHETER( BARD)","C1751","$145.00","$41.12","$145.00","$0.00","$0.00","$0.00","$84.84","$60.71","$41.12","$87.00","$0.00","$62.79","$62.79","$87.00","$137.75","$123.25","$84.10","$0.00","$0.00","$0.00","$89.90","$75.40","$85.55","$0.00","$120.79","$145.00","$0.00","$0.00"
"Rex Hospital","HC IP IABP CATH","","$1,526.00","$432.77","$1,526.00","$1,113.98","$1,113.98","$0.00","$892.86","$638.94","$432.77","$915.60","$0.00","$660.76","$660.76","$915.60","$1,449.70","$1,297.10","$885.08","$0.00","$0.00","$0.00","$946.12","$793.52","$900.34","$0.00","$1,271.16","$1,526.00","$0.00","$0.00"
"Rex Hospital","HC D-STAT RADIAL HEMOSTAT BAND","","$313.00","$88.77","$313.00","$228.49","$228.49","$0.00","$183.14","$131.05","$88.77","$187.80","$0.00","$135.53","$135.53","$187.80","$297.35","$266.05","$181.54","$0.00","$0.00","$0.00","$194.06","$162.76","$184.67","$0.00","$260.73","$313.00","$0.00","$0.00"
"Rex Hospital","HC CVP CATH MULTILUMEN","C1751","$318.00","$90.18","$318.00","$0.00","$0.00","$0.00","$186.06","$133.15","$90.18","$190.80","$0.00","$137.69","$137.69","$190.80","$302.10","$270.30","$184.44","$0.00","$0.00","$0.00","$197.16","$165.36","$187.62","$0.00","$264.89","$318.00","$0.00","$0.00"
"Rex Hospital","HC PACER CATHETER","","$81.00","$22.97","$81.00","$59.13","$59.13","$0.00","$47.39","$33.91","$22.97","$48.60","$0.00","$35.07","$35.07","$48.60","$76.95","$68.85","$46.98","$0.00","$0.00","$0.00","$50.22","$42.12","$47.79","$0.00","$67.47","$81.00","$0.00","$0.00"
"Rex Hospital","HC 3F POLY SINGLE LUMEN PICC CATH","C1751","$126.00","$35.73","$126.00","$0.00","$0.00","$0.00","$73.72","$52.76","$35.73","$75.60","$0.00","$54.56","$54.56","$75.60","$119.70","$107.10","$73.08","$0.00","$0.00","$0.00","$78.12","$65.52","$74.34","$0.00","$104.96","$126.00","$0.00","$0.00"
"Rex Hospital","HC 4F POLY SINGLE LUMEN PICC CATH","C1751","$151.00","$42.82","$151.00","$0.00","$0.00","$0.00","$88.35","$63.22","$42.82","$90.60","$0.00","$65.38","$65.38","$90.60","$143.45","$128.35","$87.58","$0.00","$0.00","$0.00","$93.62","$78.52","$89.09","$0.00","$125.78","$151.00","$0.00","$0.00"
"Rex Hospital","HC 5F POLY SINGLE LUMEN PICC CATH","C1751","$184.00","$52.18","$184.00","$0.00","$0.00","$0.00","$107.66","$77.04","$52.18","$110.40","$0.00","$79.67","$79.67","$110.40","$174.80","$156.40","$106.72","$0.00","$0.00","$0.00","$114.08","$95.68","$108.56","$0.00","$153.27","$184.00","$0.00","$0.00"
"Rex Hospital","HC 4F POLY DUAL LUMEN PICC CATH","C1751","$295.00","$83.66","$295.00","$0.00","$0.00","$0.00","$172.60","$123.52","$83.66","$177.00","$0.00","$127.74","$127.74","$177.00","$280.25","$250.75","$171.10","$0.00","$0.00","$0.00","$182.90","$153.40","$174.05","$0.00","$245.74","$295.00","$0.00","$0.00"
"Rex Hospital","HC 5F POLY DUAL LUMEN PICC CATH","C1751","$355.00","$100.68","$355.00","$0.00","$0.00","$0.00","$207.71","$148.64","$100.68","$213.00","$0.00","$153.72","$153.72","$213.00","$337.25","$301.75","$205.90","$0.00","$0.00","$0.00","$220.10","$184.60","$209.45","$0.00","$295.72","$355.00","$0.00","$0.00"
"Rex Hospital","HC NAVION SENSOR  1.4F MAPCAT","","$500.00","$141.80","$500.00","$365.00","$365.00","$0.00","$292.55","$209.35","$141.80","$300.00","$0.00","$216.50","$216.50","$300.00","$475.00","$425.00","$290.00","$0.00","$0.00","$0.00","$310.00","$260.00","$295.00","$0.00","$416.50","$500.00","$0.00","$0.00"
"Rex Hospital","HC NAVION SENSOR  1.1F LC CAT","","$456.00","$129.32","$456.00","$332.88","$332.88","$0.00","$266.81","$190.93","$129.32","$273.60","$0.00","$197.45","$197.45","$273.60","$433.20","$387.60","$264.48","$0.00","$0.00","$0.00","$282.72","$237.12","$269.04","$0.00","$379.85","$456.00","$0.00","$0.00"
"Rex Hospital","HC QUICKCLOT","","$63.00","$17.87","$63.00","$45.99","$45.99","$0.00","$36.86","$26.38","$17.87","$37.80","$0.00","$27.28","$27.28","$37.80","$59.85","$53.55","$36.54","$0.00","$0.00","$0.00","$39.06","$32.76","$37.17","$0.00","$52.48","$63.00","$0.00","$0.00"
"Rex Hospital","HC RICHLI PNEUMOTHORAX CATH","","$1,093.00","$309.97","$1,093.00","$797.89","$797.89","$0.00","$639.51","$457.64","$309.97","$655.80","$0.00","$473.27","$473.27","$655.80","$1,038.35","$929.05","$633.94","$0.00","$0.00","$0.00","$677.66","$568.36","$644.87","$0.00","$910.47","$1,093.00","$0.00","$0.00"
"Rex Hospital","HC VPS WIRE","","$745.00","$211.28","$745.00","$543.85","$543.85","$0.00","$435.90","$311.93","$211.28","$447.00","$0.00","$322.59","$322.59","$447.00","$707.75","$633.25","$432.10","$0.00","$0.00","$0.00","$461.90","$387.40","$439.55","$0.00","$620.59","$745.00","$0.00","$0.00"
"Rex Hospital","HC ARROW LONG WIRE","","$342.00","$96.99","$342.00","$249.66","$249.66","$0.00","$200.10","$143.20","$96.99","$205.20","$0.00","$148.09","$148.09","$205.20","$324.90","$290.70","$198.36","$0.00","$0.00","$0.00","$212.04","$177.84","$201.78","$0.00","$284.89","$342.00","$0.00","$0.00"
"Rex Hospital","HC 6FR CONVERSION WIRE","","$449.00","$127.34","$449.00","$327.77","$327.77","$0.00","$262.71","$188.00","$127.34","$269.40","$0.00","$194.42","$194.42","$269.40","$426.55","$381.65","$260.42","$0.00","$0.00","$0.00","$278.38","$233.48","$264.91","$0.00","$374.02","$449.00","$0.00","$0.00"
"Rex Hospital","HC VENTRICLEAR EVD CATHETER","","$1,236.00","$350.53","$1,236.00","$902.28","$902.28","$0.00","$723.18","$517.51","$350.53","$741.60","$0.00","$535.19","$535.19","$741.60","$1,174.20","$1,050.60","$716.88","$0.00","$0.00","$0.00","$766.32","$642.72","$729.24","$0.00","$1,029.59","$1,236.00","$0.00","$0.00"
"Rex Hospital","HC CVP DOUBLE LUMEN","C1751","$1,048.00","$297.21","$1,048.00","$0.00","$0.00","$0.00","$613.18","$438.80","$297.21","$628.80","$674.91","$453.78","$453.78","$628.80","$995.60","$890.80","$607.84","$0.00","$0.00","$0.00","$649.76","$544.96","$618.32","$0.00","$872.98","$1,048.00","$0.00","$0.00"
"Rex Hospital","HC CVP CATH S/LUMEN","C1751","$103.00","$29.21","$103.00","$0.00","$0.00","$0.00","$60.27","$43.13","$29.21","$61.80","$0.00","$44.60","$44.60","$61.80","$97.85","$87.55","$59.74","$0.00","$0.00","$0.00","$63.86","$53.56","$60.77","$0.00","$85.80","$103.00","$0.00","$0.00"
"Rex Hospital","HC NXSTAGE CARTRIDGE","","$909.00","$257.79","$909.00","$663.57","$663.57","$0.00","$531.86","$380.60","$257.79","$545.40","$0.00","$393.60","$393.60","$545.40","$863.55","$772.65","$527.22","$0.00","$0.00","$0.00","$563.58","$472.68","$536.31","$0.00","$757.20","$909.00","$0.00","$0.00"
"Rex Hospital","HC HERMETIC LRG VENTRICULAR CATH SET","","$303.00","$85.93","$303.00","$221.19","$221.19","$0.00","$177.29","$126.87","$85.93","$181.80","$0.00","$131.20","$131.20","$181.80","$287.85","$257.55","$175.74","$0.00","$0.00","$0.00","$187.86","$157.56","$178.77","$0.00","$252.40","$303.00","$0.00","$0.00"
"Rex Hospital","HC 3FR SINGLE LUMEN BARD PICC","C1751","$425.00","$120.53","$425.00","$0.00","$0.00","$0.00","$248.67","$177.95","$120.53","$255.00","$0.00","$184.03","$184.03","$255.00","$403.75","$361.25","$246.50","$0.00","$0.00","$0.00","$263.50","$221.00","$250.75","$0.00","$354.03","$425.00","$0.00","$0.00"
"Rex Hospital","HC MAX, 5FR TRIPLE, FULL","","$500.00","$141.80","$500.00","$365.00","$365.00","$0.00","$292.55","$209.35","$141.80","$300.00","$0.00","$216.50","$216.50","$300.00","$475.00","$425.00","$290.00","$0.00","$0.00","$0.00","$310.00","$260.00","$295.00","$0.00","$416.50","$500.00","$0.00","$0.00"
"Rex Hospital","HC CATH FOLEY 16FR TEMP SENSING","","$114.00","$32.33","$114.00","$83.22","$83.22","$0.00","$66.70","$47.73","$32.33","$68.40","$0.00","$49.36","$49.36","$68.40","$108.30","$96.90","$66.12","$0.00","$0.00","$0.00","$70.68","$59.28","$67.26","$0.00","$94.96","$114.00","$0.00","$0.00"
"Rex Hospital","HC CRRT-SOLUTION/BAG/SPIKE SUPPLIES","","$938.00","$266.02","$938.00","$684.74","$684.74","$0.00","$548.82","$392.74","$266.02","$562.80","$0.00","$406.15","$406.15","$562.80","$891.10","$797.30","$544.04","$0.00","$0.00","$0.00","$581.56","$487.76","$553.42","$0.00","$781.35","$938.00","$0.00","$0.00"
"Rex Hospital","HC EXTERNAL VENTRICLE DRAIN","","$266.00","$75.44","$266.00","$194.18","$194.18","$0.00","$155.64","$111.37","$75.44","$159.60","$0.00","$115.18","$115.18","$159.60","$252.70","$226.10","$154.28","$0.00","$0.00","$0.00","$164.92","$138.32","$156.94","$0.00","$221.58","$266.00","$0.00","$0.00"
"Rex Hospital","HC PLEURX PLEURAL CATHETER","C1729","$600.00","$170.16","$600.00","$0.00","$0.00","$0.00","$351.06","$251.22","$170.16","$360.00","$0.00","$259.80","$259.80","$360.00","$570.00","$510.00","$348.00","$0.00","$0.00","$0.00","$372.00","$312.00","$354.00","$0.00","$499.80","$600.00","$0.00","$0.00"
"Rex Hospital","HC CATHETER D-LUMEN 24CMSCHONXL","C1751","$1,073.00","$304.30","$1,073.00","$0.00","$0.00","$0.00","$627.81","$449.27","$304.30","$643.80","$691.01","$464.61","$464.61","$643.80","$1,019.35","$912.05","$622.34","$0.00","$0.00","$0.00","$665.26","$557.96","$633.07","$0.00","$893.81","$1,073.00","$0.00","$0.00"
"Rex Hospital","HC 24CMSCHONXL CATHETER D-LUMEN","C1751","$948.00","$268.85","$948.00","$0.00","$0.00","$0.00","$554.67","$396.93","$268.85","$568.80","$0.00","$410.48","$410.48","$568.80","$900.60","$805.80","$549.84","$0.00","$0.00","$0.00","$587.76","$492.96","$559.32","$0.00","$789.68","$948.00","$0.00","$0.00"
"Rex Hospital","HC ARROW 4FR PICC CONVERSION KIT","","$204.00","$57.85","$204.00","$148.92","$148.92","$0.00","$119.36","$85.41","$57.85","$122.40","$0.00","$88.33","$88.33","$122.40","$193.80","$173.40","$118.32","$0.00","$0.00","$0.00","$126.48","$106.08","$120.36","$0.00","$169.93","$204.00","$0.00","$0.00"
"Rex Hospital","HC BARD DUAL LUMEN PWR 5FR PICC","","$1,092.00","$309.69","$1,092.00","$797.16","$797.16","$0.00","$638.93","$457.22","$309.69","$655.20","$0.00","$472.84","$472.84","$655.20","$1,037.40","$928.20","$633.36","$0.00","$0.00","$0.00","$677.04","$567.84","$644.28","$0.00","$909.64","$1,092.00","$0.00","$0.00"
"Rex Hospital","HC BARD TRIPLE LUMEN PICC","","$1,158.00","$328.41","$1,158.00","$845.34","$845.34","$0.00","$677.55","$484.85","$328.41","$694.80","$0.00","$501.41","$501.41","$694.80","$1,100.10","$984.30","$671.64","$0.00","$0.00","$0.00","$717.96","$602.16","$683.22","$0.00","$964.61","$1,158.00","$0.00","$0.00"
"Rex Hospital","HC 5FR DUAL 50CM POWER PICC ARROW","C1751","$834.00","$236.52","$834.00","$0.00","$0.00","$0.00","$487.97","$349.20","$236.52","$500.40","$0.00","$361.12","$361.12","$500.40","$792.30","$708.90","$483.72","$0.00","$0.00","$0.00","$517.08","$433.68","$492.06","$0.00","$694.72","$834.00","$0.00","$0.00"
"Rex Hospital","HC 6FR TRIPLE POWERPICC ARROW","","$975.00","$276.51","$975.00","$711.75","$711.75","$0.00","$570.47","$408.23","$276.51","$585.00","$0.00","$422.18","$422.18","$585.00","$926.25","$828.75","$565.50","$0.00","$0.00","$0.00","$604.50","$507.00","$575.25","$0.00","$812.18","$975.00","$0.00","$0.00"
"Rex Hospital","HC OPTI-Q SO2/CCO PA  HEP","C1751","$746.00","$211.57","$746.00","$544.58","$544.58","$0.00","$436.48","$312.35","$211.57","$447.60","$480.42","$323.02","$323.02","$447.60","$708.70","$634.10","$432.68","$0.00","$0.00","$0.00","$462.52","$387.92","$440.14","$0.00","$621.42","$746.00","$0.00","$0.00"
